ADM86_RS00140
ctg11_6
ctg11_12
ctg11_13
ctg5_116
ctg5_121
ctg5_122
ctg8_18
ctg8_19
ctg8_24
ctg8_29
CFT00_RS04045
CFT00_RS04170
CFT00_RS04175
CFT00_RS04195
CFT00_RS04260
SAG0014_RS15660
SAG0014_RS15670
WA00_RS05795
WA00_RS05800
WA00_RS05810
WA01_RS02640
WA01_RS02670
WA01_RS11700
WA01_RS02690
C2E46_RS06820
C2E46_RS06825
C2E46_RS06835
BBO35_RS09685
BBO35_RS09715
BBO35_RS09720
BBO35_RS09730
BBO35_RS09750
DYH82_RS07230
DYH82_RS07240
DYH82_RS07245
DYH82_RS07275
E4V12_RS09255
E4V12_RS09285
E4V12_RS09290
E4V12_RS09300
BSG27_RS02090
BSG27_RS02115
C1G47_RS06050
JOC31_RS04305
ctg15_32
ctg15_48
ctg15_49
ctg15_50
ctg15_51
ctg43_6
ctg43_7
ctg43_14
ADC75_RS10350
ADC75_RS08560
ADC75_RS08565
ADC75_RS08570
ADC75_RS08575
ADC75_RS08595
ADC75_RS08600
ctg122_10
ctg122_11
ctg122_15
ctg122_16
ctg122_17
ctg122_18
ctg122_19
C5O68_RS11495
C5O68_RS11515
E3V35_RS02560
E3V35_RS02580
E3V35_RS02620
E3V85_RS05295
E3V85_RS05345
E3V31_RS04270
E3V31_RS04320
IAI42_RS02890
IAI42_RS02940
E3V42_RS04440
E3V42_RS04490
HT686_RS03175
HT686_RS03195
HT670_RS03560
HT670_RS03595
HT670_RS03615
HT703_RS02925
HT703_RS02960
HT703_RS02980
HT694_RS00920
HT694_RS00955
HT694_RS00975
HT736_RS00410
HT736_RS00445
HT736_RS00460
HT691_RS02235
HT691_RS02255
HT691_RS02290
IAI23_RS00510
IAI23_RS00530
IAI23_RS00565
IAI35_RS01820
IAI35_RS01870
IAI30_RS01255
IAI30_RS01310
LLKF_RS00475
LLKF_RS13095
LLKF_RS00515
LLKF_RS00535
LLKF_RS00575
ctg3_49
ctg3_53
ctg3_57
ctg3_60
HMPREF1043_RS05150
HMPREF1043_RS05160
HMPREF1043_RS05165
HMPREF1043_RS12425
HMPREF1043_RS05180
HMPREF1043_RS05185
SANR_RS06610
SANR_RS06620
SANR_RS11690
SANR_RS06630
SANR_RS06635
SANR_RS06640
SANR_RS06645
A1Y28_RS00425
A1Y28_RS00500
A1Y28_RS00510
A1Y28_RS00515
A1Y28_RS00520
A1Y28_RS00525
A1Y28_RS00530
A1Y28_RS00570
A1Y28_RS00575
A1Y28_RS00580
allorf_144622_144723
I4Q04_RS00230
I4Q04_RS00260
I4Q04_RS00265
allorf_070933_070998
I4Q04_RS00295
I4Q04_RS00300
I4Q04_RS00305
I4Q04_RS00310
I4Q04_RS00315
I4Q04_RS00325
I6H72_RS10045
I6H72_RS10050
I6H72_RS10055
I6H72_RS10060
I6H72_RS10065
I6J12_RS05745
I6J12_RS05755
I6J12_RS05760
I6J12_RS05765
I6J12_RS05770
I6J12_RS05775
FN702_RS06185
FN702_RS06240
FN702_RS06245
FN702_RS06250
FN702_RS06255
FN702_RS06260
FN702_RS06270
ctg10_83
ctg10_84
FY219_RS00730
FY219_RS00765
FY219_RS00770
FY219_RS00780
ctg34_1
ctg34_8
ctg34_9
ctg34_11
ctg34_12
DYA48_RS03910
DYA48_RS03950
DYA48_RS03965
ctg31_3
ctg31_4
ctg31_7
ctg36_4
ctg36_8
A1N97_RS04925
A1N97_RS04930
A1N97_RS04935
A1N97_RS04940
A1N97_RS04970
A1N97_RS05045
A1N97_RS05050
GVJ38_RS05800
GVJ38_RS05815
GVJ38_RS05820
GVJ38_RS05835
GVJ38_RS05860
GVJ38_RS05900
GVJ38_RS05910
GRR92_RS09815
GRR92_RS09820
allorf_08481_08588
GRR92_RS09860
CES82_RS07340
CES82_RS07370
CES82_RS07385
CES82_RS07400
CES82_RS07430
CES82_RS07490
CES82_RS07495
CES82_RS07500
C5L25_RS05570
C5L25_RS05600
C5L25_RS05615
C5L25_RS05630
C5L25_RS05660
FFM73_RS03375
FFM73_RS03380
FFM73_RS03475
FFM73_RS03500
FFM73_RS03515
FFM73_RS03530
FFM73_RS03560
SST34_RS1000000112550
SST34_RS1000000112555
SST34_RS1000000112960
SST34_RS0110920
SST34_RS0110935
SST34_RS0110955
C4K59_RS07795
C4K59_RS07810
C4K59_RS07815
C4K59_RS07820
E3C75_RS03015
E3C75_RS03020
E3C75_RS03025
E3C75_RS03040
FGL06_RS08360
FGL06_RS08365
FGL06_RS08370
FGL06_RS08375
ctg1_31
ctg1_38
ctg1_42
ctg1_46
UAO_RS04360
UAO_RS04365
AD036_RS02480
AD036_RS02485
AD036_RS02495
AD316_RS00910
AD316_RS00915
AD316_RS00930
AE017_RS02220
AE017_RS02240
AE017_RS02245
AEB45_RS04760
AEB45_RS04775
AEB45_RS04780
AEF29_RS01210
AEF29_RS01225
AEF29_RS01230
AEI81_RS02530
AEI81_RS02545
AEI81_RS02550
AEJ22_RS03650
AEJ22_RS03665
AEJ22_RS03670
AEP83_RS04325
AEP83_RS04330
AEP83_RS04345
AFB65_RS03615
AFB65_RS03620
AFB65_RS03635
AFC20_RS01660
AFC20_RS01665
AFC20_RS01675
AFC28_RS03320
AFC28_RS03335
AFC28_RS03340
AFD65_RS02250
AFD65_RS02255
AFD65_RS02265
AFD65_RS02280
AKX05_RS00580
AKX05_RS00595
AKX05_RS00600
AQF48_RS00290
AQF48_RS00295
AQF48_RS00305
AYU87_RS00255
AYU87_RS00260
AYU87_RS00275
A4250_RS09300
A4250_RS09305
A4250_RS09320
A4256_RS08320
A4256_RS08335
A4256_RS08340
GW747_RS09560
HCY95_RS10250
ctg1_1919
HMPREF9176_RS05715
HMPREF9176_RS05735
HMPREF9176_RS05750
HMPREF9176_RS05755
HMPREF9176_RS05760
HMPREF9176_RS05775
HMPREF9176_RS05795
HMPREF9176_RS05825
HMPREF9176_RS05835
HMPREF9176_RS05840
ctg99_1
ctg99_3
ctg99_4
ctg55_3
ctg55_4
ctg55_6
ctg47_12
ctg47_14
ctg47_15
ctg4_21
ctg4_31
ctg4_32
ctg4_33
ctg4_39
ctg4_40
ctg4_46
ctg4_50
ctg4_54
LCO01nite_RS02025
LCO01nite_RS02045
LCO01nite_RS02065
LCO01nite_RS02095
LCO01nite_RS02100
LCO01nite_RS02125
LCO01nite_RS02130
LCO01nite_RS02135
LCO01nite_RS02190
ITQ84_RS08950
ITQ84_RS08955
ctg7_61
ctg7_62
ctg15_40
ctg15_41
ctg57_4
ctg57_5
SMU76_RS00630
SMU76_RS00620
SMU76_RS00615
SMU76_RS00605
BFP84_RS06000
BFP84_RS06005
BFP84_RS06010
BFP84_RS06015
BFP84_RS06050
BFP84_RS06060
BFP84_RS06065
BFP84_RS06075
KMY84_RS08295
KMY84_RS08300
KMY84_RS08305
KMY84_RS08315
KMY84_RS08320
KMY84_RS08330
KMY84_RS08370
KMY84_RS08375
KMY84_RS08380
KMY84_RS08385
KMY82_RS05025
KMY82_RS05030
KMY82_RS05035
KMY82_RS05040
KMY82_RS05080
KMY82_RS05090
KMY82_RS05095
KMY82_RS05105
KMY82_RS05110
KMY82_RS05115
KMY82_RS05120
SAG0327_RS119240
SAG0327_RS1000000120970
SAG0327_RS119230
SAG0327_RS119200
BJT12_RS08845
BJT12_RS08875
BJT12_RS11675
BJT12_RS08895
ctg30_5
ctg30_6
ctg30_7
ctg30_8
ctg30_9
ctg30_11
ctg30_13
ctg30_21
ctg30_25
ctg30_26
HN00_RS09050
HN00_RS09085
HN00_RS09095
HN00_RS09115
HN00_RS09150
HN00_RS09490
HN00_RS09495
HN00_RS09175
HN00_RS09215
ctg9_232
ctg9_239
ctg9_242
ctg9_246
ctg9_253
ctg9_256
ctg9_257
ctg9_265
ctg5_100
ctg5_108
ctg5_109
ctg5_112
ctg5_118
ctg5_122
ctg5_125
ctg5_132
allorf_098168_098311
F1769_RS11040
F1769_RS11045
F1769_RS11050
F1769_RS11090
CEQ25_RS15055
CEQ25_RS15095
CEQ25_RS15100
CEQ25_RS15105
CEQ25_RS15115
allorf_2735536_2735679
ctg53_2
ctg53_4
ctg53_5
ctg53_6
ctg53_13
ctg12_59
ctg12_66
ctg12_67
ctg12_68
ctg12_70
UAY_RS09060
UAY_RS09070
UAY_RS09135
UAY_RS09145
UAY_RS09150
I586_RS00075
I586_RS00080
I586_RS00090
I586_RS00155
I586_RS00165
ctg5_40
ctg5_42
ctg5_44
ctg5_46
ctg5_51
WOA_RS04530
WOA_RS04540
WOA_RS04550
WOA_RS04560
WOA_RS04585
ctg1_2428
ctg1_2430
ctg1_2432
ctg1_2434
ctg1_2439
D354_RS09300
D354_RS09310
D354_RS09320
D354_RS09330
D351_RS06485
D351_RS06495
D351_RS06505
D351_RS06515
D351_RS06545
ADA22_RS07175
ADA22_RS07185
ADA22_RS07195
ADA22_RS07205
CUS33_RS05985
CUS33_RS06010
CUS33_RS06030
CUS33_RS06040
CYQ20_RS07060
CYQ20_RS07070
CYQ20_RS07090
CYQ20_RS07115
CUS08_RS02690
CUS08_RS02700
CUS08_RS02710
CUS08_RS02720
CUS08_RS02750
IHQ22_RS04225
IHQ22_RS04250
IHQ22_RS04260
IHQ22_RS04270
IHQ22_RS04280
EZ049_RS10525
EZ049_RS10550
EZ049_RS10560
EZ049_RS10570
EZ049_RS10580
IHP64_RS12560
IHP64_RS12570
IHP64_RS12580
IHP64_RS12590
ctg71_55
ctg71_60
ctg71_62
ctg71_64
ctg71_66
ctg1_2467
ctg1_2469
ctg1_2471
ctg1_2473
ctg1_2478
ctg3_4
ctg3_6
ctg3_8
ctg3_10
ctg17_64
ctg17_69
ctg17_71
ctg17_73
ctg17_75
ctg2_3
ctg2_4
ctg2_5
ctg2_6
ctg2_19
ctg4_1
ctg4_3
ctg4_4
ctg4_5
ctg4_6
ctg4_21
ctg22_26
ctg22_38
ctg22_39
ctg22_40
ctg22_41
ctg3_8
ctg3_10
ctg3_12
ctg3_13
ctg3_14
ctg3_15
ctg3_27
ctg14_4
ctg14_6
ctg14_8
ctg14_9
ctg14_10
ctg14_11
ctg14_22
LLMG_RS13105
LLMG_RS13120
LLMG_RS03630
AJ89_RS10475
AJ89_RS10530
AEP55_RS03180
AEP55_RS03220
AEP55_RS03240
AEP55_RS03255
AEP55_RS03270
AFA10_RS06880
AFA10_RS06890
AFA10_RS06905
AFA10_RS06940
AFA10_RS06980
GHK52_RS04440
ctg15_53
ctg69_12
ctg69_16
ctg163_4
ctg41_4
A0464_RS09310
A0464_RS09315
A0464_RS09320
A0464_RS12280
A0464_RS09345
A0464_RS09350
A1V12_RS06760
A1V12_RS06765
A1V12_RS12160
A1V12_RS06790
A1V12_RS06795
A1V12_RS06800
A0387_RS09770
A0387_RS09835
A0387_RS09840
