ADM86_RS00140
ADM86_RS00160
ADM86_RS00170
FAM22277_RS11620
FAM22277_RS11640
FAM22277_RS11655
FAM8374_RS12400
FAM8374_RS12410
FAM8374_RS12425
FAM8374_RS12440
FAM8374_RS12445
EWH39_RS13030
EWH39_RS13035
EWH39_RS13045
EWH39_RS13060
EWH39_RS13070
JM953_RS14435
JM953_RS14460
JM953_RS14475
KQI09_RS13415
KQI09_RS13425
KQI09_RS13445
ctg94_1
ctg94_3
ctg94_7
ctg54_6
ctg54_10
ctg54_12
ctg54_13
ctg210_1
ctg210_2
ctg210_3
ctg210_5
E0E02_RS04045
E0E02_RS04050
E0E02_RS04085
E0E02_RS04120
E0E02_RS04140
E5983_RS05015
E5983_RS05020
E5983_RS05025
ctg56_4
ctg56_5
ctg56_6
ctg6_7
ctg6_13
ctg6_14
ctg91_4
ctg91_5
ctg12_31
ctg12_36
ctg12_37
ctg98_4
ctg98_5
ctg108_4
ctg108_5
ctg167_1
ctg167_2
ctg95_4
ctg95_5
ctg73_3
ctg73_4
ctg104_3
ctg104_4
ctg22_6
ctg22_11
ctg22_12
ctg22_5
ctg22_6
ctg39_5
ctg39_6
ctg68_6
ctg68_7
ctg442_2
ctg45_1
ctg45_2
ctg45_5
E0E27_RS03440
ctg34_69
ADH12_RS00855
ADH12_RS10100
BBG06_RS07610
BBG06_RS07615
FGL21_RS05870
FGL21_RS05885
BBG09_RS05500
BBG09_RS11470
JTI63_RS04390
JTI63_RS04395
DQM53_RS05545
DQM53_RS05585
DQM53_RS05590
EL139_RS08845
EL139_RS08850
EL139_RS08890
A0G_RS01450
DIY16_RS06070
DIY17_RS03010
SI82_RS03560
DIY02_RS03050
BMF34_RS03510
CTW00_RS06250
D5R90_RS08990
GKO35_RS00435
GWD12_RS01805
GWD01_RS02200
ctg47_23
ctg47_27
AS245_RS08105
AS245_RS08125
AS225_RS00925
AS225_RS00965
AS225_RS00980
HBN05_RS11590
HBN05_RS11595
HBN05_RS11625
HBN05_RS11635
HBN05_RS11640
HBN05_RS11670
ctg1_547
ctg1_553
ctg1_554
ctg1_555
ctg1_557
ctg1_564
ctg1_565
B5772_RS06195
B5772_RS06205
B5772_RS06215
FE328_RS01685
FE328_RS01695
FE328_RS01705
DAD77_RS08465
ctg1_87
ctg1_88
ctg3_153
ctg3_154
ctg1_566
ctg1_567
PS4_RS07625
ctg43_2
ctg60_7
ctg10_3
ctg71_1
ctg44_6
ctg47_1
ctg4_38
ctg4_39
ctg44_6
ctg161_5
ctg163_7
ctg11_2
ctg45_7
ctg36_4
ctg420_2
ctg81_2
ctg69_2
ctg66_7
ctg22_3
ctg150_5
ctg60_1
ctg60_8
ctg36_1
ctg55_5
ctg57_1
ctg88_1
ctg47_2
ctg64_3
ctg5_3
ctg21_4
ctg37_4
ctg37_5
ctg65_7
SMU101_RS04190
SMU101_RS04165
SMU10_RS01655
SMU10_RS01630
NY10_RS06635
NY10_RS06705
NY10_RS06710
NY10_RS06715
NY10_RS06780
NY10_RS06795
lacNas_RS09205
ctg23_5
ctg23_9
ctg23_10
ctg23_11
ctg23_12
AER63_RS01530
AER63_RS01535
AER63_RS01560
AER63_RS01600
AER63_RS01605
FAG75_RS00545
FAG75_RS00565
FAG75_RS00570
FAG75_RS00580
EG2_RS05415
EG2_RS05430
EG2_RS05450
EG2_RS05460
DYB01_RS16245
DYB01_RS16255
DYB01_RS16275
DYB01_RS16290
A3I5_RS0102285
A3I5_RS0102315
A3I5_RS0102325
A3I5_RS0102340
A3I5_RS0102365
A3I5_RS0102375
A3I5_RS0102380
KI210_RS08395
KI210_RS08400
KI210_RS08405
KI210_RS08410
KI210_RS08425
KI210_RS08430
AKU62_RS05825
AKU62_RS05855
AP810_RS00305
AP810_RS00335
NTPn4_RS10255
EIA52_RS14270
EIA52_RS14275
I2H33_RS14485
I2H33_RS14490
I2H32_RS12085
I2H32_RS12090
EFB00_RS10430
EFB00_RS10535
EFB00_RS10540
EFB00_RS10560
EFB00_RS10625
CV713_RS03030
CV713_RS03045
CV713_RS03055
CV715_RS07640
CV715_RS07655
CV715_RS07665
LACJE0001_RS02390
LACJE0001_RS02445
LACJE0001_RS02450
LACJE0001_RS02470
LACJE0001_RS02500
LACJE0001_RS02585
LACJE0001_RS02600
BUE77_RS03260
BUE77_RS03275
BUE77_RS03360
BUE77_RS03390
BUE77_RS03410
BUE77_RS03415
BUE77_RS03470
ctg5_12
ctg5_18
ctg5_22
ctg5_23
ctg5_34
PEPE_RS04145
PEPE_RS04150
PEPE_RS04155
PEPE_RS04160
PEPE_RS04165
PEPE_RS04170
PEPE_RS04180
PEPE_RS04185
PEPE_RS04190
PEPE_RS04195
PEPE_RS04200
PEPE_RS04205
PEPE_RS04210
PEPE_RS04235
PEPE_RS04250
PEPE_RS04285
C7M49_RS00665
C7M49_RS00700
C7M49_RS00715
C7M49_RS00740
C7M49_RS00745
C7M49_RS00750
C7M49_RS00755
C7M49_RS00760
C7M49_RS00765
C7M49_RS00770
C7M49_RS00780
C7M49_RS00785
C7M49_RS00790
C7M49_RS00795
C7M49_RS00800
C7M49_RS00805
CYJ80_RS05415
CYJ80_RS05450
CYJ80_RS05460
CYJ80_RS05465
CYJ80_RS05470
CYJ80_RS05475
CYJ80_RS05480
CYJ80_RS05490
GBP04_RS05190
GBP04_RS05195
GBP04_RS05200
GBP04_RS05205
GBP04_RS05210
GBP04_RS05215
GBP04_RS05225
GBP04_RS05230
GBP04_RS05235
GBP04_RS05240
GBP04_RS05245
GBP04_RS05255
GBP04_RS05280
GBP04_RS05295
GBP04_RS05330
EPT61_RS01410
EPT61_RS01445
EPT61_RS01460
EPT61_RS01485
EPT61_RS01490
EPT61_RS01495
EPT61_RS01500
EPT61_RS01505
EPT61_RS01510
EPT61_RS01515
EPT61_RS01525
EPT61_RS01530
EPT61_RS01535
EPT61_RS01540
EPT61_RS01545
EPT61_RS01550
GBP24_RS06320
GBP24_RS06325
GBP24_RS06330
GBP24_RS06335
GBP24_RS06340
GBP24_RS06345
GBP24_RS06355
GBP24_RS06360
GBP24_RS06365
GBP24_RS06370
GBP24_RS06375
GBP24_RS06380
GBP24_RS06385
GBP24_RS06410
GBP24_RS06425
GBP24_RS06460
GBP15_RS05515
GBP15_RS05520
GBP15_RS05525
GBP15_RS05530
GBP15_RS05535
GBP15_RS05540
GBP15_RS05550
GBP15_RS05555
GBP15_RS05560
GBP15_RS05565
GBP15_RS05570
GBP15_RS05580
GBP15_RS05605
GBP07_RS00365
GBP07_RS00400
GBP07_RS00415
GBP07_RS00440
GBP07_RS00450
GBP07_RS00455
GBP07_RS00460
GBP07_RS00465
GBP07_RS00470
GBP07_RS00480
GBP07_RS00485
GBP07_RS00490
GBP07_RS00495
GBP07_RS00500
GBP07_RS00505
GBP05_RS02410
GBP05_RS02415
GBP05_RS02420
GBP05_RS02425
GBP05_RS02430
GBP05_RS02435
GBP05_RS02445
GBP05_RS02450
GBP05_RS02455
GBP05_RS02460
GBP05_RS02465
GBP05_RS02470
GBP05_RS02475
GBP05_RS02500
GBP05_RS02515
GBP05_RS02550
ITR02_RS03340
ITR02_RS03375
ITR02_RS03390
ITR02_RS03415
ITR02_RS03420
ITR02_RS03425
ITR02_RS03430
ITR02_RS03435
ITR02_RS03440
ITR02_RS03445
ITR02_RS03455
ITR02_RS03460
ITR02_RS03465
ITR02_RS03470
ITR02_RS03475
ITR02_RS03480
AE298_RS00010
AE298_RS00015
AE298_RS00035
AE298_RS00055
AE298_RS00080
AEH07_RS02625
AEH07_RS02645
AEH07_RS02670
AEH07_RS02685
AEH07_RS02690
EFKG_RS11970
EFKG_RS11985
EFKG_RS0103890
EFKG_RS0103895
EFKG_RS12000
EFKG_RS12010
ctg14_6
ctg14_8
allorf_11046_11270
allorf_11252_11440
ctg14_13
ctg14_16
AD037_RS03115
AD037_RS03135
AD037_RS03140
AD037_RS03145
AD037_RS12490
AD037_RS03155
AE015_RS05690
AE015_RS12485
AE015_RS05700
AE015_RS05715
AEZ89_RS01055
AEZ89_RS12885
AEZ89_RS01065
AEZ89_RS01070
AEZ89_RS01075
AEZ89_RS01095
AEB37_RS00880
AEB37_RS00900
AEB37_RS00905
AEB37_RS00910
AEB37_RS12920
AEB37_RS00920
AEB37_RS00930
AEP88_RS04795
AEP88_RS04820
AEP88_RS04825
AES00_RS06475
AES00_RS06490
AES00_RS13025
AES00_RS06500
AKR95_RS02915
AKR95_RS02925
AKR95_RS13040
AKR95_RS02935
AKR95_RS02950
AKV81_RS00595
AKV81_RS00610
AKV81_RS00615
AQE19_RS05780
AQE19_RS05785
AQE19_RS05800
GWC99_RS00730
GWC97_RS04755
GWC97_RS04765
GWD06_RS05665
GWD06_RS05675
GWD12_RS04355
GWD13_RS08595
GWD13_RS08605
GWC98_RS08360
GWC98_RS08370
GWD15_RS08925
GWD05_RS09005
GWD00_RS08495
GWD00_RS08505
GJ620_RS08290
GJ620_RS08295
ctg1_7
ctg1_8
ctg1_21
ctg1_22
ctg1_33
ctg1_34
ctg1_35
ctg61_6
ctg61_10
ctg61_11
ctg118_1
ctg73_2
AP802_RS04880
BGL46_RS01570
BGL46_RS01575
DKP75_RS06265
C0060_RS03110
C0060_RS03130
C0060_RS03155
C0060_RS03160
C0060_RS03170
DM298_RS09585
DM298_RS09605
DM298_RS09610
DM298_RS09620
DM298_RS09625
DM298_RS09655
FEE39_RS02565
FEE39_RS02575
FEE39_RS02580
FEE39_RS02615
H0I41_RS02985
H0I41_RS02995
H0I41_RS03000
H0I41_RS03035
DL08_RS01475
DL08_RS01485
DL08_RS01490
DL08_RS01565
A6J31_RS00865
A6J31_RS00870
A6J31_RS00940
ctg485_1
ctg485_2
ctg485_4
AE807_RS05405
AE807_RS05465
AE807_RS05480
AE807_RS05485
AE807_RS05585
AE807_RS05610
AE807_RS12505
AED47_RS12335
AED47_RS07110
AED47_RS07135
AED47_RS07240
AED47_RS07245
AED47_RS07265
AED47_RS07330
AEE61_RS06285
AEE61_RS06305
AEE61_RS06370
AEE61_RS06390
AEE61_RS06395
AEE61_RS06490
AEE61_RS06515
AEE61_RS12665
AQG80_RS12085
AQG80_RS03715
AQG80_RS03740
AQG80_RS03840
AQG80_RS03845
AQG80_RS03865
AQG80_RS03930
AYU89_RS05920
AYU89_RS05985
AYU89_RS06005
AYU89_RS06010
AYU89_RS06110
AYU89_RS06135
AYU89_RS11815
CFT54_RS11930
CFT54_RS02530
CFT54_RS02555
CFT54_RS02660
CFT54_RS02665
CFT54_RS02685
CFT54_RS02750
AD839_RS05285
AD839_RS05290
AD839_RS05310
AD839_RS05335
AD839_RS05340
AD839_RS05345
AD839_RS05375
AKQ02_RS06840
AKQ02_RS06870
AKQ02_RS06875
AKQ02_RS06880
AKQ02_RS06910
AKQ02_RS06925
AKQ02_RS06930
AQD38_RS06980
AQD38_RS06985
AQD38_RS07000
AQD38_RS07030
AQD38_RS07035
AQD38_RS07040
AQD38_RS07070
AYU95_RS02650
AYU95_RS02655
AYU95_RS02670
AYU95_RS02700
AYU95_RS02705
AYU95_RS02710
GT396_RS12995
GT396_RS13000
BH742_RS12095
BH742_RS12125
BH742_RS12130
CJZ72_RS04480
CJZ72_RS04485
CJZ72_RS04515
GT453_RS13000
GT453_RS13005
G9440_RS08770
G9440_RS08800
G9440_RS08805
G8B50_RS12940
G8B50_RS12945
G8B50_RS12980
DYA98_RS04440
DYA98_RS04445
DYA98_RS04480
FN167_RS07085
FN167_RS07115
FN167_RS07120
ctg28_5
ctg28_6
HMPREF8571_RS09925
HMPREF8571_RS09930
HMPREF8571_RS09945
HMPREF8571_RS09950
HMPREF8571_RS09955
HMPREF8571_RS09975
HMPREF8571_RS09980
HMPREF8571_RS09990
LO65_RS02775
LO65_RS02780
LO65_RS02795
LO65_RS02800
LO65_RS02810
LO65_RS02815
LO65_RS02830
LO65_RS02840
LO65_RS02845
LO65_RS02880
LO65_RS02900
LO65_RS02905
ADI74_RS06445
ADI74_RS11175
ADI74_RS06455
ADI74_RS06460
ADI74_RS06470
ADI74_RS06475
ADI74_RS06485
ADI74_RS06490
ADI74_RS06495
ADI74_RS06500
ADI74_RS06510
ADI74_RS06515
ADI74_RS06540
ADI74_RS06550
ADI74_RS06555
B7725_RS03565
B7725_RS03570
B7725_RS03580
B7725_RS03585
B7725_RS03600
B7725_RS03625
B7725_RS03635
B7725_RS03640
B7725_RS03650
B7725_RS03665
B7725_RS03680
B7725_RS03690
B7725_RS03695
B7726_RS02275
B7726_RS02280
B7726_RS02295
B7726_RS02315
B7726_RS02320
B7726_RS02330
B7726_RS02335
B7726_RS09495
B7726_RS02350
B7726_RS02360
B7726_RS02380
B7726_RS02385
D8854_RS05675
D8854_RS05680
D8854_RS05695
D8854_RS05715
D8854_RS05720
D8854_RS05730
D8854_RS05740
D8854_RS05750
ctg7_75
ctg7_77
ctg7_78
ctg7_81
ctg7_84
ctg7_86
ctg7_87
ctg7_89
ctg6_151
ctg6_152
ctg6_155
ctg6_157
ctg6_161
ctg6_162
ctg6_163
ctg6_165
ctg6_167
ctg15_12
ctg15_13
ctg15_17
ctg15_20
ctg15_24
ctg15_25
ctg15_27
ctg15_29
ctg15_31
ctg15_32
ctg15_34
ctg15_35
AE449_RS08690
AE449_RS08700
AE449_RS08705
AEE87_RS03875
AEE87_RS03880
AEE87_RS03890
AKU90_RS06640
AKU90_RS06645
AKU90_RS06650
AKU90_RS06670
AKW02_RS08670
AKW02_RS08680
AKW02_RS08685
AQB30_RS09115
AQB30_RS09120
AQB30_RS09130
allorf_00409_00552
VL38_RS04415
VL38_RS04435
VL38_RS04440
VL38_RS04445
HU146_RS06490
HU146_RS06505
HU146_RS06510
HU146_RS06515
A1423_RS05860
A1423_RS05880
A1423_RS05885
A1423_RS05890
allorf_19287_19385
allorf_0005321_0005434
WOC_RS07570
WOC_RS07575
WOC_RS07580
WOC_RS07590
WOC_RS07595
allorf_0000707_0000832
FN559_RS00075
FN559_RS00080
FN559_RS00085
FN559_RS00095
FN559_RS00100
ADA75_RS05030
ADA75_RS05035
ADA75_RS05045
ADA75_RS05050
ADA75_RS05055
AW733_RS07725
AW733_RS07730
AW733_RS07740
AW733_RS07745
AW733_RS07750
allorf_347989_348114
A5824_RS07965
A5824_RS07970
A5824_RS07980
A5824_RS07985
A5824_RS07990
allorf_1655405_1655530
allorf_1656456_1656686
allorf_1656789_1656950
allorf_1658195_1658386
allorf_1658436_1658561
allorf_1658458_1658619
allorf_1658910_1658987
allorf_1660067_1660141
allorf_00611_00736
CYQ29_RS12380
CYQ29_RS12385
CYQ29_RS12390
CYQ29_RS12400
CYQ29_RS12405
CYQ29_RS12410
ctg1_821
ctg1_822
ctg1_823
ctg1_825
ctg1_826
FN139_RS07725
FN139_RS07730
FN139_RS07740
FN139_RS07745
FN139_RS07750
allorf_1546373_1546582
allorf_1548731_1548901
ctg1_844
ctg1_845
ctg1_846
ctg1_848
ctg1_849
ctg52_1
ctg52_2
ctg52_5
ctg52_7
CS914_RS15410
ctg104_9
IAE46_RS15120
IAE47_RS15320
ADI45_RS01235
ADI45_RS01240
ADI45_RS01245
ADI45_RS01250
ADI45_RS01255
ADI45_RS01260
ctg94_268
ctg94_269
ctg94_270
ctg94_271
ctg94_272
A1I13_RS10680
A1I13_RS10685
A1I13_RS10690
A1I13_RS10710
ctg61_2
ctg61_3
D8866_RS09840
D8866_RS09845
D8866_RS09850
AQB88_RS01075
AQB88_RS01090
AQB88_RS11975
AQB88_RS01100
AQB88_RS01110
AQD79_RS06240
AQD79_RS12975
AQD79_RS06250
AQD79_RS06265
FC79_RS06625
FC79_RS06645
FCF15_RS07320
FCF15_RS07340
FIU77_RS01855
FIU77_RS01865
FIU77_RS01885
FIU79_RS08405
FIU79_RS08425
FIU79_RS08435
DBO30_RS08300
CUM72_RS02620
CUM72_RS02625
CUM72_RS02655
EA71_RS14740
EA71_RS14745
EA71_RS14775
F6X87_RS04465
F6X87_RS04470
F6X87_RS04495
I4V12_RS08250
I4V12_RS08275
I4V12_RS08280
F6X85_RS06305
F6X85_RS06330
F6X85_RS06335
FN062_RS06260
FN062_RS06265
FN062_RS06290
ctg130_2
ctg130_3
ctg130_8
F6I24_RS01370
F6I24_RS01425
F6I24_RS01430
F6I24_RS01450
F6I24_RS01480
F6H97_RS00010
F6H97_RS00040
F6H97_RS00060
F6H97_RS00065
F6H97_RS00120
FOF63_RS04370
FOF63_RS04400
FOF63_RS04420
FOF63_RS04425
ctg9_4
ctg9_10
LAC03_RS13225
BBX46_RS06750
B0E28_RS07270
BIZ31_RS15830
BIZ33_RS15600
EVF25_RS15810
KGF72_RS14815
KGF62_RS16200
ctg77_4
AD014_RS06300
AD014_RS06400
AD014_RS06405
AKU10_RS05925
AKU10_RS05970
AKU10_RS05975
E3V52_RS04440
HT719_RS07780
HT719_RS07815
IAI27_RS03225
IAI27_RS03255
G575_RS0107875
G575_RS0107895
G575_RS0107905
ctg103_18
ctg103_19
ctg103_23
ctg11_1
