clade_name	NCBI_tax_id	SRS149196	SRS149090	SRS148832	SRS144713	SRS144312	SRS143690	SRS143147	SRS142557	SRS097963	SRS097925	SRS077646	SRS077453	SRS077397	SRS077236	SRS076865	SRS076761	SRS075980	SRS075883	SRS075778	SRS058213	SRS054061	SRS053437	SRS052590	SRS051613	SRS050025	SRS046344	SRS020868	SRS020386	SRS020232	SRS019986	SRS019597	SRS019386	SRS019339	SRS019215	SRS018784	SRS018671	SRS018585	SRS018463	SRS018369	SRS018312	SRS017820	SRS017697	SRS017451	SRS017244	SRS017156	SRS017044	SRS016752	SRS016581	SRS016553	SRS016513	SRS016434	SRS016292	SRS016188	SRS016033	SRS015996	SRS015937	SRS015752	SRS015640	SRS015450	SRS015430	SRS015269	SRS015051	SRS014901	SRS014682	SRS014464	SRS013956	SRS013876	SRS013637	SRS013269	SRS013155	SRS012663	SRS012291	SRS011397	SRS011263	SRS011132
s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0	0	0	0	0	0	0	0	0	0	0	0.01095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_graevenitzii	2|201174|1760|2037|2049|1654|55565	0	0	0	1.49187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_hongkongensis	2|201174|1760|2037|2049|1654|178339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_massiliensis	2|201174|1760|2037|2049|1654|461393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_naeslundii	2|201174|1760|2037|2049|1654|1655	0	0	0	0	0	0	0	0	0	0	0	0.13795	0	0	0.08121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_neuii	2|201174|1760|2037|2049|1654|33007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_odontolyticus	2|201174|1760|2037|2049|1654|1660	0	0	0	0	0.67838	0	0	0	0	0	0	0	0	0	0.24734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_oris	2|201174|1760|2037|2049|1654|544580	0.32996	1.14619	0.7609	0.54429	5.26889	1.26771	0.17575	0.05982	0	0	0	0.91534	0	7.72755	4.57412	0.01767	0.08056	0	0	0	0	0	0	0	0.33527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03674	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_sp_ICM47	2|201174|1760|2037|2049|1654|936548	0	0	0.04801	7.18379	0	0.17449	0	0.40374	9.92002	0	0	0.03961	0.07707	0	0.28478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gardnerella_vaginalis	2|201174|1760|85004|31953|2701|2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_accolens	2|201174|1760|85007|1653|1716|38284	20.4273	0	29.33315	0	5.92925	7.66859	35.68645	70.30653	0	14.03619	47.44838	8.28965	18.35256	0	0	13.28464	35.16021	13.44643	0	21.01926	2.42357	0	48.90617	13.07474	0	4.75792	6.50132	4.64127	24.38101	38.03413	4.66332	14.87161	5.98126	0	63.24896	0	17.85836	5.76105	3.2423	0	11.73695	9.00823	31.4134	6.49418	1.31164	0	8.34587	0	0	0	11.49619	60.66332	6.9494	0.07979	45.211	19.33717	23.34548	0.67758	4.89113	29.18026	6.69289	0	17.97175	67.96485	28.72981	0	40.55935	6.73248	7.24391	5.57801	13.71884	9.15476	4.30698	15.87666	5.22474
s__Corynebacterium_aurimucosum	2|201174|1760|85007|1653|1716|169292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_durum	2|201174|1760|85007|1653|1716|61592	0	0	0	0	0.05822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_genitalium	2|201174|1760|85007|1653|1716|38288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_jeikeium	2|201174|1760|85007|1653|1716|38289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_kefirresidentii	2|201174|1760|85007|1653|1716|1979527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_kroppenstedtii	2|201174|1760|85007|1653|1716|161879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_matruchotii	2|201174|1760|85007|1653|1716|43768	0	0	0	3.50047	0.35337	0.49866	0	0	2.47622	0.00495	0	0.24349	0.09609	6.16885	0.9114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_otitidis	2|201174|1760|85007|1653|1716|29321	0	0	0	0	0	0	0.46973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_pseudodiphtheriticum	2|201174|1760|85007|1653|1716|37637	0	0	0	0	0	0	0.22651	0	0	7.51798	0	0	5.87625	0	0	0	0	0.1756	0	0	0	35.63211	0	25.38285	0	0	0	0	0	1.45101	0.10005	0	0	0	1.2373	0	1.71506	0.40654	0	0	1.64862	0	0.96072	0	0	2.92239	1.1842	0	0	0	0	0	0	0	0.74499	0	0.50186	10.69795	0	0	0	0	0.62502	0.16456	3.86642	0	30.86787	0	0	0	4.90627	0	0.15173	15.59931	0
s__Corynebacterium_pseudogenitalium	2|201174|1760|85007|1653|1716|38303	0	0	0	0	0.67411	0	0.10657	0	0	0	0	0.5826	0	0	0	0.17073	0	0.26245	0	0.46286	0	0.18149	0	0	0.40737	0.13914	0	0.08729	0	0	0	0	0	0	0	0	0	0	0	0	0.02815	0.13875	0	0	0.90288	0	1.15774	0	0	0	0	1.18438	0	0	0	0	0	0	0	0	0.04694	0	0.13455	0	0	0	0.09513	0	0	0	0	0	0.2326	0	0
s__Corynebacterium_simulans	2|201174|1760|85007|1653|1716|146827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_striatum	2|201174|1760|85007|1653|1716|43770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Corynebacterium_tuberculostearicum	2|201174|1760|85007|1653|1716|38304	0	0	0	0	0.24827	0	0	0	0	0	0	0	0.39676	0	0	0	0	0.07149	0	0	0	0	0	0	0.07517	0	0	0.57956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0549	0	0	0	0.00855	0	0	0	0	0	0	0	0	0	0	0.11085	0	0	0	0	0	0	0	0
s__Lawsonella_clevelandensis	2|201174|1760|85007||1847725|1528099	0	0	0	0	0	0	0	0	0	0	0.01979	0	0	0	0	0.01556	0	0	0	0	0	0	0	0	0	0	0	0	3.20856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25181	0	0	0	0	0	0	0	0	0	0.10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Micrococcus_luteus	2|201174|1760|85006|1268|1269|1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08938	0	0	0	0	0	0	0	0	0	0	0
s__Rothia_aeria	2|201174|1760|85006|1268|32207|172042	0	0	0	0	0.38939	0	0	0	0	0	0	0	0	0.22215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Rothia_dentocariosa	2|201174|1760|85006|1268|32207|2047	0	0	0	0	1.24462	0.13878	0	0	0	0	0	0.19154	0	0.37638	0.22723	0.74103	0	0	0	0	0	0	0	0	0.33882	0	0	0.02172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01108	0	0	0	0	0	0	0	0	0	0.95177	0	0
s__Rothia_mucilaginosa	2|201174|1760|85006|1268|32207|43675	0	0	0.02995	4.1158	3.44196	0.37971	0	0	0	0	0	0.04204	0	1.49233	0.98891	0	0.58014	0	0	0	0	0	0	0	0.24746	0	0	0.05561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17625	0	0.00346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18559	0	0
s__Cutibacterium_acnes	2|201174|1760|85009|31957|1912216|1747	72.85208	53.42353	32.23432	4.74215	32.74792	76.81815	44.51611	17.38073	0	49.8753	21.82691	67.59443	47.85464	0	30.4883	55.6459	28.33965	7.04403	69.85441	38.78924	71.55091	10.21348	17.07122	8.34422	57.10761	63.85692	77.11546	45.25504	37.26475	10.81616	2.09864	47.83713	56.0074	53.70267	12.23254	66.04756	19.00356	7.69391	37.86107	7.35006	7.07109	69.08251	21.88752	5.27367	66.95291	24.5242	34.73786	40.26117	58.46613	32.56798	36.7573	11.54839	50.4905	53.2263	25.97621	48.70473	31.67563	4.72829	9.74544	33.6319	3.86973	92.48917	17.10148	8.32339	41.70783	65.64098	20.07461	74.5228	58.20443	25.98706	7.82288	86.53361	10.28981	68.30415	94.77526
s__Cutibacterium_avidum	2|201174|1760|85009|31957|1912216|33010	0.90945	0	0	0	0	0.40944	0	0	0	0	0	3.08944	0	0	0.73303	0.31458	0	0.01313	0	0.86364	0	0	0	0	0	0	0	0	0.47661	0	0	1.50509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05378	0	0	0	0	0	0	0	0	0.27415	0	0	0	0	0	0	0.02702	0.10982	0	0	0.37257	0	0	0	0	0	0.01542	0	0
s__Cutibacterium_granulosum	2|201174|1760|85009|31957|1912216|33011	0.79408	0	0	0	18.61942	0	1.90328	0	0	1.78729	1.85293	1.50544	6.99085	0	8.78125	0.14628	0.13617	1.63745	0	2.59217	4.45403	0.18786	0	0.04389	3.71774	4.60528	0	1.62945	0	0.4379	0	0	0	0	1.97453	2.18286	0.28957	0.2473	2.7941	0	0.35807	0.34717	2.34041	0	0	1.8401	0	0	0	0	1.26879	0.34869	0	0	1.31287	0.22217	0.39166	0	0	0	0.01486	4.33298	1.89688	0.29991	0.39398	0	2.26065	0	0	0	0.06473	0.36923	0.4016	0	0
s__Propionibacterium_humerusii	2|201174|1760|85009|31957|1912216|1050843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273	0.02159	0	0	0	0	0	0	0.07508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Propionibacterium_namnetense	2|201174|1760|85009|31957|1912216|1574624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161	0	0	0	0	0	0	0.09558	0.00436	0	0	0	0	0	0	0.77189	0	0	0	0
s__Bacteroides_dorei	2|976|200643|171549|815|816|357276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_fragilis	2|976|200643|171549|815|816|817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_ovatus	2|976|200643|171549|815|816|28116	0.06146	0	0	0.34428	0	0.11529	0	0	0	0	0	0.00512	0	0	0	0	0	0.02654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_stercoris	2|976|200643|171549|815|816|46506	0.04726	0	0	5.32266	0	0	0	0.12564	4.26371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_uniformis	2|976|200643|171549|815|816|820	0.19423	0	0.36987	1.22378	0	0.406	0	0.06699	0	0.0038	0	0.36505	0.16834	1.94873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_vulgatus	2|976|200643|171549|815|816|821	0.54564	0	0	19.58119	0.49782	0.42284	0	1.05431	17.78873	0	0	0.41424	0.37263	5.76622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_somerae	2|976|200643|171549|171551|836|322095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41504	0	0	0	0	0.04127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_sp_oral_taxon_473	2|976|200643|171549|171552|1283313|712469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0
s__Prevotella_amnii	2|976|200643|171549|171552|838|419005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_bivia	2|976|200643|171549|171552|838|28125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33986	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_buccalis	2|976|200643|171549|171552|838|28127	0	0	0	0	0	0	0	0	0	0	0.02159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33128	0	0	0	0	0
s__Prevotella_copri	2|976|200643|171549|171552|838|165179	0	0	0	9.20353	0.03136	0	0	0.63666	13.11717	0	0.04182	0	0.71338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02591	0	0	0	0	0	0	0	0
s__Prevotella_fusca	2|976|200643|171549|171552|838|589436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_histicola	2|976|200643|171549|171552|838|470565	0	0	0	0	0	0	0	0	0	0	0	0	0.07798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_intermedia	2|976|200643|171549|171552|838|28131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_melaninogenica	2|976|200643|171549|171552|838|28132	0	0	0.04198	8.02563	0	0.36051	0	0	11.8655	0	0	0	0.08123	2.24703	0.09667	0	0	0	0	0	0	0	0	0	0.05085	0	0	0	0	0	0	0	0	0	0	0	0	2.15014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06098	0	0
s__Prevotella_pallens	2|976|200643|171549|171552|838|60133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_pleuritidis	2|976|200643|171549|171552|838|407975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_timonensis	2|976|200643|171549|171552|838|386414	0	0	0	0	0	0	0	0	0	0	0.14276	0.05551	0	0	0	0	0	0.05858	0	0	0	0	0	0	0	0	0	0	1.87605	0	0	0	7.02814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_putredinis	2|976|200643|171549|171550|239759|28117	0	0	0	6.24966	0	0	0	0	1.79834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parabacteroides_merdae	2|976|200643|171549|2005525|375288|46503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Cloacibacterium_normanense	2|976|117743|200644|49546|501783|237258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01223	0	0
s__Gemella_asaccharolytica	2|1239|91061|1385||1378|502393	0.22431	0	0	0	0	0	0.05033	0	0	0	0	0	0	0	0	0.62156	0	0	0	0	0	0	0	0	0	0	0	0.08444	0	0.00588	0	0	0	0	0	0	0	0	0.57251	0	0	0	0	0	0	0	0.01256	0	0	0	0.7708	0	0.25793	0	0	0	0	0	0	0	0	0	0	0.00727	0	0	0	0	0	0	0	0	0	0	0
s__Gemella_haemolysans	2|1239|91061|1385||1378|1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17665	0	0	0	0	0	0	0	0	0	0.29119	0	0	0.08019	0	0	0	0	0	0	0	0	0	0	0	0	0.09944	0	0.49466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33469	0	0
s__Gemella_sanguinis	2|1239|91061|1385||1378|84135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11545	0	0
s__Staphylococcus_aureus	2|1239|91061|1385|90964|1279|1280	0	23.58599	33.59624	0	0	0	0	8.87143	11.82901	0	0	0	0	0	11.83118	0	31.27226	0	0	0	0	3.55608	0	0	6.73388	0	11.77152	2.13688	0	0	0	0	0	41.35841	0	0	0	0	13.27391	0	0	0	0	0	18.14407	0	0	47.31985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76223	0	0	0	6.36379	0	0	27.91295	7.28755	0	0	0	0	0
s__Staphylococcus_capitis	2|1239|91061|1385|90964|1279|29388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05017	0	0	0.23329	0	0	0	0	0	0	0.22226	0	2.90381	0	0	7.27721	0	0	0	0	0	0	4.70159	0	0	0	0	0	0	0	0.2717	0	0.32972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01975	0.02079	0	0	0	0	0	0	0.20066	0	0	0	0
s__Staphylococcus_epidermidis	2|1239|91061|1385|90964|1279|1282	0.42589	16.9097	0	0	6.50993	2.99028	0.98688	0	0	0.0307	1.42857	10.34292	10.21648	0	19.1086	11.2273	0	18.15958	0	31.33258	9.50225	1.59183	34.02261	0.24616	15.68697	7.44596	1.70788	42.59452	2.40583	9.31258	0.81758	7.32444	25.43301	4.93892	4.37614	30.37788	13.19299	1.00908	26.19827	0	4.11181	17.50329	2.9761	6.5919	10.11168	14.6246	29.41684	10.77246	24.62932	54.14144	34.11276	20.0503	13.32039	42.98814	5.17159	10.49819	8.93026	0.08723	79.45801	27.99087	0.52406	1.03359	4.22265	1.01922	3.26615	0	5.01213	6.99904	5.08903	5.66066	3.80909	3.9424	5.07013	0	0
s__Staphylococcus_haemolyticus	2|1239|91061|1385|90964|1279|1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24061	0	0	0	0	0	0	0	0	0	0	0	2.68682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_hominis	2|1239|91061|1385|90964|1279|1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_lugdunensis	2|1239|91061|1385|90964|1279|28035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56788	2.70007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
