clade_name	NCBI_tax_id	SRS149878	SRS149783	SRS149665	SRS149594	SRS149343	SRS149093	SRS148835	SRS148529	SRS148459	SRS148423	SRS148318	SRS148214	SRS148147	SRS147880	SRS147727	SRS147661	SRS147433	SRS147290	SRS147175	SRS146924	SRS146849	SRS145518	SRS144639	SRS144219	SRS143894	SRS143778	SRS143596	SRS143465	SRS143378	SRS143340	SRS143247	SRS143016	SRS142959	SRS142710	SRS142560	SRS142521	SRS142501	SRS140666	SRS140534	SRS105169	SRS104701	SRS104644	SRS104501	SRS104416	SRS104309	SRS104195	SRS104102	SRS103964	SRS103938	SRS102823	SRS101454	SRS098842	SRS098815	SRS098642	SRS098587	SRS098530	SRS098081	SRS098039	SRS097887	SRS078686	SRS078263	SRS078197	SRS077793	SRS077751	SRS077649	SRS077400	SRS077343	SRS077210	SRS077032	SRS076945	SRS076812	SRS075983	SRS075979	SRS075886	SRS075829	SRS075419	SRS065347	SRS064704	SRS064666	SRS064568	SRS064376	SRS064225	SRS063804	SRS062520	SRS062512	SRS057807	SRS057344	SRS056796	SRS056695	SRS056623	SRS056483	SRS056156	SRS055298	SRS055018	SRS054962	SRS053741	SRS052859	SRS052756	SRS052620	SRS052330	SRS051637	SRS051548	SRS051505	SRS050184	SRS049390	SRS049340	SRS049237	SRS048536	SRS047335	SRS047140	SRS046034	SRS044902	SRS044742	SRS042858	SRS042428	SRS024428	SRS024310	SRS024068	SRS023850	SRS023468	SRS023466	SRS022734	SRS022158	SRS022092	SRS021969	SRS020349	SRS019989	SRS019807	SRS019600	SRS019485	SRS019379	SRS019285	SRS019245	SRS018769	SRS018535	SRS018488	SRS017700	SRS017520	SRS017497	SRS016692	SRS016584	SRS016559	SRS016516	SRS016191	SRS016111	SRS015702	SRS015587	SRS015481	SRS015425	SRS015225	SRS015168	SRS015148	SRS015073	SRS015054	SRS014801	SRS014744	SRS014629	SRS014523	SRS014494	SRS014415	SRS014343	SRS013973	SRS013542	SRS012934	SRS012294	SRS011584	SRS011355	SRS011269	SRS011111
s__Streptococcus_infantis	2|1239|91061|186826|1300|1301|68892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02896	0	0	0	0	0	0	0	0	0	0	0.00413	0	0	0	0	0	0	0	0	0	0	0.01361	1.30173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493	0	0	1.63179	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0.03725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_mitis	2|1239|91061|186826|1300|1301|28037	0	0.00786	0	0	0.01176	0	0.05422	0	0	0	0	0	0	0.09631	0	0.01415	0.05784	0	0	0.00902	0.64447	0.02868	0	0	0	0	0	0	0	0	0	0	0.33974	0	0	0	0	2.95342	2.98591	0	0.18331	0	0.24508	0	0	0	0	0.00692	0.05083	0.00958	0	0	0.01728	0	0	0	0	0	0	0	0.0864	0.38442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402	2.17093	0	0.14295	0.04348	0	0	0	0.01441	0	0	0.03054	0.06012	0.22115	0	0	0	0	0.00596	0	0	0	0.1421	0.00767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00546	0	0	0	0	0	0	0	0	0.06302	0	0.0412	0.15045	0	0	0	0	0	0	0	0	0	0	0	0	0.17149	0.23249	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156	0	0	0.06281	0	0	0	0	0
s__Streptococcus_oralis	2|1239|91061|186826|1300|1301|1303	0	0	0	0	0	0	0.01181	0	0	0	0	0	0	0	0	0	0.0326	0	0	0	0	0.00653	0	0	0	0	0	0	0	0	0.67581	0	0	0	0.17132	0	0	0	0	0	0	0.21932	0.9735	0	0	0	0	0	0	0.00482	0	0	0	0	0	0	0	0	0	0	0	0.11438	0	0	0	0	0.00348	0	0	0	0	0	0	0	0	0	0	0	0.01777	1.23422	0.02227	0	0.06202	0	0	0	0	0	0	0	0	0.19196	0	0	0	0.19854	0.00316	0	0	0	0.13393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0.02458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02727	0	0	0	0	0	0	0	0.01502	0.00937	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_parasanguinis	2|1239|91061|186826|1300|1301|1318	0	0.02617	0	0.01503	0	0	0	0.38729	0	0	0	0	0	0	0	0	0	0.35195	0	0	0	0	0	0	0	0	0	0.04545	0	0	0	0	0	0	0	0	0	0	4.89328	0	0	0	0	0	0	0	0	0	0	0.00873	0	0	0	0	0	0	0	0	0	0.01322	0.03695	3.66706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07456	0.46559	0	0	0	0	0	0	0	0.69788	0	0	0.00714	0	0.09762	0.00967	0	0	0	0.01719	0.00924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0.85268	0	0	0	0.03552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01851	0	0.00615	0	0.10726	0	0	0	0	0
s__Streptococcus_peroris	2|1239|91061|186826|1300|1301|68891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_pneumoniae	2|1239|91061|186826|1300|1301|1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_pseudopneumoniae	2|1239|91061|186826|1300|1301|257758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_salivarius	2|1239|91061|186826|1300|1301|1304	0	0.02918	0	0.00602	0.01119	0	0	0	0.06351	0.0078	0	0	0	0	0	0	0	0.4131	0	0.01462	0	0	0	0	0	0	0	0.04452	0	0	0	0	0	0	0	0	0	0	3.63247	0	0	0	0	0	0	0	0	0	0	0.01328	0	0	0	0	0	0	0	0	0	0.04169	0.14352	3.14271	0.01726	0	0	0	0	0	0	0	0	0	0	0.00277	0	0	0	0	0	0	0	0.28167	0.55655	0	0	0	0.00119	0	0	0	0.78604	0	0	0.00169	0	0.05211	0.009	0	0	0	0.0416	0.01399	0	0	0	0	0	0	0	0	0	0.09148	0	0	0	0	0	0	0	0	0.00357	0	0	0	0	0	0	1.06897	0	0	0	0	0.05178	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15692	0	0	0	0	0
s__Streptococcus_sanguinis	2|1239|91061|186826|1300|1301|1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01048	0	0	0	0	0	0	0	0	0.74303	0	0	0	0.43111	0	0	0.18391	0	0	0	0.25199	0.87012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02553	0	0	0	0	0	0	0.07125	0	0	0	0	0	0	0	0	0	0.00354	0	0	0	0	0	0	0	0	0	0	0	0	0.0578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_A12	2|1239|91061|186826|1300|1301|1759399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_F0442	2|1239|91061|186826|1300|1301|999425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_HMSC034E03	2|1239|91061|186826|1300|1301|1739309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_HMSC067H01	2|1239|91061|186826|1300|1301|1739491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_HMSC071D03	2|1239|91061|186826|1300|1301|1739341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_HPH0090	2|1239|91061|186826|1300|1301|1203590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_M334	2|1239|91061|186826|1300|1301|563038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_thermophilus	2|1239|91061|186826|1300|1301|1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_brachy	2|1239|186801|186802|543314||35517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_infirmum	2|1239|186801|186802|543314||56774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_saphenum	2|1239|186801|186802|543314||51123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_sulci	2|1239|186801|186802|543314||143393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mogibacterium_diversum	2|1239|186801|186802|543314|86331|114527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mogibacterium_pumilum	2|1239|186801|186802|543314|86331|86332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mogibacterium_timidum	2|1239|186801|186802|543314|86331|35519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_eligens	2|1239|186801|186802|186806|1730|39485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06017	0	0	0	0	0	0	0	0	0
s__Eubacterium_hallii	2|1239|186801|186802|186806|1730|39488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02491	0	0	0	0	0	0	0	0	0
s__Eubacterium_sp_CAG_180	2|1239|186801|186802|186806|1730|1262882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_sp_CAG_251	2|1239|186801|186802|186806|1730|1262886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08863	0	0	0	0	0	0	0	0	0
s__Eubacterium_ventriosum	2|1239|186801|186802|186806|1730|39496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06126	0	0	0	0	0	0	0	0	0
s__Mageeibacillus_indolicus	2|1239|186801|186802|2304686|1637257|884684	0	6.19216	0	0	0	0	0	0	0	0	0	0.00198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49112	0	0	0	0	0	7.69866	0	0	0	0	0.5261	0	0	8.2007	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.89867	43.1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04483	0	0	0	0	0.20116
s__Blautia_obeum	2|1239|186801|186802|186803|572511|40520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01863	0	0	0	0	0	0	0	0	0
s__Blautia_wexlerae	2|1239|186801|186802|186803|572511|418240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05736	0	0	0	0	0	0	0	0	0
s__Ruminococcus_torques	2|1239|186801|186802|186803|572511|33039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07993	0	0	0	0	0	0	0	0	0
