clade_name	NCBI_tax_id	SRS149878	SRS149783	SRS149665	SRS149594	SRS149343	SRS149093	SRS148835	SRS148529	SRS148459	SRS148423	SRS148318	SRS148214	SRS148147	SRS147880	SRS147727	SRS147661	SRS147433	SRS147290	SRS147175	SRS146924	SRS146849	SRS145518	SRS144639	SRS144219	SRS143894	SRS143778	SRS143596	SRS143465	SRS143378	SRS143340	SRS143247	SRS143016	SRS142959	SRS142710	SRS142560	SRS142521	SRS142501	SRS140666	SRS140534	SRS105169	SRS104701	SRS104644	SRS104501	SRS104416	SRS104309	SRS104195	SRS104102	SRS103964	SRS103938	SRS102823	SRS101454	SRS098842	SRS098815	SRS098642	SRS098587	SRS098530	SRS098081	SRS098039	SRS097887	SRS078686	SRS078263	SRS078197	SRS077793	SRS077751	SRS077649	SRS077400	SRS077343	SRS077210	SRS077032	SRS076945	SRS076812	SRS075983	SRS075979	SRS075886	SRS075829	SRS075419	SRS065347	SRS064704	SRS064666	SRS064568	SRS064376	SRS064225	SRS063804	SRS062520	SRS062512	SRS057807	SRS057344	SRS056796	SRS056695	SRS056623	SRS056483	SRS056156	SRS055298	SRS055018	SRS054962	SRS053741	SRS052859	SRS052756	SRS052620	SRS052330	SRS051637	SRS051548	SRS051505	SRS050184	SRS049390	SRS049340	SRS049237	SRS048536	SRS047335	SRS047140	SRS046034	SRS044902	SRS044742	SRS042858	SRS042428	SRS024428	SRS024310	SRS024068	SRS023850	SRS023468	SRS023466	SRS022734	SRS022158	SRS022092	SRS021969	SRS020349	SRS019989	SRS019807	SRS019600	SRS019485	SRS019379	SRS019285	SRS019245	SRS018769	SRS018535	SRS018488	SRS017700	SRS017520	SRS017497	SRS016692	SRS016584	SRS016559	SRS016516	SRS016191	SRS016111	SRS015702	SRS015587	SRS015481	SRS015425	SRS015225	SRS015168	SRS015148	SRS015073	SRS015054	SRS014801	SRS014744	SRS014629	SRS014523	SRS014494	SRS014415	SRS014343	SRS013973	SRS013542	SRS012934	SRS012294	SRS011584	SRS011355	SRS011269	SRS011111
s__Gemella_haemolysans	2|1239|91061|1385||1378|1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02683	0	0.09149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04119	0.04078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gemella_morbillorum	2|1239|91061|1385||1378|29391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gemella_sanguinis	2|1239|91061|1385||1378|84135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85571	0	0	0	0	0	0	0	0	0	0	0.00293	0	0	0	0	0	0	0	0	0	0	0	0.58716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07518	0	0	0.92487	0	0	0	0	0	0	0	0.15913	0	0	0	0	0	0.00178	0	0	0	0.00319	0.00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_capitis	2|1239|91061|1385|90964|1279|29388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0.04115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_epidermidis	2|1239|91061|1385|90964|1279|1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03241	0	0	0	0	0	0	0	0	0	0	0.01902	0	0	0	0	0	0	0	0.11576	0	0	0.01519	0	0	0	0	0.19609	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05685	0	0	0	0	0	0	0	0
s__Staphylococcus_hominis	2|1239|91061|1385|90964|1279|1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0
s__Staphylococcus_warneri	2|1239|91061|1385|90964|1279|1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Abiotrophia_sp_HMSC24B09	2|1239|91061|186826|186827|46123|1581061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05856	0	0	0	0	0	0	0	0.02135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aerococcus_christensenii	2|1239|91061|186826|186827|1375|87541	0	3.19148	0	0	0.04202	0.04852	0	0	0	0	0	0.87702	0	0	0	0	0	0	2.26598	0.38379	0	0	3.32321	0	0.04537	0	0	0.56146	0	0.42606	0	0	0	0.2801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1715	0	0.45011	0	0	0	0	0	0	0	0	15.45498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02129	0	0	0	0	0	2.68618	0	0	0	0	0	5.92595	0	0	0	0	0	0	0	0	2.19253	0	0	0	0	0	0	0	0.08826	0.09856	0	0	0	0	0	0	0	0	0	0	0.1052	0	0	0	0	0	0	0.03491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19617	0	0	0	0	0	0.32833
s__Granulicatella_adiacens	2|1239|91061|186826|186828|117563|46124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Granulicatella_elegans	2|1239|91061|186826|186828|117563|137732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_faecalis	2|1239|91061|186826|81852|1350|1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactobacillus_coleohominis	2|1239|91061|186826|33958|1578|181675	0	0.02131	0	0.11181	0	0	0	0	0	0	0.09044	0.85671	0	0	0	0	0	0	0	0	0.27483	0.36466	0	0	0.30589	0	0	0	0	0	0.2217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28861	0	0	0	0	0	0	0	0	0	0	0.48474	0	0	0	0	0	0	0	0	0	0.67214	0	0.1757	0	0	0	0	0	0	0	0	0	0.02745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03538	0	0	0	0	0	0	0	0	0	0	0.14349	0	0	0	0	0	0	0	0	0	0.13639
s__Lactobacillus_crispatus	2|1239|91061|186826|33958|1578|47770	99.99861	0	0	97.77486	30.49072	94.91604	46.95705	0	0	0	60.98174	66.63327	97.40806	98.15819	0	96.93458	0	0	0	18.21438	1.3696	91.23405	0	0	97.316	99.83448	96.65159	0	96.96624	0	17.57423	91.65307	0	0	95.76273	93.88941	0	32.61993	0	0	99.47745	0	77.78236	0	2.67353	0	97.51207	82.94929	83.89154	98.12652	96.48156	99.72369	99.31324	98.44096	99.45574	99.72049	41.35844	56.61612	99.58458	0	98.12845	0	99.10488	100	99.70012	0	98.24018	3.70272	0	0	96.10776	76.37916	0	99.92087	100	0	95.03741	0	0	77.52643	99.87017	98.40026	0	0	91.07895	99.20945	94.72437	98.47082	98.81219	99.48728	83.16626	0	0	0.03275	0.05619	0	0	0	0	0	80.36396	99.29248	24.90306	0	0	0	56.68815	21.03565	0	99.17732	0	3.41812	54.01381	100	0	0	99.73912	0	0	0	0	0	91.10464	0	94.49399	99.10395	98.35002	0	100	98.33319	0	0	0	99.69648	0	0	99.48058	97.72914	0	0	0	100	100	99.29834	0	96.72196	98.08881	98.93158	99.9681	0	98.2982	94.83529	27.99557	94.60089	99.96172	99.69856	0	0	65.68418	23.77446	0.03866	99.72064	0	0	0	0	99.85064	0	0
s__Lactobacillus_delbrueckii	2|1239|91061|186826|33958|1578|1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactobacillus_fermentum	2|1239|91061|186826|33958|1578|1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30241	0	0	0	0	0
s__Lactobacillus_gasseri	2|1239|91061|186826|33958|1578|1596	0	0	0	0	0	2.18256	0	0.33008	0	0	2.13845	0.2271	0	0	0	0	94.88045	67.9857	0	0.35283	0.01612	0.32251	0	24.01179	0.12997	0	0	0	0	0	0	0	0	0	0	0.04423	0	0	0	97.25847	0	0	0	0	0.83103	0	0.05606	0.13367	0.18234	0	0	0	0	0	0	0	0	0.03685	0.21052	0	0	0.27108	0	0	0.12086	14.94047	0	0	0	5.20334	0	0	0.5488	0	0	50.52723	0	0	0	0	0	0	20.02771	96.34452	0	0	0.0625	0.00573	0	0	0	0	0	0	0	0	0	0	74.6077	0	0.4092	0	0	0	0.4462	0.26046	0	0	11.91432	0	1.31651	3.26366	0	0	0	89.42191	0	0	54.12816	0	0	95.08123	0.52277	0	0	0	0.00609	0	0	0	95.98444	0	0	0	0	0	0	0	0	0	50.72511	0	0	0.00581	0	0	0	0	0	2.10022	0	0	0	0	0	0	0	0	0	0	0.07194	0	0	61.63898	0	0	0	0.18606	0.07334
s__Lactobacillus_iners	2|1239|91061|186826|33958|1578|147802	0	2.35666	98.34256	0	64.1588	0	49.5823	57.29756	62.76343	59.96223	34.46024	0	0	0	68.37648	0	0	0	59.9426	54.73824	94.52066	0	0.6999	0	0	0	0	15.42214	0.06849	83.96457	74.92385	0	78.59617	6.84245	0	0.4778	24.95588	1.01207	9.98476	0	0	0.22961	0	97.11959	96.08529	96.39728	0	15.23989	14.12294	0	0	0	0	0	0	0	44.10897	39.52584	0	0.41177	0	2.54793	0	0	0	0	0.00828	91.40706	7.95898	86.58025	0	22.56565	0	0	0	0	0	69.50509	67.32765	0	0	0	0	0	3.05931	0	0	0.02989	0	0	8.73174	74.09597	95.00434	39.26057	98.20122	64.08249	10.93225	99.58206	0	0	0	0.1515	52.62997	77.50792	0	0	38.71162	71.72778	85.69091	0	0	0	40.37935	0	65.35707	0	0	0	0	2.11439	1.46799	0	0	0	5.50601	0	0	0	0	0	0	3.61106	96.70434	0.14176	98.96379	83.06991	0	0	0.06882	98.84029	0	0	0	0.01643	99.78922	0	0.48459	0	0	87.62018	1.06884	0	71.12598	0	0	0	0	46.16155	20.33661	0	99.40456	0	1.55795	0	0	0	0.10333	0	24.73392
s__Lactobacillus_jensenii	2|1239|91061|186826|33958|1578|109790	0	0	0.6135	1.50788	3.5078	2.4407	0	37.70174	37.00145	39.97629	2.06957	1.09259	2.05983	1.32253	9.01911	0.62354	0	0	0	5.67351	1.36927	7.02754	0	0	1.47233	0	1.97684	0	0.92137	0	0.79804	0	19.59873	0	0	5.34839	75.04412	0	1.22683	0	0	0	0.12418	0	0	3.11253	2.43187	0	0	1.66324	1.74849	0.27342	0.22882	1.26038	0	0.13983	13.48091	0.894	0	0	0	0	0	0	0	83.80959	1.50828	4.40257	0	0	0	0	0	0	0	0	4.82583	30.49491	31.63543	2.62538	0	0	0	0	3.18757	0.79055	2.09096	1.1674	1.18781	0	1.12931	23.5514	1.59139	0.24149	0.47839	0	0	0	0	99.37793	17.24501	0.36567	2.70451	22.00031	0	0	1.15667	1.71571	1.81813	0.63403	1.42725	0	3.58486	0	33.65496	0	0.19015	71.46997	0	0	0	0	7.3484	100	0	0	1.10668	88.8837	0	0	0	0	0	0	0	16.93009	0.51433	2.234	0	1.15971	0	0	0	0.61798	0	0	0	0.96987	0	9.78282	0.32738	3.55126	0.10318	4.14851	0	0.07725	99.99663	52.989	7.57386	0.40043	0.26154	0.12309	0	0	100	99.37723	0.04439	88.27349	0.2144
s__Lactobacillus_panis	2|1239|91061|186826|33958|1578|47493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31145	0	0	0	0	0
s__Lactobacillus_paragasseri	2|1239|91061|186826|33958|1578|2107999	0	0	0	0	0	0	0	0	0	0	0.01011	0	0	0	0	0	1.01503	4.69465	0	0.03398	0	0.01148	0	0.68068	0.04582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37455	0	0	0	0	0.05521	0	0	0.04279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00881	0	0	0	0.2008	0	0	0	0.20545	0	0	1.47296	0	0	1.36991	0	0	0	0	0	0	0.43187	3.65548	0	0	0.00622	0	0	0	0	0	0	0	0	0	0	0	2.08728	0	0.01638	0	0	0	4.76326	2.23991	0	0	0.46959	0	0.04081	0.10059	0	0	0	5.68433	0	0	0.57923	0	0	3.76069	0	0	0	0	0	0	0	0	4.01556	0	0	0	0	0	0	0	0	0	49.27489	0	0	0	0	0	0	0	0	0.06221	0	0	0	0	0	0	0	0	0	0	0.00873	0	0	0.7827	0	0	0	7.80053	0.00324
s__Lactobacillus_reuteri	2|1239|91061|186826|33958|1578|1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactobacillus_ruminis	2|1239|91061|186826|33958|1578|1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00635	0	0	0	0	0	0	0	0	0
s__Lactobacillus_vaginalis	2|1239|91061|186826|33958|1578|1633	0	0	0	0	0.01632	0	0.19137	0	0	0	0.14421	0	0	0	0.05367	0	0	0	0	0.04044	0	0.03312	0	0	0	0	0	0	0	0	0	0	0	0	0.1216	0.02274	0	0	0	0	0	0	0	0.1236	0	0.0429	0	0.01043	0.0096	0	0	0	0	0	0	0	0.13117	0.04906	0	0	0	0.00082	0	0	0	0	0	0	0	0	3.54234	0.22505	0	0.01627	0	0	0	0	0	0	0.03088	0	0	0	0	0	0	0.00235	0	0	0	0	0.28625	0.00629	0.01898	0	0	0	0	0.59482	0.05967	0	0	0.09871	0	0	0	0.01404	0.06074	0	0	0.01554	0.06501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00416	0	0	0	0	0	0	0	0	0	0	0	0	0.01448	0.00873	0	0	0	0.02326	0	0	0	0	0	0.15543	0	0	0	0	0	0.00163	0.80929	0
s__Lactococcus_lactis	2|1239|91061|186826|1300|1357|1358	0	0	0	0	0	0.03971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_agalactiae	2|1239|91061|186826|1300|1301|1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60002	0	0.55666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30851	0	0	0	0	0
s__Streptococcus_anginosus_group	2|1239|91061|186826|1300|1301|671232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74055	0
s__Streptococcus_australis	2|1239|91061|186826|1300|1301|113107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_cristatus	2|1239|91061|186826|1300|1301|45634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_gordonii	2|1239|91061|186826|1300|1301|1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
