clade_name	NCBI_tax_id	SRS150038	SRS149973	SRS149696	SRS149647	SRS149585	SRS149492	SRS149334	SRS149286	SRS149237	SRS149190	SRS149084	SRS148979	SRS148826	SRS148777	SRS148730	SRS148520	SRS148414	SRS148367	SRS148287	SRS148262	SRS148205	SRS148193	SRS148100	SRS147937	SRS147871	SRS147745	SRS147718	SRS147670	SRS147547	SRS147442	SRS147386	SRS147338	SRS147281	SRS147184	SRS147128	SRS147106	SRS147057	SRS146878	SRS146866	SRS146830	SRS146797	SRS146750	SRS145509	SRS144765	SRS144707	SRS144621	SRS144427	SRS144402	SRS144306	SRS144237	SRS144144	SRS144121	SRS144096	SRS144026	SRS144000	SRS143885	SRS143872	SRS143759	SRS143684	SRS143409	SRS143360	SRS143141	SRS143094	SRS142940	SRS142907	SRS142664	SRS142608	SRS142551	SRS142483	SRS140657	SRS105148	SRS105121	SRS105074	SRS104968	SRS104921	SRS104842	SRS104711	SRS104653	SRS104368	SRS104320	SRS104291	SRS104177	SRS104093	SRS104045	SRS103983	SRS102814	SRS101445	SRS101388	SRS101280	SRS100033	SRS098860	SRS098735	SRS098624	SRS098567	SRS098482	SRS098071	SRS098057	SRS097972	SRS097918	SRS097907	SRS079308	SRS078738	SRS078677	SRS078431	SRS078254	SRS078223	SRS078003	SRS077922	SRS077861	SRS077639	SRS077549	SRS077520	SRS077447	SRS077390	SRS077245	SRS077104	SRS077022	SRS076926	SRS076874	SRS076821	SRS076770	SRS075993	SRS075959	SRS075876	SRS075819	SRS075771	SRS075445	SRS075410	SRS075353	SRS075090	SRS075033	SRS074976	SRS074682	SRS074598	SRS065542	SRS065310	SRS065099	SRS064937	SRS064493	SRS064449	SRS064329	SRS064260	SRS064219	SRS064158	SRS063999	SRS063603	SRS063485	SRS063246	SRS062931	SRS058808	SRS058730	SRS058261	SRS058053	SRS057886	SRS057619	SRS057490	SRS056951	SRS056537	SRS056447	SRS056113	SRS056090	SRS055450	SRS055401	SRS055378	SRS054995	SRS054653	SRS054430	SRS054196	SRS053917	SRS053895	SRS053630	SRS053584	SRS052876	SRS052604	SRS052095	SRS052061	SRS051941	SRS051930	SRS051378	SRS051244	SRS051228	SRS050799	SRS049392	SRS049318	SRS049268	SRS047634	SRS047590	SRS047265	SRS047126	SRS047113	SRS047100	SRS045763	SRS045588	SRS045313	SRS045197	SRS045015	SRS044448	SRS044366	SRS044230	SRS043867	SRS043772	SRS043755	SRS043729	SRS043454	SRS043083	SRS043018	SRS042984	SRS042307	SRS024649	SRS024561	SRS024504	SRS024355	SRS024289	SRS024144	SRS024119	SRS024087	SRS024021	SRS023964	SRS023841	SRS023538	SRS023358	SRS022980	SRS022883	SRS022725	SRS022536	SRS022281	SRS022149	SRS022083	SRS021960	SRS021477	SRS020862	SRS020406	SRS020340	SRS020283	SRS019980	SRS019906	SRS019798	SRS019591	SRS019494	SRS019443	SRS019387	SRS019360	SRS019333	SRS019276	SRS019225	SRS019176	SRS019128	SRS019077	SRS019028	SRS018975	SRS018929	SRS018826	SRS018802	SRS018778	SRS018750	SRS018691	SRS018665	SRS018616	SRS018602	SRS018573	SRS018513	SRS018479	SRS018394	SRS018337	SRS018157	SRS018061	SRS017788	SRS017757	SRS017634	SRS017445	SRS017387	SRS017330	SRS017304	SRS017227	SRS017088	SRS017025	SRS016876	SRS016665	SRS016474	SRS016393	SRS016331	SRS016200	SRS016139	SRS016092	SRS016071	SRS016043	SRS015989	SRS015947	SRS015899	SRS015803	SRS015755	SRS015692	SRS015650	SRS015596	SRS015574	SRS015470	SRS015440	SRS015378	SRS015308	SRS015278	SRS015215	SRS015158	SRS015128	SRS015063	SRS015044	SRS014941	SRS014894	SRS014690	SRS014578	SRS014524	SRS014476	SRS014402	SRS013949	SRS013938	SRS013836	SRS013663	SRS013533	SRS013252	SRS012989	SRS012922	SRS011343	SRS011255	SRS011152	SRS011126	SRS011098
s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0	0	0	0.04768	0.02977	0	0.2198	0.03937	0.6145	0.08176	8.58244	0.33993	2.66162	4.86372	0.88554	1.9598	1.11677	1.66219	8.00019	7.33756	0.89013	2.04876	0	0.11108	6.87159	0	0	0.18763	0.1283	0.09318	0.41837	0.19568	0.00563	0	0.17496	2.52444	2.00307	2.24455	0.5034	0.59936	3.26985	0.05042	6.7002	23.47663	0.95922	1.02663	11.98899	7.67518	0.58446	6.55082	0.30752	12.14439	9.37374	1.63704	2.1125	2.66236	0	2.82683	1.26925	4.0973	6.14638	0.27544	0.00911	0	0	1.69101	0.46244	3.74773	0.0472	0.21	0.02349	0.01778	0	20.03302	5.93788	2.11255	0	0.18236	0.01337	5.59381	0.07537	0	18.44639	0.45431	0.57636	0.2312	2.68014	4.5537	9.29008	3.9121	12.31583	3.33524	1.08076	10.07003	6.79362	0.54098	0.38169	0.06666	1.91929	0.05121	0.03086	1.27472	5.08536	9.6359	0.00619	2.89541	5.08026	0.37437	3.35402	9.77739	5.60507	1.05622	1.542	0.77666	0.3431	18.39407	0.00606	3.85913	1.8461	0	0.53479	18.15312	1.80405	0.26924	8.76842	1.54441	2.74181	1.33087	0.12297	25.24259	0.06625	0	0.05393	23.14812	0.17921	4.42227	0.54633	0.33419	0	13.18424	0	0.82603	1.43537	22.71398	1.4618	2.27375	0.3083	0.88946	1.23814	1.23994	0.05299	0.49875	5.11593	0.26451	8.7859	1.27828	0.06782	0.68687	0.00437	0	0.08259	0.02555	0.03736	1.51983	0	21.4017	0.01304	0.02694	0.07735	1.40131	0	3.14723	0.43328	0.34034	1.46084	4.53829	0.09253	2.08863	0.00766	0.29116	1.05156	0.10308	5.62619	0.03832	2.78842	2.95188	0	0	6.51665	0.80164	0.49394	0.96323	0.25554	0.07862	1.31955	4.21377	3.52889	0.43773	0.0178	0.7314	0.87734	6.98461	0.02333	1.78544	0.10325	0.80717	0.94811	0.03196	1.23185	0.83405	0.53892	0.33658	0.6283	0.6546	0.37865	0.24746	0.53414	0.58772	2.83961	4.44847	0.4548	4.89415	3.40789	1.03457	1.92911	9.4432	2.46515	0.29113	2.87213	1.72914	0	0.57694	0.00336	2.3466	1.74837	0	6.49308	3.50729	0	0	1.67601	7.0738	5.38376	0.79135	2.88738	0	3.32055	0.00904	0	11.94063	0.41817	0.2045	1.42679	0.82557	12.27073	0	6.90344	0.00437	7.67629	4.3412	11.82666	17.00723	0.09823	0	3.83875	0.5493	0.56386	0.70124	4.49689	0.68038	8.7511	0	1.85394	2.55904	0.01852	0.55329	2.73378	0.19007	0.50124	1.41829	0	1.27316	0	0.00559	22.08508	9.28607	0.59517	0	10.15785	0.1896	7.07362	4.9922	0	2.78491	1.86173	0.77299	1.30944	0.25721	2.9687	1.58099	0.67107	0.34543	8.1883	0.01168	1.45009	0	3.12025	0.00173	0.59814	0.3038	0.14629	0	4.35074	0.45568	0.41936	0.99269	1.30187	0.00388	0	2.2054	2.43861	2.1998	0.42784	0.50971	0.92038
s__Actinomyces_cardiffensis	2|201174|1760|2037|2049|1654|181487	0	0	0	0	0	0	0	0.01524	0	0	0	0	0	0	0.04844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_denticolens	2|201174|1760|2037|2049|1654|52767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0.00359	0	0	0	0	0	0	0	0.00574	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0.00722	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072
s__Actinomyces_georgiae	2|201174|1760|2037|2049|1654|52768	0	0.00989	0	0	0.00281	0.06122	0.01518	0.05392	0.05635	0	0.07237	0.16236	0	0.00059	0.0417	0	0.00385	0.00647	0	0.00636	0.05718	0.008	0	0	0.0239	0.00078	0.00527	0.22099	0.07256	0.01766	0.09438	0	0.03177	0.00405	0.04016	0.04807	0.03126	0.08236	0.00344	0.0046	0.068	0.00993	0.00969	0	0	0.06599	0.0187	0.00977	0	0.06446	0	0.10609	0.07561	0.08822	0.13197	0.02462	0.04137	0.15201	0.21205	0	0.25158	0	0.03733	0	0.06857	0.00151	0.38292	0.02885	0.01176	0	0.03339	0.02654	0.07719	0.02847	0.01852	0.09757	0.00313	0.03989	0.00295	0.02742	0.22159	0.12584	0.02702	0	0.04277	0.11963	0.06676	0.15028	0.18391	0.02042	0.13415	0.13634	0.03505	0.18883	0.2057	0.00907	0.00694	0.00619	0.00067	0.16267	0.00695	0.00114	0.03514	0.01299	0	0.07287	0.30258	0.2339	0.13832	0.01509	0.00223	0.38109	0.01739	0.1249	0.2047	0.06646	0.11111	0.01126	0.10289	0.11497	0.07278	0	0.01399	0	0.04381	0.07311	0	0	0.01006	0.01307	0.00751	0.00152	0.00336	0.00076	0.02678	0.11374	0.06735	0.00823	0	0.00581	0	0.05218	0	0.00641	0.04553	0.01614	0.01297	0.03296	0.00728	0	0.00074	0.02166	0.01814	0.02021	0	0.00685	0.00674	0.17206	0.02532	0.02425	0.00093	0.00033	0.0025	0.0199	0	0.0669	0	0.2102	0	0	0	0.00221	0	0	0.03479	0.12416	0.03644	0.01568	0.01976	0.15805	0	0.02105	0.06213	0.00438	0.05128	0	0	0	0.03256	0.02083	0.00429	0.1319	0.00287	0	0.00279	0.01035	0.13413	0.13487	0.01255	0.15179	0.00179	0	0.03368	0.0114	0.01288	0.02226	0.00821	0	0.0727	0.05595	0.10355	0.02748	0	0	0.09529	0.05327	0.01105	0.01173	0	0.02461	0.00742	0.04011	0.13106	0.00307	0.08574	0.38092	0.03854	0	0.02587	0.02863	0	0.04311	0.05903	0.02033	0.0176	0.06613	0.02108	0	0	0	0	0.10233	0.09683	0.06989	0.0078	0.0377	0.02298	0	0	0.07739	0.1404	0.00047	0.00452	0	0.01874	0.03071	0.00726	0	0.02731	0.01664	0.17896	0.32235	0.00685	0.00258	0	0	0.0275	0.03985	0.11404	0.00205	0	0	0.00162	0.00603	0	0.00238	0.04648	0.42152	0.08853	0.07938	0.0077	0.01891	0.0152	0	0.01104	0.00261	0	0	0.00352	0	0.00491	0.05293	0	0.0904	0.26476	0	0	0	0.03385	0.01323	0.00133	0.00889	0.02638	0.015	0.00233	0.01282	0.01888	0	0.00479	0.01058	0.1024	0.00539	0.00254	0	0.00873	0.06159	0.09925	0.2432	0.16943	0	0.02561	0.00168	0.07202	0.0241	0
s__Actinomyces_graevenitzii	2|201174|1760|2037|2049|1654|55565	0	0	0	0	0	0	0.21636	0.04683	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	5e-05	0	0	0	0	0	0	0	0.0096	0	0	0	0	0.00035	0	0	0	0	0	0	0	0.00059	0	0	0.00045	0.0554	0	0.02577	0.01829	0	0	0.00064	0	0	0	0	0	0	0	0	0.00182	0	0	0	0	0	0	0	0	0	0	0.00155	0.00173	0	0	0	0.01867	0	0	0	0.00157	0	0.00051	0	0	0	0.03014	0	0	0	0	0.00498	0	0	0.00057	0.00023	0.0005	0.00277	0.00072	0.00011	0	0	0	0	0	0.00017	0	0.00445	0	0	0.00279	0	0.00061	0	0	0	0	0	0	0	0.0003	0.00558	0	0	0.00179	0	0	0.00057	0	0	0	0	0	0	0	0	1.52962	0	0	0	0	0	0.00084	0.01654	0	0	0.00104	0	0	0	0.00539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0	0	0.00384	0	0	0	0	0	0	0	0	0	4e-05	0	0	0	0	0	0	2.22809	0	0	0	0	0.01712	0	0	0.00019	0	0	0	0	0	0	0	0	0	0.00367	0.00076	0	0	0.00015	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0	0	0.00099	0	0.00093	0	0	0	0	0	0.00178	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0.00466	0	0	0	7e-05	0.00271	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0
s__Actinomyces_hongkongensis	2|201174|1760|2037|2049|1654|178339	0	0	0	0	0	0.11144	0	0	0.07727	0	0	0.54848	0.00464	0.00015	0.07721	0	0.00422	0.00368	0.00606	0.06058	0.1286	0.02229	0	0	0.06624	0.04296	0.05481	0.06645	0.14005	0.01771	0.45483	0	0.02835	0.00768	0.05441	0.16379	0.07766	0.21727	0.00537	0.00912	0	0.0153	0.01635	0.00354	0	0.07478	0.02766	0.01078	0	8e-05	0	0.30727	0.25696	0.41158	0.48847	0.05016	0.05413	0.08233	0.24782	0	0	0.00465	0.15102	0	0.11648	0.00527	0	0.10744	0.03918	0	0.00465	0.00477	0.16291	0	0.04557	0.20455	0.01652	0.06689	0.00553	0.09938	0.44663	0.50045	0.04907	0	0.03912	0.14096	0.07221	0.13933	0.1852	0.04601	0.13936	0.14771	0.20841	0.62652	0.64814	0	0	0.01479	0.00514	0.09771	0.02902	0.00649	0.02247	0	0	0.04959	0.1677	0.62916	8e-05	0.01963	0.02597	0.25087	0.0257	0.36492	0.2079	0.03478	0.12363	0.01038	0.33066	0.19466	0.03889	0	0.00442	0	0.13762	0.1169	0	0	0.00269	0	0.00535	0.00497	0.02868	0.012	0.00226	0.0176	0.46629	0.04556	0	0.00166	0	0.16253	0	0	0.007	0.06302	0.00745	0.10033	0.01115	0	0.00058	0.01176	0.01693	0.0132	0	0.01676	0	0.39644	0.1327	0.05248	0	0.02052	0.00946	0.08952	0	0.1341	0	0.32589	0	0	0	0	0	0	0.14101	0.08406	0.06618	0.07004	0.07235	0.16252	0	0.02155	0.0275	0.01163	0.04824	0	0	0	0.09708	0.042	0.03099	0.05383	0.01693	0	0	0.01544	0.22694	0.01705	0.02772	0.0388	0.00341	0.00449	0.01196	0.00697	0.02303	0.01486	0.01391	0	0.0455	0.10591	0.33509	0.05401	0	0	0.32088	0.1937	0.04448	0.01506	0	0	0.01712	0.05161	0.30444	0.00203	0.18036	0.01886	0.02793	0	0.05113	0.07155	0.00762	0.01745	0.15249	0	0.07023	0.06105	0.0709	0	0	0	0.01195	0.00261	0.00763	0.14467	0.04714	0.03725	0.04738	0	9e-05	0.36203	0	0.00918	0	0	0.05844	0.0844	0.03714	0	0	0	0.35446	0.57342	0.00369	0.00612	0	0	0.02726	0.03668	0.19863	0.00591	0	0	0	0.01274	0	0	0.02367	1.03821	0.09985	0	0.01057	0.02676	0.01521	0	0.03368	0.00989	0	0	0.03325	0	0.01668	0.16343	0	0.03582	0.17887	0	0	0	0.07996	0.03928	0.0386	0.00689	0.08675	0.00604	0.01253	0.01601	0.01815	0	0	0.00114	0.05204	0.02385	0.00653	0	0.0299	0.0304	0.05132	0.6302	0	0	0.0851	0	0.23716	0.06106	0
s__Actinomyces_johnsonii	2|201174|1760|2037|2049|1654|544581	0	0	0.05388	0.07789	0	0	0.03045	0.00042	0.13168	0.01062	0.46556	0.30322	0.3095	0.03241	0.00561	3.79106	0	0.07141	0.17825	0.16875	1.66178	0.10794	0.02819	0.01028	0.66872	0.00586	0.01735	0	2.19427	0.06035	0.04513	0.01669	0.05596	0.09714	1.10697	0.26774	0.16445	2.18357	0.01625	0.02752	0.1942	0	0.71009	0.31171	0.89673	0.13375	0.01509	0.00455	0.03943	0.9252	0	0.50541	0.42699	0.10374	0.11304	2.34785	0.06947	0.74969	2.82634	0	0.09321	0.0069	0.0279	0	4.28047	0.97458	2.63822	0.75348	0.70751	0	1.66886	1.64679	0.51012	0.71563	2.74455	0.54925	0.54489	0.31973	0	0.00495	2.94312	0.07322	0.49493	0.01768	0.19411	0.75552	0.09407	0.50407	1.33935	0	0.16462	1.00115	0.46898	1.98537	0.03141	0.02914	0.06611	0.03333	0.0205	0.10275	0.05643	0.00148	1.11672	0.53199	0.00491	0.04727	0.07049	2.31957	0	0.8447	0.17617	1.39823	0.15323	1.29391	0.82349	0.31698	0.44349	1.68807	1.65523	4.81875	0.77718	0.23571	1.31252	0.00946	0.70006	0	0	0.00144	0.02163	0.34282	0	0.20507	0.01609	0.10776	0.17603	0.04879	1.11231	0.10532	0.00161	0.87287	0.01436	0.91387	0	1.07116	0.20015	0.22518	0.10806	0.02291	0.91667	0.04306	0.10598	1.04274	0.15241	0.24648	0.3472	0.00197	0.06125	1.11639	0	0	0	0.08885	0.02952	1.60726	0.00682	1.74514	0.02313	0.13676	0.4237	0.04513	0.00464	0.06969	0.9113	1.38075	1.19192	0	1.11607	0.25846	0	0.09523	0.42853	0.841	0.46752	0.0163	0.19337	0.4867	0.06616	0.33519	0.16298	0.20464	0.03661	1.24221	0.13812	0	0.16382	3.03899	1.32254	0.09098	0.00811	0.10291	0.15691	0.43255	0.00672	0.1846	0.05192	0.22371	0.01443	0.00479	0	0.3179	2.26268	0.81506	9.55416	0.23136	0.97082	0.68707	0.04718	0.1144	0.27686	0.00225	0.11028	2.20523	2.69674	0.22176	1.30403	0.7593	0.51238	0.24798	0.00504	0.327	0	0.11395	0.02241	0.07995	0.11905	0.06314	2.58517	0.68108	5.27926	0.04508	0.86782	0.42787	0.38194	1.11177	0.17495	1.23728	0.55715	0.23086	0	0.42178	0.00232	0.42419	0	0	0	1.38877	0	0.01471	0.33738	0.24762	1.26319	1.83934	0.4361	0.17028	0.48779	0.18567	0.00763	0.01483	0.89116	0.24342	0.16313	0	1.185	0.17559	0	0.0233	0.84999	0	4.96816	2.38914	1.45648	0.09264	0.00531	0.03701	0.12221	0.0688	0.04646	0.00381	0	0	0.03562	0.06767	0.00202	0.31301	0.85034	1.21512	1.47166	0	0.38561	0.31942	1.33954	0.18641	0.32705	1.52991	0.12306	0.28524	2.72674	0	0.22485	0.07361	1.87601	0.0162	0.75098	0	0.41283	0.15447	0.48343	0.63128	0.01172	0	0.0092	1.90685	0.19704	0.27406	0.08311
s__Actinomyces_massiliensis	2|201174|1760|2037|2049|1654|461393	0	0.51334	0.16376	0.84544	0.30003	0.01388	1.16966	2.0454	10.5137	3.94153	0.73065	2.52417	3.28933	1.5591	5.62166	0.58496	4.21457	0.90774	3.03597	2.70086	2.7293	0.17039	0	6.08953	5.70764	3.93115	4.75228	0.13888	0.79539	0.54273	2.18905	0.49664	2.79526	0.1976	0.74023	2.48103	10.12341	1.77377	0	8e-05	3.61119	0.19026	0.26933	1.8727	1.59089	0.36789	5.02164	3.27014	0.8606	1.01426	0.32523	4.09887	3.18097	4.32992	5.31394	2.23882	4.61028	7.47173	4.6952	0.76709	0.93868	1.57567	0.63003	0	2.57275	0.40786	7.49507	1.47769	0.2944	0.18089	0.16915	0.15893	4.16894	0.48533	4.16808	1.97328	1.39346	0.56805	0.11834	2.39964	2.63276	3.34756	2.38106	0.93777	1.64753	1.02808	3.30786	1.24821	1.79472	0.26652	0.63085	5.98163	1.73074	1.9195	1.56331	2.61676	0.09283	2.05637	1.22097	6.1586	0.47018	0.06745	5.16531	0.81613	0.00476	4.8597	0.08576	2.80088	5.03364	0.26285	9.17122	1.70345	11.78304	6.78357	1.25282	2.65239	1.98991	3.86651	6.18048	2.76764	2.59133	3.38284	2.48246	0.9456	0.93689	5.6303	1.31459	0.66927	0.11818	1.73043	1.39865	6.33982	10.87065	1.47528	2.06523	2.58181	2.83859	4.74038	0.17475	1.20556	0.0004	0.5212	0	1.85381	0.79303	0.41421	0.68426	1.86016	0.97593	0.00358	0.02331	5.32997	1.06467	3.84148	2.24966	1.07078	0.60309	3.63555	0.31988	0.1144	0.09636	0.41035	0.09106	0.57341	0.14318	8.65098	0.57499	4.85362	0.15768	0.48232	0.10636	0.65003	0.52848	0.05559	0.80854	0.7803	0.7303	1.63054	0.20589	1.0711	4.79145	3.17247	2.85419	0.03243	2.20601	0.14222	0.81166	0.11316	2.60495	0.33503	4.09262	4.19848	6.45432	0	2.45784	8.372	2.04046	1.11983	5.01309	1.48439	0.70587	2.50769	1.44081	0.41708	0.17544	2.08466	3.61601	0.13074	0.7024	0.64785	1.40513	0.70538	2.90184	0.28668	1.05137	0.63943	0.43356	0.14807	0.27124	1.4465	0.20428	0.38465	1.77242	0.31413	2.97014	1.50547	4.23485	3.92783	2.4158	1.11008	1.12328	1.36774	0.70555	0.33477	0.95251	0.1585	2.16413	0.77892	3.58042	0.17827	2.6667	2.45392	2.17912	2.01885	2.41714	1.64845	0.91108	1.51704	0	3.22924	0.86428	0.43252	1.14463	0.67658	0.60602	1.65415	0.37419	0.38559	3.31206	2.17112	1.23658	1.81148	1.04647	0.27083	0.85847	3.70019	0.42186	0.53488	2.74059	0.95435	0.0982	0.91953	1.83031	0.9618	0	1.71493	1.64628	1.89378	2.34964	2.93838	1.87223	0.83687	3.18722	0.07234	9.84961	5.06852	1.03422	0.50363	2.05037	0.10626	1.16335	1.40119	0.01107	7.0469	1.42344	3.73567	6.03638	3.05853	2.80393	1.63292	1.02631	3.50516	3.33845	1.79791	0.91763	0.09517	1.23563	0.00048	1.35061	0.97785	1.30633	0.82553	1.29053	0.20343	0.25524	0.2929	0.53864	2.03736	2.70442	0.68553	1.86066	5.30073	1.88812	1.03788	0.68468
s__Actinomyces_meyeri	2|201174|1760|2037|2049|1654|52773	0	0	0	0	0.18518	0	0	0	0	0.0118	0	0	0	0	0	0	0	0	0	0	0.17649	0.00963	0	0	0	0	0	0	0	0	0.039	0	0.15616	0	0	0.00236	0.00412	0	0	0	0.03383	0.0003	0	0.03521	0.28611	0.04665	0	0	0.00072	0	0	0.07208	0.04434	0	0	0.03326	0	0	0.09404	0	0	0	0	0	0	0	0	0.12449	0	0	0	0	0	0	0	0.02829	0	0	0	0	0.00014	0	0	0.00277	0.02691	0.0044	0.07394	0.02546	0	0	0	0.00034	0.05135	0.13258	0	0	0	0.00708	0.03857	0.00029	0	0	0.01275	0	0	0.04911	0	0	0	0.02944	0	0.00019	0.00712	0.00553	0	0	0	0.00132	0.01584	0.00436	0.05033	0.01367	0	0	0.09394	0	0	0	0	0.00215	0	0	0	0	0.05869	0	0.01297	0.03732	0.05048	0	0	0	0	0	0.11844	0.01791	0	0.00633	0.00902	0	0	0.04122	0.01357	0.03103	0	0	0	0.00891	0.13532	0.00781	0	0	0.07763	0.00841	0	0.02677	0.0868	0	0	0	0	0.06064	0	0	0	0.05292	0	0	0.07302	0.09964	0	0.00172	0	0	0.02424	0.01834	0	0	0	0.16808	0	0	0	0	0.05127	0	0	0	0	0	0	0	0	0	0.18879	0.20001	0	0	0	0.07439	0	0	0	0	0	0	0	0.1892	0	0	0	0	0	0	0.0309	0.16747	0	0	0	0.04538	0	0	0	0	0	0	0	0	0	0	0	0.12396	0.12847	0	0	0	0.05457	0	0	0	0	0.00236	0.10308	0.06444	0	0	0	0	0.13992	0.09603	0	0	0.01164	0	0.03304	0	0	0	0.08077	0	0.45785	0.0015	0	0.02455	0	0.01766	0.02145	0	0.03921	0	0	0.05579	0	0	0	0	0	0.02157	0	0.1256	0.00754	0.15237	0.00113	0.05977	0	0	0	0	0	0	0	0.03744	0.03462	0.01712	0.00863	0.03796	0.07204	0	0.06061	0	0.07147	0	0.01087	0	0	0	0.06593	0.00407	0	0	0	0.02756	0	0.11043	0.02336
