clade_name	NCBI_tax_id	SRS149184	SRS149078	SRS148771	SRS142545	SRS077441	SRS077239	SRS076764	SRS075765	SRS057791	SRS057539	SRS056323	SRS055426	SRS054687	SRS053854	SRS052227	SRS050244	SRS049389	SRS047824	SRS044373	SRS043663	SRS042643	SRS023352	SRS022719	SRS022530	SRS022143	SRS020334	SRS019974	SRS019607	SRS019389	SRS019219	SRS018791	SRS018739	SRS018591	SRS017808	SRS017713	SRS017533	SRS016529	SRS016501	SRS016319	SRS016225	SRS016086	SRS016037	SRS016002	SRS015941	SRS015893	SRS015762	SRS015644	SRS015537	SRS015434	SRS015395	SRS015272	SRS015209	SRS015038	SRS014888	SRS014684	SRS014573	SRS014470	SRS014271	SRS014124	SRS013879	SRS013502	SRS013234	SRS013164	SRS012279	SRS011243	SRS011140
g__Atopobium	2|201174|84998|84999|1643824|1380	0.5927	0.22962	0.71102	0.04022	0.00407	0.15467	0.31407	0.73874	0.6601	0.26952	0.70075	0.21119	0.09682	0.32206	0.11946	0.42533	0.07261	0.64477	0.09799	0.06584	0.61945	0.89487	0.02706	0.01206	0.53799	0.60957	0.66441	0.19488	0.05511	0.58762	0.42832	0.44698	0.57099	0.35559	0.12878	0.0891	0.06418	0.07946	0.51013	0.06125	0.20571	0.0541	0.03577	0.50944	0.29217	0.21538	0.11481	0.84992	0.29362	0.11455	0.71185	1.3916	0.35258	0.03263	0.25615	0.1623	0.86145	0.30138	0.06319	0.00912	0.1549	0.19992	0.06332	0.37242	0.01608	0.04939
g__Olsenella	2|201174|84998|84999|1643824|133925	0	0	0	0	0	0	0	0	0	0	0	0.01274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Slackia	2|201174|84998|1643822|1643826|84108	0.00225	0	0	0	0	0	0	0.01244	0	0.00071	0	0	0	0	0	0.00015	0	0	0	0	0.00058	0	0	0	0.00023	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0.00121	0	0	0	0	0	0	0	0
g__Bacteroidetes_unclassified	2|976||||	0.00289	0	0	0.01414	0	0	0	0	0	0	0	0.04125	0	0	0	0	0.01907	0	0	0.00366	0	0.00174	0.04126	0	0	0	0	0	0	0	0	0	0	0.03007	0.01561	0.02698	0.05604	0.0515	0.00313	0	0.0017	0.00886	0	0	0	0.00563	0.00055	0	0	0	0	0	0	0.00329	0	0.00806	0	0.0181	0	0	0	0.03226	0.01014	0	0.00017	0.01331
g__Bacteroides	2|976|200643|171549|815|816	0.00713	0	0	0	0	0.00695	0.00477	0.00473	0	0	0	0.00892	0	0	0	0	0	0	0	0	0	4e-05	0.00093	0.0036	0	0	0.00076	0	0	0	0	0	0	0.00831	0.00482	0	0	0	0.05645	0	0	0	0	0	0	0	0	0	0	0	0.00049	0.01602	0	0	0	0	0	0	0	0	0.05933	0.00232	0	0	0.00206	0.00174
g__Barnesiella	2|976|200643|171549|2005519|397864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Odoribacter	2|976|200643|171549|1853231|283168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0
g__Porphyromonas	2|976|200643|171549|171551|836	0.02294	0.5508	0.05656	3.7976	4.69652	2.78149	0.39096	0	0.07581	0.01378	0.07382	2.40658	1.06914	0.00662	9.30976	2.93932	8.42271	0.08449	0.5818	0.53721	0.17512	0.02781	4.49926	4.63431	0.23816	0.03472	0.32499	0.22886	0.84043	0.02132	0	1.87551	0.00171	0.62509	0.18774	1.89126	0.09851	0.09302	0.08472	10.72011	0	7.73184	1.52419	0.51895	0.08004	7.56074	0.11012	0.01317	4.71098	0.00845	0	0.02012	0.01646	5.76599	0.0303	2.10658	0.14015	1.3047	1.05476	8.92134	0.23746	0.04411	16.27817	2.19502	1.42213	1.39357
g__Alloprevotella	2|976|200643|171549|171552|1283313	0.09073	0.08866	0.01451	0.03872	0	0	0.01061	0.44967	0.0121	0.01378	0.00067	0.17213	0.00921	0.13461	0.71035	0.9974	0.453	0.30328	0.0029	0.00091	0.10168	0.01449	0.08672	0.01367	1.26393	0.0305	0.00505	0.19694	0.00351	0.05442	0	2.17419	0.00462	0.11894	0.02551	0.23716	0.00275	0.00326	0.00116	0.17348	0.00616	0.05579	0.00682	0.029	5e-05	0.77392	0.00111	0	0.21078	0.0108	0.23168	0.0914	0.00322	0.08212	0.01931	0.01777	0.05167	0.5347	0	0.15213	0.04224	0	0.39333	0.3256	0	0.01651
g__Prevotella	2|976|200643|171549|171552|838	18.53337	11.98022	15.21762	11.61398	1.35793	12.2587	19.16242	18.86223	14.71252	12.22901	14.64542	9.57076	5.3736	15.14573	16.31047	10.44446	3.60276	16.5441	14.34452	25.08255	19.3648	27.29226	1.32114	3.13087	21.32402	13.96275	15.96683	16.84913	10.78337	23.35412	38.6374	16.31401	24.37399	18.49767	5.21537	6.07612	0.79268	0.85276	8.34968	8.84186	7.17321	3.49943	4.99802	9.07165	15.79171	17.58519	3.2078	4.70105	6.23739	3.71732	12.10482	22.36259	18.77866	1.44888	16.45743	5.87585	23.88266	27.11699	3.79693	4.76176	6.53737	8.54525	5.18783	16.74691	2.9803	2.97547
g__Alistipes	2|976|200643|171549|171550|239759	0.00232	0	0	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0.00087	0	0	0	0	0	0	0	0	0.01201	0	0	0	0	0
g__Parabacteroides	2|976|200643|171549|2005525|375288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Tannerella	2|976|200643|171549|2005525|195950	0.00219	0.02575	0	0.05706	0.00443	0.0359	0	0	0.00192	0.01302	0	0.37458	0.02185	0	0.02643	1.63252	0.19193	1.04181	0.0037	0	1.19744	0.02517	0.03205	0.01722	2.0017	0.00228	0.00843	0.00183	0.00013	0.00464	0	2.32489	0	0.02902	0.01309	0.00877	0.00099	0.00078	0.02458	0.0255	0	0.00351	0.00376	0.00339	0.61622	0.52655	0.00235	0.01283	1.32854	0.00198	0	0.21523	0	0.04413	0.00336	0.70419	0.05266	0.9965	0	0.00996	0	0.01457	0	0.75236	0	0.0112
g__Capnocytophaga	2|976|117743|200644|49546|1016	0.02868	0	0.00387	0.40136	0.27246	0.12184	0.00672	0.00469	0.14741	0.04551	0	0.1446	0.28444	0.01622	0.27584	2.70058	3.00271	0.40668	0.09269	0.03575	0.11401	0.10796	0.31147	2.42449	0.16815	0.12049	0.14543	0.05052	0.04519	0.02593	0.00165	0.58171	0.04675	0.21314	0.14195	0.2317	0.21701	0.22491	1.18259	0.51838	0.00677	1.07625	0.31049	0.02079	0.14416	3.69561	0.06921	0.13362	5.48573	0.05178	0.00055	0.03333	0.07066	2.21604	0.03069	1.80311	0.05962	0.31093	0.17819	0.62108	0.06347	0.17569	0.15253	0.5986	0.65507	0.17411
g__Cloacibacterium	2|976|117743|200644|49546|501783	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gemella	2|1239|91061|1385||1378	0.81176	0.57013	0.42462	1.48457	0.39207	3.37527	0.77234	0.07333	1.64005	2.08774	0.90587	7.92972	2.27292	0.26415	4.28251	0.75438	1.75448	0.56662	1.39437	4.65141	0.99378	0.95933	2.85868	4.29155	0.28874	1.55842	2.71656	0.84521	1.19134	0.62859	0.70305	1.46212	0.57424	1.11977	0.93848	6.54413	7.99234	8.76978	0.88759	2.18583	0.39827	3.5731	0.66722	2.79057	0.31878	2.28258	5.5705	2.09651	3.26202	3.60073	0.03789	0.46577	0.64701	5.43928	4.24131	6.74455	1.52912	1.49785	2.76879	3.09359	3.33795	0.70835	6.00485	1.36975	4.26315	7.40943
g__Staphylococcus	2|1239|91061|1385|90964|1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11878	0	0	0	0	0	0	0	0	0.09236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Abiotrophia	2|1239|91061|186826|186827|46123	0	0	0	0	0	0.00053	0	0	0	0.00023	0	0	0.01473	0	0.00639	0	0	0.0001	0	0	0.00445	0.0029	0.09453	0.00541	0	0	0.00268	0.00402	0	0	0	0.02087	0	0.02124	0.00207	0.46839	0.00788	0.00625	0	0	0	0.002	0	0	0	0	0	0.00271	0	0.00112	0	0.00628	0.0025	0.00688	0	0	0	0.00176	0	0	0.01012	0.00876	0.00852	0.00844	0.02486	0.03347
g__Granulicatella	2|1239|91061|186826|186828|117563	0.0271	0.04841	0.05796	0.0264	0.0331	0.03805	0.03771	0.01835	0.06831	0.05598	0.11198	0.13294	0.1246	0.08566	0.19939	0.0744	0.04244	0.04071	0.07222	0.19267	0.01294	0.11408	0.17355	0.10199	0.0161	0.24059	0.11556	0.05657	0.0537	0.06017	0.04833	0.05474	0.0621	0.15521	0.23657	0.21757	0.23072	0.24538	0.14148	0.07867	0.05662	0.11199	0.01619	0.11014	0.01624	0.13043	0.09143	0.07788	0.02737	0.15099	0.03244	0.02004	0.14274	0.10031	0.18001	0.06411	0.13755	0.03163	0.11214	0.03856	0.23268	0.13864	0.21978	0.05247	0.1586	0.20113
g__Lactobacillus	2|1239|91061|186826|33958|1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	0
g__Lactococcus	2|1239|91061|186826|1300|1357	0	0	0	0	0	0	0	0	0	0	0.00464	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741	0	0	0	0	0.02432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00407	0	0	0	0	0	0	0	0	0
g__Streptococcus	2|1239|91061|186826|1300|1301	9.85222	17.30685	28.5816	11.01975	7.90348	10.63606	17.9064	12.47918	21.60493	11.67938	34.66484	24.71992	21.75342	37.90026	9.32933	9.48503	4.99005	9.71949	12.07434	25.7895	3.27888	13.67634	7.08491	11.6545	8.7396	31.04766	28.02157	10.9196	17.97713	11.03523	14.10097	7.97297	14.38098	11.62187	13.40071	28.26642	40.93679	43.16942	20.76078	6.67829	15.53894	17.25347	4.56834	24.03136	4.89973	5.77965	23.3911	63.62744	3.91032	55.43882	37.36644	16.35446	16.59114	13.43023	19.10136	13.40534	16.96175	8.1565	42.86675	7.57036	31.23818	57.26877	15.82284	7.86319	22.038	34.08519
g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	2|1239|186801|186802|543314|	0.77696	0.64486	0.12533	0.70806	0	0.26103	0.80032	0.00472	0.3531	1.65463	0.20968	1.71089	0.22649	0.37441	0.28932	2.00563	0.61596	0.87413	1.66321	0.1856	3.13667	0.45285	0.28299	0.14892	0.73277	0.017	0.61057	0.53259	0.05691	2.12182	0	4.61062	0.17045	1.21022	0.09772	0.11752	0.00445	0.00507	1.23137	0.0529	0.09082	0.14663	0.42131	0.7281	0.65742	1.78892	0.72935	0.08254	1.26349	0.016	0.0097	2.39328	0.35097	0.10577	0.17072	0.7217	2.50102	2.34948	0.07279	0.31587	0.37041	0.02393	0.31917	0.83135	0.20832	0.30167
g__Mogibacterium	2|1239|186801|186802|543314|86331	1.29751	0.48653	0.35149	0.13348	0	0.27119	0.90775	0.36882	0.63756	2.26779	0.52385	1.01679	0.09787	0.03384	0.19409	1.23178	0.27147	1.15041	0.56159	0.13236	2.55798	0.76066	0.00888	0.02874	0.64054	0.25157	0.4295	0.84817	0.02783	1.52155	0.35637	1.24437	1.05441	0.51069	0.05512	0.54949	0.02462	0.02118	0.62256	0.06091	0.20298	0.14744	0.1667	0.67899	0.70921	1.00874	0.41163	0.14028	1.26461	0.17677	0.12475	1.52852	0.49943	0.04076	0.68553	0.47986	1.53148	1.01941	0.22792	0.00802	0.21978	0.1115	0.15699	0.6748	0.13696	0.10622
g__Blautia	2|1239|186801|186802|186803|572511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Butyrivibrio	2|1239|186801|186802|186803|830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05842	0	0	0	0	0
g__Catonella	2|1239|186801|186802|186803|43996	0	0	0	0.00423	0	0	0	0	0	0	0	0.00502	0	0	0	0	0	0	0	0	0	0.00025	0.00403	0	0	0.00067	0	0	0	0	0	0	0	0.00224	0.00179	0.0072	0.00403	0.00286	0.00017	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0.00094	0	0.00111	0	0.00054	0	0.00493	0	0.00038	0	0.00191
g__Johnsonella	2|1239|186801|186802|186803|43994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0.00249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081
g__Lachnoanaerobaculum	2|1239|186801|186802|186803|1164882	0.63756	0.36992	1.03064	0.00262	0.00743	0.09792	0.92821	1.05914	0.85039	0.21532	0.5375	0.13193	0.09652	0.80788	0.01137	0.95048	0.6633	0.38419	0.75877	0.00455	0.67613	1.27767	0.01494	0.00776	1.11058	0.29156	0.29705	0.33987	0.13933	1.03053	0.27169	1.7428	1.33673	0.33725	0.17866	0.10578	0.00924	0.00978	1.41233	0.30834	0.21229	0.00424	0.0977	0.484	0.21362	0.32462	0.08937	0.04812	0.63815	0.12409	0.61601	0.7773	1.13086	0.16482	0.20506	0.33978	0.91702	0.98287	0.00579	0.00055	0.10946	0.44208	0.01148	1.39822	0.02466	0.05175
