clade_name	NCBI_tax_id	SRS055118	SRS050628	SRS050029	SRS050007	SRS048719	SRS045262	SRS045254	SRS045049	SRS043646	SRS042457	SRS023354	SRS022721	SRS022532	SRS022145	SRS020858	SRS020336	SRS019976	SRS019587	SRS019391	SRS019329	SRS019221	SRS018661	SRS018359	SRS018329	SRS018149	SRS017810	SRS017687	SRS017537	SRS017441	SRS017215	SRS017127	SRS017080	SRS017013	SRS016600	SRS016533	SRS016503	SRS016349	SRS016297	SRS016196	SRS016088	SRS016039	SRS015921	SRS015895	SRS015745	SRS015646	SRS015436	SRS015374	SRS015274	SRS015154	SRS015040	SRS014890	SRS014686	SRS014575	SRS014472	SRS014126	SRS013945	SRS013881	SRS013825	SRS013711	SRS013506	SRS013239	SRS012281	SRS011310	SRS011247	SRS011144	SRS011090
g__Tannerella	2|976|200643|171549|2005525|195950	0.56243	1.26652	0	0	0	0	0.16193	0.11593	0.02373	0	0	0.12587	0	0.00695	0	0	0	0	0	0.03731	0	0.18492	0.03005	0	0.0035	0.13144	0.06092	0	0.01166	0.01525	0	0.0571	0.00824	0.00881	0	0	0	1.04404	0	0	0.07965	0	0	0.68948	0	0.02842	0	0	0.23333	0.01129	0.12253	0.06656	0.11041	0.03321	0	0.00019	0.00521	0.09932	0.60973	0	0.04782	0.04404	0.05574	0	0	0
g__Capnocytophaga	2|976|117743|200644|49546|1016	1.46125	8.0834	0.07349	1.26474	2.31593	0.66026	1.91811	1.85797	0.91114	0.5588	0.00239	0.48007	0.14073	0.20842	0.81362	0.39343	0.14997	0.2783	0	2.75673	0	0.78674	0.24092	0.23465	0.31556	0.56776	1.07021	0	0.51213	0.7061	0	0.43509	0.08757	0.96233	0.16449	0.16561	0.73044	15.91451	0	0	1.52404	0.08237	0.12866	3.10849	0.12179	0.88612	0.14127	0	0.8629	0.75443	0.77523	0.25253	0.44072	0.10565	0	0.3566	3.96583	0	3.25392	0.00083	1.09511	0.60942	1.3196	0.36092	0.12984	0.2946
g__Cloacibacterium	2|976|117743|200644|49546|501783	0	0	0	0	0	0	0	0	0.04124	0	0	0	0	0	0	0	0	0	0	0	0	0.42798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01099	0.00597	0.04168	0	0	0	0	0.02409	0.11618	0	0	0.46414	0.04639	0.16359	0	0	0	0	0	0	0	0	0	0	0
g__Chlamydia	2|204428|204429|51291|809|810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1592	0	0	0	0	0	0	0	0
g__Gemella	2|1239|91061|1385||1378	26.00833	6.6184	2.87847	4.12664	1.91299	21.84963	17.89177	9.51871	1.63078	13.97268	5.42766	12.21101	15.82482	1.59361	18.12751	8.11443	14.12321	6.30581	2.56839	3.33957	30.15733	4.82543	5.76906	10.5307	27.82553	4.89717	11.50232	17.18843	2.58541	14.58155	4.6917	0.61427	5.71948	16.52759	3.49245	4.19471	2.8432	1.22834	18.88775	1.73399	0.96541	1.81717	2.40609	10.37829	4.29185	15.48136	23.19284	0.71261	16.16917	20.38805	4.51608	8.81089	7.94349	9.12044	10.77458	5.57848	7.66327	4.27704	21.32986	6.5719	1.7484	10.05972	1.86337	11.53651	7.76918	5.66229
g__Listeria	2|1239|91061|1385|186820|1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Abiotrophia	2|1239|91061|186826|186827|46123	0.13181	0.19421	0.01062	0	0.0005	1.70342	0.6717	1.11873	0	0	0	0.34822	0.28835	0	0.00082	0	0	0.47278	0.02224	0.57545	0	1.91395	0.32154	0	0.12296	0.11794	0.06349	0.09009	0.3459	0.03175	0	0	0.20839	0	0.00646	0.00207	0	0	0.1735	0	0.02184	0.54759	0.49946	0.33478	0	0.32505	0.00192	0	0.05224	0.13699	0.15716	0	0	0	0	0.50679	0.24768	0.14612	0.16927	0.01711	0	0.77418	1.47447	0.08429	0.00273	0
g__Granulicatella	2|1239|91061|186826|186828|117563	2.9156	1.45604	0.04291	0	0.97323	2.82158	0.24919	4.86993	0.16117	0.21262	0.58726	1.35989	9.0975	0.10053	0.03956	0.74359	4.90327	0.22631	0.2874	1.68928	0	0.60279	0.36944	0.29193	0.60888	1.10627	0.16456	0.11171	1.22039	10.99719	12.77723	0.06213	0.81426	0.05109	0.02761	0.01623	0.08267	0.05155	1.84059	0	0.06007	0.06382	0.1103	3.35634	0.17055	4.19033	0.06672	0	1.57528	6.9678	0.19526	0.52344	0.03943	0.06104	0.01939	0.11898	0.39893	0.155	0.24811	1.97804	0.12526	0	1.99426	0.0701	0.53637	0.11474
g__Lactobacillus	2|1239|91061|186826|33958|1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7006
g__Lactococcus	2|1239|91061|186826|1300|1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01222	0	0	0	0	0	0	0	0	0	0.08408	0	0	0	0	0	0	0	0.00779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Streptococcus	2|1239|91061|186826|1300|1301	41.06176	45.50429	26.0886	58.36356	60.40193	49.24138	43.62104	40.7984	71.97104	61.0477	86.94257	56.29786	59.13578	78.73048	64.61898	62.71885	53.25175	31.47435	79.41056	51.54904	45.04712	45.15317	56.53801	80.72014	42.63693	53.13411	53.15534	75.48531	74.38509	46.81042	71.97729	34.01767	64.04424	72.49428	56.95007	58.04065	54.06583	27.07284	68.08307	22.4842	45.05547	53.85992	64.41889	29.87533	74.54838	49.2366	49.99155	73.7069	35.02109	57.43593	79.136	53.68337	36.61453	75.72882	81.70227	17.9239	50.80667	52.81425	19.93335	66.00479	67.28344	67.84272	65.58956	70.44547	46.26292	80.16229
g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	2|1239|186801|186802|543314|	0	0	0	0	0	0	0.13235	0.02673	0.22259	0.00619	0	0.05126	0	0	0.0218	0	0.02098	0	0	0	0.00731	0.2318	0.01953	0	0.0017	0.37692	0.12057	0.00759	0.00312	0.0297	0	0.04605	0.01646	0.00522	0	0	0.00244	0	0	0	0	0	0	0.10466	0.01405	0.0138	0	0	0.00794	0	0	0.17633	0	0.03026	0	0	0	0.02931	0.24258	0	0	0	0	0.08609	0	0
g__Mogibacterium	2|1239|186801|186802|543314|86331	0	0	0	0	0	0	0.09537	0.06228	0.02092	0	0	0	0	0	0.04973	0	0.00876	0.00671	0	0	0	0.07349	0	0	0	0.22865	0.00099	0	0	0.00294	0	0.0436	0	0	0	0	0.14251	0	0	0	0	0	0	0	0.01406	0.01249	0	0	0	0	0	0.13628	0	0	0	0	0	0	0.22652	0.00185	0	0	0	0.06898	0	0
g__Butyrivibrio	2|1239|186801|186802|186803|830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23267	0
g__Catonella	2|1239|186801|186802|186803|43996	0	0.03283	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01259	0	0	0.00395	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0.00586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0
g__Johnsonella	2|1239|186801|186802|186803|43994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnoanaerobaculum	2|1239|186801|186802|186803|1164882	0	0.12863	0	0	0	0.00366	0.3345	0.01633	0.18521	0	0	0	0	0	0.01085	0	0.00242	0.0111	0	0.00122	0	0.05421	0	0.00651	0.00092	0.16375	0.07862	0	0	0.24894	0	0.37655	0.00752	0.01885	0.01792	0.00721	0.05268	0.41735	0	0	0.06807	0	0	0.14055	0	0.03572	0	0.0274	0.09872	0	0	0.05269	0	0	0	0.00141	0	0.04762	0.05291	0	0.07283	0	0.04973	0.00906	0.0265	0
g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	0	0	0	0	0	0.00325	0.08854	0.13109	0	0	0.0228	0	0	0.00257	0	0	0.06906	0	0	0	0	0.06211	0.00524	0	0	0.39909	0.0259	0	0	0.01489	0	4.19057	0.00149	0	0	0	0.53662	0.08568	0	0	0	0	0	0.01232	0.00201	0.03845	0	0.06129	0.03899	0	0	0	0.09177	0	0	0	0	0.36695	0.67947	0.0602	0.02005	0	0	0.01017	0	0
g__Oribacterium	2|1239|186801|186802|186803|265975	0	0.1486	0	0	0	0	0.38475	0.02209	0.35316	0	0.00182	0.05321	0	0	0.10577	0	0.02065	0.00085	0	0	0	0.17351	0.00649	0.01774	0.01438	0.62501	0.14638	0.01252	0	0.03904	0	0.10465	0.02914	0.01597	0	0	0.06217	0	0	0	0	0.00395	0.00567	0	0.00129	0.04031	0	0.00646	0.00318	0	0	1.17842	0.01361	0	0	0.05305	0.0054	0.09351	2.37084	0.00572	0	0	0	0.06895	0.54695	0
g__Roseburia	2|1239|186801|186802|186803|841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00556	0	0	0	0	0	0	0
g__Shuttleworthia	2|1239|186801|186802|186803|177971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Stomatobaculum	2|1239|186801|186802|186803|1213720	0	0.09652	0.01029	0	0	0	0.23115	0.01737	0.03877	0	0.0182	0	0	0	0	0	0	0	0	0	0	0.01378	0	0	0.0001	0.0644	0	0	0	0.00321	0	0.26321	0.00208	0	0	0	0.1272	0	0	0	0	0.01802	0	0.00349	0	0.00588	0	0	0.02422	0	0	0.23932	0	0	0	0.00459	0	0.00384	0.12516	0	0	0	0	0.00181	0	0
g__Filifactor	2|1239|186801|186802|186804|44259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126	0	0	0	0	0	0	0	0	0	0	0	0	0.02093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05673	0	0	0	0	0	0.09892	0.03374	0	0	0	0	0	0	0
g__Peptoanaerobacter	2|1239|186801|186802|186804|1913599	0	0	0	0	0	0	0	0	0	0	0	0.00413	0	0	0	0	0	0	0	0	0	0.00556	0	0	0.0023	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00697	0	0	0	0	0.01092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peptostreptococcus	2|1239|186801|186802|186804|1257	0	0	0	0	0	0	0	0	0	0.00987	0	0.00608	0	0	0	0	0	0	0	0	0	0.00231	0	0	0	0.01188	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373	0	0	0	0	0	0.00577	0.00975	0	0	0	0	0.0007	0	0
g__Faecalibacterium	2|1239|186801|186802|541000|216851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00949	0	0	0	0	1.34418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gemmiger	2|1239|186801|186802|541000|204475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ruminococcus	2|1239|186801|186802|541000|1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0
g__Bulleidia	2|1239|526524|526525|128827|118747	0	0.00477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00424	0	0	0	0	0.01157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0	0	0	0	0.05333	0	0	0	0	0	0.03831	0.0688	0	0	0	0	0	0	0
g__Eggerthia	2|1239|526524|526525|128827|1279384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Solobacterium	2|1239|526524|526525|128827|123375	0	0	0	0	0	0	0	0.00039	0	0	0	0	0	0	0.00212	0	0	0	0	0	0	0.0172	0	0	0	0.08646	0	0	0	0.00152	0	0.02709	0	0	0	0	0	0	0	0	0	0	0	0	0.00119	0	0	0	0.01104	0	0	0.01425	0	0	0	0	0.00086	0.00388	0.08311	0	0	0	0	0.00318	0	0
g__Centipeda	2|1239|909932|909929|1843491|82202	0	0.03817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Selenomonas	2|1239|909932|909929|1843491|970	0.09511	0.15207	0	0	0	0	0	0	0.17615	0	0	0.02693	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0.01349	0.10344	0	0	0.00527	0	0.07855	0	0	0	0	0	0.0713	0	0	0.09287	0	0	0.12881	0	0	0	0	0.23717	0	0	0	0	0	0	0	0	0.00091	0.08742	0	0.03628	0	0	0	0	0
g__Anaeroglobus	2|1239|909932|1843489|31977|156454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dialister	2|1239|909932|1843489|31977|39948	0	0.00757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01186	0	0.01931	0.00623	0	0	0	0	0	0.00606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227	0	0	0	0	0	0.04975	0.00542	0	0	0	0	0	0	0
g__Megasphaera	2|1239|909932|1843489|31977|906	0	0	0	0	0	0	0.21701	0	0	0	0.05203	0	0	0	0.00736	0.01994	0.04217	0.00144	0	0	0	0.11701	0	0.00638	0	0.46603	0.00112	0	0	0	0	0.24059	0	0	0	0	0.14066	0	0	0	0	0	0	0	0	0.00361	0	0	0.00916	0	0	0.15884	0	0	0	0	0	0	0.45091	0	0.02629	0	0	0.0079	0	0
g__Veillonella	2|1239|909932|1843489|31977|29465	0.85054	12.79917	6.71094	5.13298	2.22796	1.14982	10.64504	1.5922	7.81595	1.84934	0.66032	1.57405	0.4176	0.27446	1.6228	9.24944	2.17286	3.40344	0.04386	4.5809	3.36567	6.30951	3.89061	0.67164	0.96333	4.27659	3.81506	0.89655	1.2105	0.23945	0.23334	6.98187	0.0758	0.21804	1.07212	1.08988	5.25111	3.31007	0.63354	0.92322	16.95301	4.71553	6.15103	3.2182	0.12875	1.77241	0.431	7.37661	2.07919	3.86891	0.31192	9.6745	1.64912	0.25499	0.90232	4.34777	0.18935	3.89578	6.39548	0.31276	5.18407	2.62692	6.50684	2.51783	2.12114	0.55448
g__Parvimonas	2|1239|1737404|1737405|1570339|543311	0	0	0	0	0	0	0.0187	0.01126	0.03767	0.09663	0	0	0	0.00117	0	0.12939	0.00207	0	0	0	0	0.0013	0.01208	0	0.01615	0	0.00564	0	0	0.00817	0	0.0078	0.01795	0	0	0	0	0	0	0	0	0	0	0.06481	0	0.00526	0	0	0	0	0	0.14633	0	0.04332	0	0.00266	0	0.09707	0.12429	0	0	0	0	0.00173	0.06497	0
