clade_name	NCBI_tax_id	SRS149181	SRS149075	SRS148817	SRS148784	SRS148196	SRS148159	SRS147766	SRS147346	SRS146764	SRS145497	SRS144714	SRS144506	SRS144362	SRS144297	SRS143991	SRS143876	SRS143780	SRS143598	SRS143417	SRS143342	SRS143181	SRS143148	SRS143070	SRS142781	SRS142712	SRS142599	SRS142542	SRS142505	SRS142503	SRS140645	SRS140513	SRS140492	SRS105082	SRS104400	SRS104197	SRS103987	SRS101433	SRS101376	SRS100021	SRS098881	SRS098827	SRS098717	SRS098655	SRS098514	SRS097958	SRS097920	SRS097889	SRS078665	SRS078419	SRS078242	SRS077849	SRS077753	SRS077641	SRS077589	SRS077552	SRS077502	SRS077454	SRS077392	SRS077294	SRS077231	SRS077194	SRS077127	SRS076929	SRS076876	SRS076756	SRS075984	SRS075878	SRS075773	SRS075341	SRS075078	SRS074964	SRS074670	SRS064973	SRS063518	SRS063489	SRS058070	SRS056273	SRS055533	SRS054352	SRS053649	SRS053573	SRS053356	SRS050026	SRS049896	SRS049402	SRS045739	SRS045528	SRS043667	SRS024663	SRS021219	SRS021153	SRS020622	SRS017916	SRS016438	SRS016437	SRS013639	SRS013638	SRS013098	SRS012969	SRS012849
g__Aerococcus	2|1239|91061|186826|186827|1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Granulicatella	2|1239|91061|186826|186828|117563	0	0	0	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0
g__Enterococcus	2|1239|91061|186826|81852|1350	0	0	0	0	0	0.00243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02298	0	0.03911	0	0	0
g__Lactobacillus	2|1239|91061|186826|33958|1578	0.02153	0.00409	0	0.44453	0	0.05718	0	0	0.05659	0.00902	0.01086	0.02267	0.03057	0.02029	0	0	0.03266	0	0.01079	0.11558	0.04946	0.01114	0.06286	0	0	0	0.00123	0.09239	0	0	0	0.44673	0	0	0	0.01415	0	0	0.01855	0.00382	0.0101	0.00268	0.00326	0.00382	0.00127	0.02875	0.02403	0	0	0.00962	0	0.00358	0.0059	0	0	0.0016	0	0	0.00274	0	0	0	0	0	0.11965	0	0	0.05698	0	0	0	0.00488	0	0.01399	0	0	0.00036	0	0	0	0	0	0	0.03225	0.27393	0	0	0.00027	0	0	0	0	0.00791	0	0	0.00225	0	0.00251	0	0
g__Lactococcus	2|1239|91061|186826|1300|1357	0.01996	0	0	0	0	0.00056	0.00054	0.00081	0	0	0.01358	0	0	0	0	0	0.00164	0.00025	0	0	0	0	0.00163	0	0	0	0	0	0	0.02284	0.00053	0	0	0	0	0	0	0	0	0	0	0	0	0.0072	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0.06314	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03374	0	0	0	0	0	0	0
g__Streptococcus	2|1239|91061|186826|1300|1301	0.03715	0	0	0.00699	0.05123	0.00736	0.00319	0.00687	0.01587	0.00244	0.0863	0.01504	0.0025	0	0.00142	0.00685	0.01936	0	0.0019	0.02234	0.00533	0.00036	0.00218	0.13731	0.01805	0.00424	0.0016	0	0.02399	0.26558	0.03008	0.06793	0	0.00455	0.00113	0.00147	0.00498	0.04459	0.00408	0.01251	0.00499	0.03128	0	0.06037	0.09103	0.0159	0.01535	0.00388	0.05521	0.08902	0.12074	0.01611	0.00338	0	0.00113	0.01232	0.0071	0.02455	0.01893	0.0098	0.00308	0.00082	0.02724	0	0.00459	0.01838	0.00305	0.07608	0.05164	0.02478	0.00092	0.00433	0.00112	0.27019	0.00147	0.11558	0.01173	0.00153	0.03389	0.00326	0.00188	0.00496	0.0017	0.04579	0.00697	0.00654	0.02234	0.00178	0.00101	0.00579	0.00179	0.0032	0.10532	0.00144	0	0.04883	0.03018	0.14527	0.04399	0.01744
g__Catabacter	2|1239|186801|186802|424536|270497	0	0	0	0	0.00064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	0	0.00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02405	0	0	0	0	0	0	0	0	0	0	0	0	0.00199	0	0.01251
g__Christensenella	2|1239|186801|186802|990719|990721	0	0	0	0	0.00079	0	0	0	0.02974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354	0	0	0	0	0	0	0	0.00152	0.00025	0	0	0	0	0	0	0.00685	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04514	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03078	0.02112	0.02545	0	0.00092
g__Butyricicoccus	2|1239|186801|186802|31979|580596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium	2|1239|186801|186802|31979|1485	0.16774	0.01698	0	0.04536	0.33673	0.09008	0.13193	0	0.03169	0	0.07561	0.17674	0.51565	0.03543	0.42952	0.04847	0.03097	0.05611	0	0.06004	0	0	0	0	0	0.02313	0.01556	0	0.2866	0.02171	0.00391	0.04654	0.04056	0.34529	1.38034	0.0321	0.26606	0.03056	0.00656	0	0.01189	0.55508	0.04006	0.28534	0.07996	0.04922	0.05624	0.00121	0.09912	0.20999	0.0888	0.00604	0	0.00475	0.10426	0.37386	0.00707	0.06003	0.05112	0.0128	0.02939	0.06176	0.03302	0.02503	0.00485	0.01093	0	3.74349	0.05579	0.68482	0	0.0548	0	0.11117	0.00458	0.60136	0.28586	0	0.00406	0	0.0018	0	0.00351	0.14172	0.03014	0.01635	0.109	0	0.01309	0.07397	0.01461	0.00449	0	0.00159	0	0	0	0.0003	0.06523	0.04417
g__Hungatella	2|1239|186801|186802|31979|1649459	0	0	0	0	0.00305	0	0	0	0	0	0	0	0.00264	0	0.00065	0	0.00293	0.00206	0	0	0	0	0	0	0.00491	0	0	0.02781	0	0	0	0.00479	0	0	0.00089	0	0	0	0.00207	0	0	0.2726	0.12621	0.00201	0	0.00448	0.03983	0	0	0	0	0	0	0	0	0.02202	0.13279	0	0	0	0	0.0045	0	0	0	0	0	0.00062	0	0.01875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0096	0	0.0005	0	0	0.00191	0.05796	0	0	0	0	0	0	0.00078	0	0
g__Lactonifactor	2|1239|186801|186802|31979|420345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-05	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0
g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	2|1239|186801|186802|543314|	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0.00112	0	0	0	0	0.00852	0	0	0	0	0	0	0	0	0	0	0	0.00574	0	0.00263	0.0018	0	0	0	0	0	0	0	0.00551	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01437	0.00854	0	0	0
g__Mogibacterium	2|1239|186801|186802|543314|86331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0
g__Clostridiales_unclassified	2|1239|186801|186802||	0	0	0	0	0.00033	0	0	0.01518	0	0	0	0	0	0	0	0	0.00029	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00405	0	0	0.00219	0	0	0	0	0	0	0	0	0.00145	0	0	0	0	0	0	0	0	0	0	0	0.17961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3308	0	0
g__Intestinimonas	2|1239|186801|186802||1392389	0.00928	0.03399	0.05251	0.04531	0.00138	0.002	0.00855	0.00118	0.01599	0	0.01751	0.04402	0.02629	0.00178	0.0174	0.00527	0	0	0.0186	0.00079	0	0.0478	0	0	0	0.04957	0.01483	0	0.02013	0	0.01572	0.06912	0	0.00984	0.00947	0	0.10875	0	0	0.00063	0	0	0	0	0.009	0.10704	0	0.01538	0.00547	0.00438	0.08687	0.07441	0.0254	0.02297	0.01339	0.30332	0	0	0.01106	0.02792	0.00705	0.00595	0.15301	0	0.01319	0.01839	0.03366	0.00584	0.00787	0	0	0	0	0	0.0022	0.01638	0.0009	0.14488	0.00485	0	0	0.04382	0	0	0.00913	0	0.20873	0	0.00057	0.00599	0.00295	0	0.01612	0.00542	0.00377	0.05452	0.03446	0.02223	0.09376	0.06795
g__Lawsonibacter	2|1239|186801|186802||2172004	0.05956	0.04851	0.03114	0.00593	0.00092	0.07448	0.11359	0.07954	0.43551	0.00844	0.05485	0.00458	0.01152	0.03487	0.04155	0.02889	0.05855	0.1253	0.00334	0.04026	0.0177	0.00765	0.00544	0	0.01309	0.23096	0.0004	0	0.02122	0	0.00055	0.10126	0.0136	0.04159	0.21374	0.01086	0.01222	0.03482	0	0.00201	0.01625	0.05175	0.01337	0.19512	0.04793	0.00551	0.12899	0.00467	0.00047	0.07334	0.018	0	0.01457	0.08657	0.00953	0.00361	0	0.25042	0.02315	0.00317	0.00127	0.05397	0.01202	0	0.00088	0.00733	0.11785	0.0334	0	0.12976	0.007	0	0.00388	0.0106	0.02058	0	0.02046	0	0.32037	0.00021	0.00363	0.23436	0.00379	0.00055	0.87365	0	0	0	0	0.00272	0	0	0.06056	0	0	0.00725	0.00057	0.04129	0.01114	0.06136
g__Monoglobus	2|1239|186801|186802||2039302	0	0.08196	0.0019	0	0.05402	0.07628	0.13019	0	0	0	0.03019	0	0	0.01315	0.00386	0	0.0215	0.01521	0.00356	0.08247	0	0	0.00382	0.16733	0	0	0.00205	0.02338	0.01307	0	0	0.01109	0	0.78576	0.10354	0	0	0	0	0.16953	0.07146	0.02403	0	0.03824	0	0.27594	0.06299	0	0	0.01811	0	0.0755	0	0	0.04003	0	0	0	0.01557	0	0	0	0	0	0.01459	0.1278	0	0	0.05562	0.00952	0.03162	0	0	0	0.04116	0.03201	0	0.03901	0	0	0.0372	0	0	0	0.01614	0	0.31872	0	0.02638	0.00289	0	0.00314	0.03541	0	0	0	0	0	0	0
g__Anaerofustis	2|1239|186801|186802|186806|264995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0	0	0
g__Eubacterium	2|1239|186801|186802|186806|1730	1.4231	0.36414	0.36895	3.16136	2.10455	2.38354	1.1886	1.72526	1.48657	0.28175	4.61195	0.35851	0.41887	0.5973	1.64478	0.25716	0.26566	0.86062	0.65577	0.80149	0.13224	2.96857	2.8781	0.15621	0.32266	1.29507	0.43286	0.05198	4.31373	0.12103	0.51136	1.30218	0.69921	2.40949	0.5332	0.14009	0.66869	0.8193	0.0716	0.47758	0.2347	0.26159	0.02914	2.71441	0.85779	1.26899	0.06924	0.06515	0.30631	0.39865	0.19873	0.02635	1.89791	0.04917	0.45195	1.29773	0.11256	0.37696	1.03612	1.27051	0.90996	0.56604	9.57071	0.06438	0.26001	0.8149	0.26066	0.60514	0.03161	2.1021	0.01879	0.15689	0.02913	0.49338	0.05629	0.06182	0.35463	0.49413	0.07845	0.09957	0.26302	5.58453	0.07802	2.39643	0.46098	0.39745	0.3503	0.00621	1.04784	0.00535	0.00546	0.00602	0.93377	0	0	0.71137	0.61481	0.1872	0.32385	0.36263
g__Mageeibacillus	2|1239|186801|186802|2304686|1637257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0
g__Anaerostipes	2|1239|186801|186802|186803|207244	1.14513	0.03087	0.00537	0.02932	1.06041	0.94534	0.05109	0.02241	0.00656	0.01509	0.05364	0.00226	0.66933	0.0148	0.09026	0.02832	0.01763	0.02487	0.04881	0.07718	0.01123	0	0.0179	0.01225	0.00049	0.18518	0.00262	0	0.4883	0.01753	0.0015	0.22136	0.00023	0.03207	0.00482	0.00013	0.14262	0	0.03259	0.09188	0.07523	0.0997	0.02327	0.52018	0.00538	0.06615	0.07235	0.0033	0.01776	0.00338	0.01172	0.04488	0.0034	0.0124	0.10923	1.45332	0.81946	1.51125	0.00053	0.00178	0.03135	0.05921	0.09091	0	0.01921	0.01048	0.04347	0.03003	0.00447	0.04729	0.08555	0.03735	0.01183	0.03996	0	0.05074	0.19745	0.44844	0	0.00508	0.06196	0.11913	0.00191	0.00117	0.22488	0.02399	0.03052	0.00022	0.00442	0	0.00274	0.00688	0.03242	0.00474	0.00607	0.01369	0.00854	0.04948	0.03344	0
g__Anaerotignum	2|1239|186801|186802|186803|2039240	0	0	0	0	0	0	0.00712	0	0	0	0	0	0	0	0	0.02699	0	0	0	0	0	0	0	0.00456	0	0	0	0.01321	0	0.01421	0.01702	0	0.01853	0	0.00852	0	0	0	0.03895	0	0	0.1613	0	0	0	0	0	0	0	0	0	0.04283	0	0	0	0	0.07715	0	0.02975	0	0	0.03439	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01555	0	0.10407	0	0	0.00137	0.05813	0.00085	0	0	0	0.0238	0.0131	0	0	0
g__Blautia	2|1239|186801|186802|186803|572511	0.41213	0.10027	0.14382	0.28415	0.8298	1.16415	0.1205	0.20474	0.391	0.17286	0.51866	0.60587	0.51029	0.1782	0.624	0.17527	1.12687	0.06076	0.16283	0.26431	0.03643	0.11746	0.11304	0.12815	0.85883	0.44702	0.37783	1.61143	0.39429	1.82406	0.18108	0.31941	0.18131	0.29834	0.07397	0.11001	0.45001	0.03549	0.55628	0.23322	0.0666	0.55308	0.12702	0.29217	0.15198	0.47517	0.9912	0.22587	0.04536	0.11336	0.15424	0.18409	0.0555	0.18702	0.13904	1.65471	1.08155	0.53795	0.15666	0.15809	0.08452	0.06646	0.76618	0.82436	0.06405	0.59242	0.32354	0.39729	0.15992	0.29888	0.19974	0.12383	0.12104	0.96094	0.02835	0.33166	0.58955	0.36818	0.07396	0.0522	0.11065	2.4872	0.15969	0.20611	0.51753	0.18063	0.20048	0.1021	0.12356	0.16593	1.03284	0.05335	15.27771	0.11683	0.09918	0.24726	0.15499	0.10316	0.37557	0.13628
g__Butyrivibrio	2|1239|186801|186802|186803|830	0	0	0	0	0	0	0	0.32571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29677	9.42294	7.16117	0	0	0	0	0	0	5.10793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprococcus	2|1239|186801|186802|186803|33042	0.23631	0.0322	0.14555	0.61479	0.28438	1.55379	0.02493	0.30866	0.20088	0.03232	0.02816	0.32902	0.40115	0.01044	0	0.04098	0.01293	0.00101	0.03544	0.16952	0.01724	0.16175	0.04308	0.00467	0	0.13476	0.1978	0	0.0277	0	0.19801	0	0.0766	1.71784	0.02054	0.01714	0.09438	0.66252	0	0.12334	0.04063	0.48378	0.01774	0.11356	0.01037	0.35917	0.02582	0.03552	0.12898	0.61972	0.35577	0.25435	0.03076	0.01535	0	0	1.08145	1.66847	0.10869	0.07371	0.0288	0.04132	0.01363	0.11576	0.05713	0.06649	0	0.4579	0.22153	0.10369	0.08836	0	0.05116	1.4339	0	0.6698	0.09949	0.09959	0.01667	0.04812	0.01755	2.73871	0.05616	0.16745	0	0	0.31794	0.0045	0.04782	0.00734	0	0	0	0	0	0.2567	0.17044	0.0401	0.69282	0.00014
g__Dorea	2|1239|186801|186802|186803|189330	0.22416	0.11043	0.03524	0.41153	0.26658	0.78924	0.17578	0.18704	0.18732	0.09376	0.15231	0.47746	0.28755	0.11458	1.33247	0.21965	0.14142	0.10032	0.10116	0.26112	0.04741	0.63169	0.04922	0.01491	0.19715	0.1132	0.05012	0	0.13106	0	0.03239	0.16286	0.10026	0.11564	0.44318	0.04448	0.06119	0.02433	0.31569	0.17789	0.05859	0.34502	0.14043	1.14388	0.07171	0.83933	0.11795	0.05262	0.05646	0.05682	0.15564	0.02659	0.12944	0.04334	0.09736	0.17456	0.51506	2.68519	0.11712	0.04229	0.19214	0.08648	0.30888	0.00027	0.05238	0.04742	0.03779	0.12367	0.096	0.15652	0.15752	0.02424	0.06703	0.23481	0.02833	0.13013	0.30053	0.22423	0.02474	0.07983	0.16257	3.73972	0.06234	0.12563	0.29561	0.02855	0.07548	0.04511	0.02504	0.09304	0.00184	0.02134	0.04836	0.01089	0.01214	0.77355	0.47794	0.0808	0.37148	0.06658
g__Eisenbergiella	2|1239|186801|186802|186803|1432051	0	0.00132	0	0	0.14298	0	0.01752	0	0	0	0	0	0.0217	0	0.26608	0	0.25762	0.01144	0	0.01379	0	0	0	0	0.01425	0.00533	0	0.55428	0	0	0	0.01615	0	0.01329	0.00683	0	0	0	0.00195	0	0	1.26829	0.16834	0.02685	0	0.00288	0.15124	0	0	0	0	0	0	0	0.01768	0.03557	0	0.02862	0	0	0	0.09316	0.05096	0	0	0	0.00382	0	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06101	0.00168	0	0	0	0	0.53503	0	0	0	0	0.01175	0.00461	0.02091	0	0
g__Faecalicatena	2|1239|186801|186802|186803|2005359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusicatenibacter	2|1239|186801|186802|186803|1407607	0.19456	0.16475	0.14747	0.32418	0.2179	2.59471	3.06229	0.37354	0.05976	0.0164	0.61169	0.05036	0.07918	0.0724	0.30264	0.02411	0.15027	0.02748	0.09395	0.18523	0.01229	0.15123	0.02905	0.07731	0.16506	0.04458	0.52626	0	0.10969	0	0.11502	0.39431	0.1216	0.6425	0.45857	0.00417	0.10387	0.04321	0.37785	0.07754	0.05097	0.047	0.01643	0.45511	0.08852	0.58632	0.63648	0.01904	0.05069	0.07914	0.01066	0.0067	0.00889	0.09817	0.09858	1.59472	1.37566	10.62306	0.12493	0.15326	0.05098	0	0.57258	0.02162	0.06735	0.34918	0.58516	0.76103	0.168	0.25353	0.03579	0.08173	0.02225	0.06992	0.00906	0.11602	0.02876	0.05618	0.00163	0.01384	0.06245	0.02695	0.01784	0.00686	0.18228	0.03672	0.07225	0.02811	0.026	0.04874	0	0	0.03041	0	0	0.1084	0.06612	0.16362	0.02514	0.00992
g__Lachnoclostridium	2|1239|186801|186802|186803|1506553	0.01392	0	0.00316	0.00934	0.24571	0.00396	0.00091	0	0.00148	0	0.00188	0.0027	0.03557	0	0.04014	0	0.07182	0.11493	0.00082	0.00758	0	0.01301	0	0.0013	0.01402	0.00054	0.02648	0.14606	0.00055	0.01973	0	0.04842	0	0.01245	0.04082	0	0	0	0.05494	0.00059	0	0.15508	0.11464	0.0724	0	0.01875	0.11326	0.00709	0	0	0.02638	0.00366	0	0	0.00803	0.16455	0.21348	0.06725	0	0	0.00012	0.08751	0.02784	0.06348	0	0.04325	0.01312	0	0	0.00601	0.0064	0.00143	0	0.02095	0	0	0.00034	0.0026	0	0	0.00773	0	0.00351	0	0.04926	0	0.05843	0	0	0.00206	0.1984	0	0	0	0	0.00024	0	0.00794	0.01888	0.01764
g__Lachnospira	2|1239|186801|186802|186803|28050	0.82415	0.35369	0.17071	0.96591	0	3.53624	0	0	0.2547	0.30223	0.43985	0.1474	0.19569	0.18385	0	0	0.83309	0	0.18187	0.74601	0.08582	0.63586	1.1012	0	0.01234	0.02039	0	0	0	0	0.0346	0	0	0	0	0.0292	0	0	2.15069	0.09898	1.16728	0.03804	0.05988	0	0.03275	0.58	0.61439	0.15485	0	0.22024	0.00439	0.03238	0.21797	0	0	2.16129	0	0.02732	0.06263	0.0036	0	0.52762	0	0	0.36821	0	0.62237	0	0	0.1701	0.60417	0.29641	0.1599	0.44089	0	0	0.05414	0.20786	0	0.05719	0	0	0.08181	0	0.02829	0.14988	0	0.94212	0	0	0	0	0	0	0	0.13308	0.09825	0	0.00771	0
g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	0	0.63784	1.07558	0.00644	1.34316	0.07175	2.80371	2.13515	1.37419	0.01338	1.91244	0.70937	5.58304	0.06457	3.21619	0.13115	3.47251	0.22806	0.204	2.21181	0.09268	0	1.96486	0.13547	0	1.03552	0.17893	2.26587	6.81956	0.26838	0.00774	0	0.29023	2.03362	4.86954	0.50764	0.127	0.08114	0.30418	0.27921	0.02518	0.99587	0	0.69651	0.18089	0.01239	2.46699	0.17093	0.02064	0.01752	0.00214	0.08663	0.5848	0.21105	0.79274	12.8097	0.39041	0	2.59093	0.63876	0.50198	0.54336	0	0.03903	0.00902	0.45642	0	2.25906	0.00456	0.1167	0.00177	0.10293	0.33249	0.13812	0.25728	0.03035	0.18937	0.33588	0.37543	0.00827	0	2.17837	0.62708	0.5335	0	0.10536	0.57551	1.23192	0.06436	0.21842	0	0.04666	0	0	0	0.157	0.12424	0	4.88077	3.73029
g__Murimonas	2|1239|186801|186802|186803|1774128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Roseburia	2|1239|186801|186802|186803|841	2.69094	1.50336	1.73533	4.23477	0.19203	9.17703	0.91971	0.98041	1.02469	0.9103	2.33242	3.74545	1.3508	2.46936	0.28008	0.03418	5.13483	0.74775	5.69323	0.23747	0.25913	4.70886	2.31637	0.95032	1.08782	0.51788	2.68634	0	2.6948	0	1.38297	1.07775	0.1032	0.03005	0.30339	0.29067	1.93798	1.26014	1.95457	6.17529	1.55841	0.40773	1.52397	1.09464	0.72981	8.50187	1.04486	0.16463	1.86401	2.07271	1.01017	2.0775	1.07789	0.12041	0.1778	1.28009	5.27932	0.24857	0.73756	1.1395	1.94507	0.72448	1.51922	0.3289	3.59196	0.25758	4.21404	0.56055	2.28587	1.49461	0.3935	0.77736	0.00053	2.07577	0.01769	10.68801	1.95011	1.62561	0.48965	0.53024	0.0905	0.77567	0.65891	0.54597	0.29316	1.26546	2.88309	0.80445	1.28794	0.01768	0	0	1.03148	0.23181	0.25441	1.11292	0.86532	0.09501	2.10294	1.83546
g__Sellimonas	2|1239|186801|186802|186803|1769710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06244	0	0.05156	0.00035	0	0	0	0	0	0	0.02469	0	0	0.01437	0	0	0	0	0	0.1379	0	0	0	0	0	0	0	0.00021	0	0.00877	0	0	0.28653	0	0	0	0	0.0021	0	0	0.00143	0.13645	0.00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685	0	0	0	0	0	0	0	0	0	0	0.01357	0	0
g__Tyzzerella	2|1239|186801|186802|186803|1506577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0.09643	0	0.01458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0	0.00433	0.00057	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0.0019	0	0	0	0	0
g__Oscillibacter	2|1239|186801|186802|216572|459786	2.30673	2.81788	2.49163	1.88909	0.51222	0.70361	0.0004	0.20958	1.43823	0.40958	0	2.93522	0.64986	9e-05	0.00018	0.60458	0	0.29546	1.35733	0.37624	0.17382	3.17597	0.50801	0	0	0.50831	3.15514	0.66453	0.52583	0	0.28702	3.94299	1.04111	0.42722	0	0.21544	1.82037	1.96625	0	6.09464	0.14023	0	0.38005	1.42745	0	0.75775	0	0	1.27633	1.02655	1.31278	0	0.37862	0.10141	0	0.59378	0	7.25284	2.42606	3.23007	0.77102	0.7774	1.01841	0	1.29628	0.69552	0	6.39499	1.30391	5.46686	1.12382	0	0	6.5449	0.2143	2.97144	0.64596	0	0.3408	0.84342	1.07311	5.99532	0	0.76423	0.21645	0	0	0	0.35681	0.02402	0	0	2.03355	0.01201	0.00746	1.09904	0.74793	0.65971	1.11139	2.62289
