clade_name	NCBI_tax_id	SRS149181	SRS149075	SRS148817	SRS148784	SRS148196	SRS148159	SRS147766	SRS147346	SRS146764	SRS145497	SRS144714	SRS144506	SRS144362	SRS144297	SRS143991	SRS143876	SRS143780	SRS143598	SRS143417	SRS143342	SRS143181	SRS143148	SRS143070	SRS142781	SRS142712	SRS142599	SRS142542	SRS142505	SRS142503	SRS140645	SRS140513	SRS140492	SRS105082	SRS104400	SRS104197	SRS103987	SRS101433	SRS101376	SRS100021	SRS098881	SRS098827	SRS098717	SRS098655	SRS098514	SRS097958	SRS097920	SRS097889	SRS078665	SRS078419	SRS078242	SRS077849	SRS077753	SRS077641	SRS077589	SRS077552	SRS077502	SRS077454	SRS077392	SRS077294	SRS077231	SRS077194	SRS077127	SRS076929	SRS076876	SRS076756	SRS075984	SRS075878	SRS075773	SRS075341	SRS075078	SRS074964	SRS074670	SRS064973	SRS063518	SRS063489	SRS058070	SRS056273	SRS055533	SRS054352	SRS053649	SRS053573	SRS053356	SRS050026	SRS049896	SRS049402	SRS045739	SRS045528	SRS043667	SRS024663	SRS021219	SRS021153	SRS020622	SRS017916	SRS016438	SRS016437	SRS013639	SRS013638	SRS013098	SRS012969	SRS012849
g__Clostridioides	2|1239|186801|186802|186804|1870884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Criibacterium	2|1239|186801|186802|186804|1937664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Intestinibacter	2|1239|186801|186802|186804|1505657	0	0	0	0	0	0	0	0	0	0	0.00277	0	0	0	0	0	0.00689	0	0	0	0.02539	0	0	0.01849	0.01729	0	0	0.00948	0	0	0	0.00658	0	0	0	0	0	0	0	0	0.00226	0	0	0.02752	0	0.00029	0.01404	0	0	0	0	0	0	0	0	0.06014	0.01926	0.10346	0	0	0.00116	0	0	0	0	0	0	0	0.05521	0.00402	0	0	0	0	0	0.05847	0.00019	0	0	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peptostreptococcus	2|1239|186801|186802|186804|1257	0	0	0	0	0.01009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Romboutsia	2|1239|186801|186802|186804|1501226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0
g__Agathobaculum	2|1239|186801|186802|541000|2048137	0.28022	0.04479	0.00337	0.04863	0.02544	0.06421	0.02442	0.02877	0.09684	0.02222	0.0591	0.0137	0.02743	0.11213	0.00577	0.0083	0.07761	0.03795	0.001	0.04205	0.02954	0.03187	0	0.00283	0	0.00899	0.02196	0.00793	0.04064	0	0	0.00707	0.00382	0.0828	0.00576	0.00061	0.15994	0.05216	0.05893	0.0562	0	0.00134	0.0515	0.03621	0.01541	0.11722	0.06865	0.00355	0.00887	0.02221	0.06814	0.00617	0	0	0.00662	0.16416	0.12733	0.00502	0.00645	0.03077	0.04466	0.08269	0.12073	0	0	0.02077	0	0.17008	0	0.27625	0.04021	0.02246	0.02898	0.04042	0.00054	0	0.21774	0.08109	0.01391	0.03502	0.0775	0.03343	0.02547	0.01762	0	0.00775	0.07269	0.0139	0.01718	0	0	0.02726	0.01223	0.00054	0	0.15956	0.08082	0.03846	0.07539	0.01628
g__Anaeromassilibacillus	2|1239|186801|186802|541000|1924093	0	0.00689	0	0	0.00251	0.05943	0.00213	0.00129	0	0	0	0	0.00632	0	0	0	0	0.00755	0.00294	0.02593	0	0	0	0.0008	0	0.00082	0	0.07454	0.00548	0	0	0.01113	0	0.00701	0.01376	0.00088	0	0	0	0.00426	0	0	0	0.01865	0.00277	0.00104	0.00496	0	0	0.00532	0	0.00683	0	0	0	0.02591	0	0	0	0.01329	0.0047	0	0	0	0	0	0.0227	0.00145	0.0022	0	0	0	0	0.01018	0	0.00717	0	0	0.00471	0	0	0.03766	0	0	0.00562	0	0.01454	0	0	0	0	0	0	0	0	0.05393	0.02991	0.01657	0	0
g__Anaerotruncus	2|1239|186801|186802|541000|244127	0	0	0	0.03489	0	0.00152	0.00143	0	0.00969	0	0	0.00145	0.0027	0	0.01725	0.00931	0.02434	0.04761	0	0.04542	0	0.00915	0	0.00613	0.00371	0.06537	0.00088	0.31391	0	0	0	0.05939	0.0007	0.00164	0.00604	0	0.00615	0	0.00376	0	0	0.2307	0.0726	0.0596	0	0.08124	0.09545	0	0	0	0	0.00293	0	0	0.00678	0.058	0	0	0	0	0	0.00456	0.0079	0	0	0.004	0.00872	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35084	0	0.01704	0	0	0.00103	0.3556	0	0	0	0	0.01454	0.0028	0.04031	0.00019	0.00512
g__Faecalibacterium	2|1239|186801|186802|541000|216851	6.60054	9.58308	3.15057	14.04228	5.16561	7.7399	0.8143	3.0985	5.02489	0.63606	14.85168	9.39998	3.18518	1.64736	5.46042	2.064	3.52758	0.37636	11.26057	2.89694	1.43189	8.83995	0.78543	0.71983	0.57641	0.34228	4.48045	0.64243	2.63472	0.00583	1.32022	5.75838	1.34612	5.18324	4.01401	0.36254	2.38674	5.45364	1.67059	4.39563	0.12145	1.50716	1.46477	1.57698	3.74326	5.25413	5.12479	0.09136	0.97011	2.21807	2.89711	1.75213	1.43033	0.50986	1.87335	4.87775	6.78842	2.9762	1.84439	9.25035	3.7772	3.03806	2.73782	0	6.56513	7.05914	1.86441	6.27958	1.59353	4.4738	0.63709	0.49708	0.2795	27.84448	0.20852	1.64542	3.52327	2.56495	1.57113	0.41434	0.30519	4.75319	0.24824	0.48757	0.42611	1.03347	2.1205	0.53391	2.06142	0.23172	0	0.10735	0.30547	0.01411	0.0136	4.75769	4.89698	1.29829	2.59098	3.12746
g__Flavonifractor	2|1239|186801|186802|541000|946234	0.0415	0.1472	0.02383	0.11895	0.253	0.04174	0.09041	0.00358	1.31395	0.01683	0.01932	0.07909	0.0467	0.01126	1.26366	0.11082	0.17382	0.05613	0.00551	0.09751	0.00786	0.05041	0.05788	0.01412	0.55539	0.08984	0.06871	0.99665	0.00899	0.52317	0.0179	0.19566	0.02932	0.02102	0.10779	0.02543	0.02717	0	0.3165	0.00914	0.01489	0.74747	4.60575	0.15008	0.05665	0.09569	0.59069	0.10984	0	0.02024	0.01822	1.49682	0.00055	0.3922	0.08432	0.59541	2.22816	0.26994	0.33553	0.00705	0.01489	0.29535	0.00947	0.17427	0.02695	0.07302	0.24028	0.00308	0.00497	0.01214	0.21602	0.15857	0.03574	0.04787	0.01707	0.00331	0.00222	0.08927	0	0.00491	0.04626	0.00408	0.05859	0.00192	1.03568	0.09571	1.54609	0.03656	0.00098	0.08413	0.47956	0.0197	0.04896	0.05412	0.04613	0.15042	0.09136	0.45306	0.01386	0.05128
g__Gemmiger	2|1239|186801|186802|541000|204475	0.05417	0.31247	0.02263	0	0.16486	0.18707	0.04496	0.10494	0.07104	0.03111	0.08832	2.16957	0.13057	0.06529	0.02674	0.38865	0	0	0.00907	0.02547	0.05722	0	0.03138	0.00928	0	0.06652	0.04617	0	0.13031	0	0.00175	0.13197	0.22692	0.83599	0.21241	0.00284	0.0255	0.09003	0	0.00217	0.00696	0.03447	0.05294	0	0.34426	0	0	0	0.09926	0.00912	0.01157	0.02916	0.02506	0	0.00416	0.43469	0	0.10142	0.01695	0.09911	0.01992	0.51398	0.15793	0	0.08609	0.0867	0	0.10524	0.0286	0.05627	0.13031	0	0.0077	0.03142	0.01462	0.34791	0.08733	0.06339	0.03009	0.06864	0.39527	0.02912	0	0.00495	0.16684	0	0.05109	0.00028	0.00586	0.00676	0	0	0.40421	0	0	0.18764	0.12834	0.00158	0.05229	0.10618
g__Harryflintia	2|1239|186801|186802|541000|1892380	0	0	0	0	0	0.01281	0	0	0	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0	0	0	0.00212	0.00053	0	0.00325	0	0	0	0	0.01672	0.0048	0	0	0	0	0	0	0	0	0	0	0.00891	0	0	0	0.00417	0	0	0	0	0	0	0	0	0	0	0	0.03258	0	0	0	0	0.00181	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516	0.0002	0
g__Pseudoflavonifractor	2|1239|186801|186802|541000|1017280	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153	0	0.01359	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493	0.0024	0
g__Ruminococcaceae_unclassified	2|1239|186801|186802|541000|	0.02672	0.07668	2.26458	0.0138	0.34623	0.0267	0.69115	0.35748	0.15416	0	0.04394	0.05595	0.09421	0.01964	2.2308	0.00984	0.09018	0.95798	0.00485	0.14243	0.00945	0.00129	0.00068	0.01358	0.09878	1.18466	3.70418	2.57662	4.38221	0.00637	0	0.06889	0	1.92396	0.44508	0.04114	0.16293	0.30815	0.00094	0.02911	0.00779	0.0781	0.15324	2.60388	0.03179	0.00856	2.12028	0.00255	0.04821	0.09096	0.04354	0.00418	0.01557	0.00075	0.12065	0.07438	0	1.22736	0.03643	4.86583	0.00453	0.08321	0.00997	0.01415	0.01131	3.85794	0.12154	0.09945	0.55071	0.16407	0.01346	0	0	1.11082	0	0.96481	0.10981	0.05388	0.01621	0.00747	0	6.07399	0.00205	0.01813	0.05606	0	0.03638	0	0	0.01823	0.0118	0.00118	3.32287	0.00091	0.00032	1.1076	0.66669	0.58122	0.07707	0.01763
g__Ruminococcus	2|1239|186801|186802|541000|1263	3.20335	2.40306	2.49657	0.71029	6.38988	4.61399	2.62979	1.39359	0.37103	0.04756	1.85467	4.58742	1.02051	0.52835	0.43009	0.13397	7.00614	0	3.12832	0.06113	0.47297	0.85148	0	2.74213	0.22651	1.31013	2.10804	0	0.30467	0.00191	0.36183	2.29673	0.06429	9.54086	0.62695	0	9.19668	0.08213	0	1.88782	0.02364	0.02246	3.05169	0	0.6858	0.76581	9.69961	0.00182	0.37048	1.39324	0.69982	0.43475	0.59006	0.03562	0.0121	2.85144	0.34447	0.83637	3.31495	0.11697	15.70273	0.00692	0	0	0.16301	2.20126	6.59585	1.885	0.46856	0.43696	0.97983	0.59069	0	0.00733	0.31744	0.49759	3.65328	1.1044	7.43534	0.74051	0.3463	3.29694	0.56268	0.03304	0.14818	2.38047	1.32858	0	12.92732	0.01891	0	0	45.11352	0	0.0072	20.55011	20.61992	0.41611	1.36662	0.3713
g__Ruthenibacterium	2|1239|186801|186802|541000|1905344	0.17267	0.16093	0.1341	0.13456	0.80386	0.04994	0.0208	0.01194	0.18462	0.04004	0.06365	0.16371	0.23342	0.01646	2.01433	0.14585	0.04475	0.08504	0.06786	0.27402	0	0.26965	0	0.00211	0.09914	0.38461	0.16045	1.14378	0.04682	0.15326	0.03267	0.9123	0.0691	0.21978	0.07427	0.018	0.14429	0.03568	0.13955	0.00818	0.0304	18.35541	2.36468	0.07189	0.07722	0.41487	0.13626	0.2822	0.02079	0.0377	0.18967	0.72045	0.03283	0.11439	0.03944	0.42691	0.12732	0.32884	0.45197	0.03864	0.00831	0.30001	0.08862	0.02267	0.04541	0.32827	0.22676	0.0674	0.10357	0.02985	0.28667	0.05874	0	0.16361	0.00105	0.10661	0.02903	0.05747	0.09124	0.03271	0.14197	0.11961	0.03832	0.03946	6.66095	0.06598	0.47687	0	0.0084	0.02369	0.2663	0.02838	0.03955	0.00331	0.00237	0.35238	0.2271	1.02238	0.04754	0.07327
g__Absiella	2|1239|526524|526525|128827|2057233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0	0	0	0	0	0.04006	0	0.14298	0	0	0	0	0	0	0	0	0.00161	0	0	0.03692	0	0	0	0	0	0.00546	0	0	0	0	0	0	0	0.0277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00272	0
g__Candidatus_Stoquefichus	2|1239|526524|526525|128827|1470349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0457	0	0	0	0	0	0	0	0	0.00301	0	0.00383	0	0.07259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323	0.01994	0.09978	0	0.00367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02426	0	0	0	0	0.00182	0	0	0	0
g__Catenibacterium	2|1239|526524|526525|128827|135858	0	0	0	0	0	0	0	0	0.03353	0	0	0	0	0	0	0.00659	0	0	0	0	0.00386	0	0	0	0	0	0	0	0	0	0	0	0.01262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00901	0	0	0	0	0	0.01648	0	0	0	0	0	0	0	0.00928	0	0.04408
g__Coprobacillus	2|1239|526524|526525|128827|100883	0	0	0	0	0	0	0	0	0	0	0	0	0.00548	0	0.00228	0	0.04301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64577	0	0	0	0	0	0	0	0	0	0.65436	0.01271	0.00056	0	0.04511	0.3683	0	0	0	0	0	0	0	0	0.00852	0.05175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dielma	2|1239|526524|526525|128827|1472649	0.0025	0	0	0	0	0	0.01152	0.00113	0	0.00241	0.00019	0	0.00284	0	0.0012	0.00114	0	0.0498	0	0	0	0	0	0	0.01249	0	0	0.04692	0.00568	0	0	0.01353	0	0.0007	0.00023	0	0	0	0	0	0.00037	0.09577	0	0.01949	0	0.01708	0	0	0	0	0	0	0.00031	0.00276	0.00068	0.00542	0.0724	0.02074	0	0	0	0.03938	0.00322	0	0	0	0.01373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04874	0	0	0	0	0	0	0	0.01144	0.00134	0.00075	0.0063	0	0.01912	0	0.01642
g__Erysipelatoclostridium	2|1239|526524|526525|128827|1505663	0.07521	0.02135	0.02578	0.00176	0.38946	0	0.00454	0.00871	0.04231	0	0	0.06252	0.04637	0.00094	0.02639	0.02729	0.07063	0.0021	0.06258	0.02616	0	0	0.00842	0.15137	0.0458	0.01889	0.00997	0.20337	0	0.19217	0.00587	0.03347	0.0212	0.02244	0.0012	0.00054	0.01894	0	0.00038	0.01865	0	0.0575	0.32011	0.0022	0.02219	0.02462	0.13694	0	0	0	0	0.04031	0	0.00221	0.00172	0.05755	0.14413	0.0135	0.00286	0	0.0026	0	0	0.01465	0.00629	0.01324	0	0.1478	0.02451	0.04039	0.05672	0	0	0	0	0.0253	0.0475	0	0	0	0.02853	0	0	0	0.13573	0	0.00634	0	0	0	0.01328	0	0.35812	0.00021	0.00274	0.01902	0.00866	0.00947	0	0
g__Faecalitalea	2|1239|526524|526525|128827|1573534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01192	0	0	0	0.12787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01964	0
g__Holdemanella	2|1239|526524|526525|128827|1573535	0	0	0	0	0.02925	0	0	0.23324	0.02517	0	0	0.00287	0	0	0	0	0	0	0	0.00065	0.00031	0	0.08706	0	0	0	0	0	0	0	0.00758	0	0	0	0	0.00435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00484	0.01915	0	0	0	0	0.02277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01665	0	0	0	1.15107	0	0.00159	0	0	0	0	0	0.00357	0	0	0	0	0	0	0	0.01807	0	0.04315
g__Holdemania	2|1239|526524|526525|128827|61170	0	0.01313	0.02627	0.03413	0	0	0.00551	0.00108	0.03078	0.01346	0.00562	0.02322	0.03046	0.00415	0	0	0.00645	0	0	0.01895	0	0.01118	0.00426	0.00016	0.09994	0.09027	0.03201	0	0.00688	0	0	0.02429	0	0.03906	0.01315	0.0041	0	0.00786	0.00256	0	0	0.06832	0	0	0.0019	0.09222	0.01783	0.00067	0	0	0.0033	0	0	0	0	0.12661	0	0	0.02404	0.05163	0.00239	0.13239	0.04507	0	0.00065	0.0415	0	0.03964	0	0	0.04633	0.00619	0	0.02284	0	0.0002	0	0	0	0.00741	0.02299	0.01151	0.00071	0	0.02464	0.00031	0	0	0	0	0	0.00072	0.00069	0	0	0.00792	0.00401	0.03809	0.01307	0.04756
g__Massiliomicrobiota	2|1239|526524|526525|128827|1924110	0	0	0	0	0	0.00077	0	0	0	0	0	0	0.00454	0	0	0	0.00598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01732	0	0	0	0	0	0	0.01252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0
g__Solobacterium	2|1239|526524|526525|128827|123375	0	0	0	0	0.00398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03412	0	0	0	0	0	0	0	0.00463	0	0	0	0.00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Turicibacter	2|1239|526524|526525|128827|191303	0	0	0.00227	0	0	0.00252	0	0.00057	0	0	0	0	0	0.03642	0	0	0.00084	0	0	0	0	0	0	0	0	0	0.00801	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0.01284	0	0	0	0	0	0.00035	0	0	0	0	0.01988	0	0	0	0.00055	0.00256	0	0	0	0.00691	0	0	0	0	0.00393	0	0	0.03088	0	0	0	0	0.00285	0	0.02032	0	0	0	0	0	0	0	0.06026	0	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Firmicutes_unclassified	2|1239||||	0.14023	1.07234	0.47083	0.76398	0.36457	0.12816	0.01381	0.05471	4.48838	0.01252	0.18076	2.69081	1.68014	0.09172	0.59673	0.00317	0.25171	0.00666	0.26091	0.0854	0.12948	0.5434	0.04385	0.00282	0	0.05716	0.18676	0.07412	0.14312	0.17863	0.00861	1.46594	0	0.92376	0.1472	0.02458	0.09047	0.04509	0	0.05064	0.01178	0.84873	0.46814	0.02231	0.1714	0.63946	0.93452	0.01026	0.50314	0.03415	0.10013	0.00775	0.47978	0.00977	0.06041	0.92976	0.38141	1.01309	0.63053	0.01424	0.14065	0.18981	1.24036	0	0.68799	0.34359	0.17509	0.78864	0.26177	1.00753	0.30758	0	0	13.45822	0.00729	0.20305	0.18186	0	0.00829	0.07578	0.06607	0.32348	0.02021	0.05615	0.32988	0	0.03921	0.00375	0.331	0.01396	0	0.36793	0.33419	0	0	5.0268	5.01429	0.20779	0.13051	0.04273
g__Acidaminococcus	2|1239|909932|1843488|909930|904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24271	0.05573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06211	0	0	0	0	0	0	1.76781	0.57657	0.00533	0	0	0	0.08682	0	0	0	0	0	0	0	0	0	0.16523	0	0	0	0	0	0	0.34784	0	0	0	0	2.52698	0.16604	0	0.36689	0	0.06382	0	0	0	0	0	0	0	0
g__Phascolarctobacterium	2|1239|909932|1843488|909930|33024	0.16698	0.00403	0	0	0.51441	0	0.32589	0.31717	0.00243	0.43596	0	0	0.42818	0	0.12258	0.36266	0.08039	0.59915	0.07184	0.25366	0	0	1.2873	0.02191	0	0.11861	0	0	0.37126	0	0.03535	0	0.39796	0	0.50239	0	0.00885	0	0	0.06927	0	0.04166	0.34103	0.58779	0	0	0.09862	0.11402	0.26496	0	1.80004	0.35854	0	0.34751	0.04925	0	0.23196	1.01696	0.30838	0.12823	0.00491	0.4901	0.22509	0	0	0	0.03763	0.64171	0.35375	0.00129	0.42543	0.39612	0	9.86581	0	0.2302	0.00578	0	0.00136	0.15732	0.38508	9.09335	0.10958	0	0	0.19464	0.62647	0	0	0	0	0.00023	1.16013	0.06779	0.05115	0.09215	0.13283	1.12286	0.68015	0
g__Megamonas	2|1239|909932|909929|1843491|158846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0
g__Mitsuokella	2|1239|909932|909929|1843491|52225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Allisonella	2|1239|909932|1843489|31977|209879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00682	0	0	0	0	0	0	0.02357	0	0	0	0	0	0	0	0	0.01719	0.00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296	0	0	0	0	0	0	0	0	0	0	0.03175	0.01705	0	0	0
g__Dialister	2|1239|909932|1843489|31977|39948	0	0.06383	0.00616	0.21172	0	0.7806	0	0.08365	0	0	0.63098	0	0	0.20075	0	0	0	0	0	0.00437	0.14027	0.85803	0	0.03884	0.10355	0	0.01204	0.15345	0.01186	0.08968	0	0.24022	0	0	0	0	0.01159	0.02687	0.07157	0	0.15838	0	0	0	0.18585	0.48783	0	0	0.17328	0.11456	0	0.00014	0	0	0	0.21617	0	0	0	0	0.09715	0	0	0.16219	0.11648	0	0.06567	0	0.03	0.03644	0	0	0	0	0.1449	0	0.04755	0.26481	0.32271	0	0	0	0	0.52325	0.29892	0	0.01176	0.23809	0.01133	0.20479	0.0958	0	0	0.0025	0.00313	0.47616	0.41277	0.34421	0	0.4187
g__Megasphaera	2|1239|909932|1843489|31977|906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01214	0	0	0	0	0	0.1345	0	0	0	0	0	0.01567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00353	0	0	0	0	0	0	0	0.20794	0	0	0	0	0	0.01161	0	0	0	0	0	0.00296	0.00277	0	0	0	0	0
g__Veillonella	2|1239|909932|1843489|31977|29465	0.00526	0.00469	0	0.00127	0	0.00106	0	0.0061	0.00206	0	0.03221	0.0121	0	0.00246	0	0	0.00454	0.00016	0	0	0.01573	0.00331	0.09257	0.03008	0.65363	0	0.00237	0	0.05961	0.26369	0.01284	0.01819	0.00318	0	0	0	0.00195	0.03279	0.00111	0.0032	0	0	0	0.02339	0.00397	0.10109	0	0.00199	0.03886	0.04216	0.05078	0.0097	0.00945	0	0.00115	0.26064	0.04015	0.01326	0	0	0.00808	0.00533	0.02732	0.0165	0.06097	0	0	0.01122	0.01366	0.00301	0.00202	0.02795	0.00729	0.07763	0	0.1081	0.00501	0.00535	0	0.00361	0.0015	0	0	0.15013	0.03133	0.03321	0.01136	0.02586	0	0.00043	0.05109	0.00304	0.00399	0.00586	0.01361	0.01573	0.01452	0.00308	0.03253	0.0458
g__Anaerococcus	2|1239|1737404|1737405|1570339|165779	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Finegoldia	2|1239|1737404|1737405|1570339|150022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parvimonas	2|1239|1737404|1737405|1570339|543311	0	0	0	0	0.44608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0
g__Peptoniphilus	2|1239|1737404|1737405|1570339|162289	0	0	0	0	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195	0	0	0	0	0	0	0	0.00555	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
