clade_name	NCBI_tax_id	SRS149878	SRS149783	SRS149665	SRS149594	SRS149343	SRS149093	SRS148835	SRS148529	SRS148459	SRS148423	SRS148318	SRS148214	SRS148147	SRS147880	SRS147727	SRS147661	SRS147556	SRS147433	SRS147290	SRS147175	SRS146924	SRS146849	SRS145518	SRS144774	SRS144639	SRS144219	SRS143894	SRS143778	SRS143596	SRS143465	SRS143378	SRS143340	SRS143247	SRS143016	SRS142959	SRS142710	SRS142560	SRS142521	SRS142501	SRS140666	SRS140534	SRS105169	SRS104701	SRS104644	SRS104501	SRS104416	SRS104309	SRS104195	SRS104102	SRS103964	SRS103938	SRS102823	SRS101454	SRS098842	SRS098815	SRS098642	SRS098587	SRS098530	SRS098081	SRS098039	SRS097887	SRS078686	SRS078263	SRS078241	SRS078197	SRS077793	SRS077751	SRS077649	SRS077400	SRS077343	SRS077210	SRS077032	SRS076945	SRS076812	SRS075983	SRS075979	SRS075886	SRS075829	SRS075463	SRS075419	SRS074663	SRS065347	SRS064704	SRS064666	SRS064568	SRS064376	SRS064263	SRS064225	SRS063804	SRS063417	SRS062520	SRS062512	SRS057894	SRS057807	SRS057344	SRS056796	SRS056695	SRS056623	SRS056483	SRS056156	SRS055298	SRS055018	SRS054962	SRS053741	SRS052859	SRS052756	SRS052620	SRS052330	SRS051637	SRS051548	SRS051505	SRS050184	SRS049541	SRS049390	SRS049340	SRS049237	SRS048536	SRS047335	SRS047140	SRS046034	SRS044902	SRS044742	SRS042858	SRS042625	SRS042428	SRS024428	SRS024310	SRS024068	SRS023850	SRS023468	SRS023466	SRS022734	SRS022545	SRS022158	SRS022092	SRS021969	SRS020349	SRS019989	SRS019807	SRS019600	SRS019485	SRS019379	SRS019285	SRS019245	SRS018769	SRS018535	SRS018488	SRS017700	SRS017520	SRS017497	SRS016692	SRS016584	SRS016559	SRS016516	SRS016191	SRS016111	SRS015702	SRS015587	SRS015481	SRS015425	SRS015225	SRS015168	SRS015148	SRS015073	SRS015054	SRS014801	SRS014744	SRS014629	SRS014523	SRS014494	SRS014415	SRS014343	SRS013973	SRS013542	SRS012934	SRS012294	SRS011584	SRS011355	SRS011269	SRS011111
g__Actinobaculum	2|201174|1760|2037|2049|76833	0	0	0	0.05226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05116	0	0	0	0	0	0	0	0	0	0.02423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinomyces	2|201174|1760|2037|2049|1654	0	0.00273	0	0	0	0	0.34387	0.97121	0	0	0	0	0	0	0	0	0	0	0.63771	0	0	0	0.04074	0	0	0	0.11903	0	0	0.23779	0	0	0.04176	0	0.42809	0	0.1054	0	0	5.28586	10.5116	0	0	0.14942	3.77878	0	0	0	0	0	0	0.01933	0	0	0	0	0	0	0.04103	0	0	0	0.18441	0	11.05599	0	0	0	0	0.01669	0	0.57731	0	0.04906	0.03494	0	0.00455	0	0	0	0	0	0	0.12581	0	0	0	0	2.329	0	0	0.02272	0	0	0.01218	0	0	0.014	0.33427	0.34687	0	0.00138	0	0.20683	0.00972	0	0	0	0.03565	0	0	0	0	0	0.09877	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38891	0	0.01255	0	0	0	0	0	0	0	1.16899	0	0	0	0.04193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06728	0	0	0	0	0	0	0	0	0	0	0.0868	0	0	0	0	0	0.66565	0	0	0	0	0.01005
g__Mobiluncus	2|201174|1760|2037|2049|2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01752	0.09309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30642
g__Varibaculum	2|201174|1760|2037|2049|184869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00428
g__Bifidobacterium	2|201174|1760|85004|31953|1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.50059	0	0	49.34652	42.90586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.30502	0	0	0	0	0	0	27.62493	36.20933	0	0	0	0	0	0	0	0	0	0	0	0	0	21.47429	0	0	1.15809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.91003	0	0	0	0	0
g__Gardnerella	2|201174|1760|85004|31953|2701	0	8.24172	0	0	1.03853	0.30923	0.08683	0	0	0	0	0	0	0	0	0	0	0	0	20.38162	7.7718	0	0.04345	0	65.78962	67.07556	0	0	0	17.22345	0	0	0	0	0	4.83217	0	0	0	0	0	0	0	21.92726	0	0	0	0	0	0.02919	0.01744	0	0	0	0	0	0	0	0.45065	0.66244	0	37.52377	0	0.65391	0.05962	0	0	0	0	0	0	25.87428	0	0	0	79.31795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.35742	0	0	0	0.02087	0	11.60053	0	0	62.34369	58.00235	0	4.10533	0	0	90.22112	66.62707	0.70718	0	0	0	0	0	27.50179	0	0.70104	1.01529	0	0	0	0	0	0.87588	0.40815	0	0	0	0	0	0	0	0	0	0	0	28.52958	0	0	0	0	0	0	0	0	0	0	0	0.09904	0	0.77527	0	0	0	0	0	0	0	0	0	29.88311	0	0	0.62277	0	0	43.6323
g__Corynebacterium	2|201174|1760|85007|1653|1716	0	0.0103	0	0.04406	0	0	0.56078	0.00941	0	0	0	0	0	0.16043	0	0	0	0	7.79037	0	0	0	0.03289	0	0	2.6879	0.06723	0	0	0	0	0	0	0	0	0.00273	0.08079	0	0	2.56812	6.49658	0	0	0.99706	3.17717	0	0	0	0	0	0	0.00868	0	0	0	0	0	0	0	0	0	0	0.07309	0	0.15666	0	0	0	0	0	0	0.31983	0	0	0	0	0	0	0	0	0	0	0	0.02366	0	0	1.141	0	0	0	0	0.53431	0	0	0.0031	0	0	0.01794	0	0.46732	0	0	0	0.36598	0.00629	0	0	0	0.02374	0	0	0.31316	0.38331	0	0	0	0	0	0	0	0	0	0	0.69635	0	0	0	0	0	0	0.01979	0	0	0	0	0	0	0	0	0	0	0	0.13471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10533	0	0	0	0	0
g__Lawsonella	2|201174|1760|85007||1847725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19885	1.06182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mycobacteroides	2|201174|1760|85007|1762|670516	0	0	0	0	0	0	0	0	0	0	0	0.12126	0	0	0	0	0	0	0	0	0	0.00897	0	0	0	0	0	0	0.1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31984	0	0	0	0	0	1.03558	1.52446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01951	0	0	0	0	0	0.04378	0	0.73247	0	0.3215	0	0	0.00337	0.2519	0	0	0	0	0	0	0	0	0	0	0
g__Plantibacter	2|201174|1760|85006|85023|190323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rothia	2|201174|1760|85006|1268|32207	0	0	0	0	0	0	0.15176	0.29449	0	0	0	0	0	0	0	0	0	0.13499	1.2172	0	0	0	0.0625	0	0	0	0	0	0	0.04064	0	0	0	0	0	0	0.48772	0	0	3.85522	12.51313	0	0	0.25179	1.67561	0	0	0	0	0	0	0.02419	0	0	0	0	0	0	0	0	0	0.00344	0.223	0	1.30408	0	0	0	0	0.0029	0	0.38941	0	0.04214	0.00528	0	0	0	0	0	0	0	0	0.05566	0.54923	0.05268	0	0	0.25741	0	0	0.16181	0	0	0.01805	0	0	0.02034	0.30593	0.08617	0	0	0	0.49334	0.01411	0	0	0	0.06336	0	0	0	0	0.22516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00823	0	0	0	0	0	0	0	0.28889	0	0.01659	0	0.0635	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00875	0.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27211	0	0	0	0	0
g__Sanguibacter	2|201174|1760|85006|145360|60919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cutibacterium	2|201174|1760|85009|31957|1912216	0	0	0	0.0751	0.03894	0	0	1.27752	0	0	0.00298	0.01399	0	0.11552	0	0	0	0	0	0.01271	0.02793	0	0.4615	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0	0	0	46.28819	0	0	0	0	0	0	0	0	0	0	0.11092	0.00336	0	0.00289	0.44067	0	0	0	0.01253	0	0	0	0	0	0	0	0	0	0	0.01108	0	0	0	0	0	0.04494	0	0	0	0	0	0	0	0.69903	0	0	0	0	0	0	0	0	0	0	2.70298	0.00383	0	0.37358	0	0.1255	0	0.03124	0.97278	0	0	0	0	0	0.28573	0	0	0	0	0.75347	2.40361	0	0	0	0	0.02108	0.0117	0	0	0	0	0	0.06334	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13422	0	0	0	0	0
g__Pseudopropionibacterium	2|201174|1760|85009|31957|1912217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Atopobium	2|201174|84998|84999|1643824|1380	0	76.62098	0	0	0	0	0	0	0	0	0	28.28621	0	0	0	0	0	0	0	13.7615	9.09459	0	0	0	0	0	0.02265	0	0	31.70368	0	0	0	0	0	31.91441	0	0	0	0	0	0	0	21.15582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.44775	0	0	0.66934	0	0	0	0	0	0	12.94327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.74869	0	0	0	0	0	0.78856	0	0	0	0	0	0	0	0	0	23.98967	0	0	0	0	0	0	0.15964	0.77438	0.8696	1.35433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.14942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.09429	0.18343	0	0	0	0.65814	16.9683
g__Collinsella	2|201174|84998|84999|84107|102106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10112	0	0	0	0	0	0	0	0	0
g__Slackia	2|201174|84998|1643822|1643826|84108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bacteroidetes_unclassified	2|976||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bacteroides	2|976|200643|171549|815|816	0	0.00927	0	0.22406	0.01191	0	0	0.18254	0	0	0.03037	0.00334	0.15494	0	17.71586	2.42773	5.74117	2.93392	3.76914	0	0	0	0.14301	0	0	0	0.17267	0.00806	0	0	1.28373	0	0.59589	0	0	0	0.13938	0.01871	0	0	3.25952	0	0.01986	0.03244	0	0	0	0.11288	0	0.36054	0	0.00502	1.45471	0	0	0.10268	0	0	0	0	0.14492	0.15923	0.05455	0	0	0.73926	0	0	0	0.09089	0	1.76426	0	0.13104	0.04521	0.01136	0.01786	0	0	0	0	0	0	0	11.16629	0.024	0	0	0.14409	0	0	0.0096	0	0	0	0.14135	0	0	0	0.48553	0	58.61409	0	11.36549	0.00262	0	0	0	0.00729	0	0	0	0.59485	0	0	0	0	0	0.18865	0	0	0	0	0	0	0	0.00291	0.64153	0.33645	0	0.00015	0	0	0	0	0	0	0	0	0	0.09483	0	19.50844	0.32665	0	0.54823	0	0	0	0	0	0	0	0	0	0	2.12963	0	0.04346	0	0	0	0.08337	0	0	0	0	0	0.08533	4.64156	16.44388	0	0.06781	0	0.07802	0	0	0	0	0
g__Bacteroidales_unclassified	2|976|200643|171549||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09107	0.12689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Barnesiella	2|976|200643|171549|2005519|397864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35908	0	0	0	0	0	0	0	0	0	0	0.00926	0	0	0	0	0	0	0	1.30317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96488	0	0	0	0	0	0	0	0	0
g__Odoribacter	2|976|200643|171549|1853231|283168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09469	0	0	0	0	0	0	0	0	0
g__Porphyromonas	2|976|200643|171549|171551|836	0	0	0	0	0	0	0	0.01808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25253	0	0	0	0	2.14004	0	0	0.08376	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0.19626	0.01299	0	0.43406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.69186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01901	0	0	0	0.01017	0	0	0	0	0	0	0	0	0.01018	0	0	0	0	0	0	0	0	0	0	0	1.22921	2.65895	0	0	0	0	0	0	0	0.04721	0	0	0	0	0	0	0	0	0	0	0.06512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00953	0	0	0	0	0.07968
g__Alloprevotella	2|976|200643|171549|171552|1283313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Paraprevotella	2|976|200643|171549|171552|577309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09185	0	0	0	0	0	0	0	0	0
g__Prevotella	2|976|200643|171549|171552|838	0	2.18885	0	0	0.00845	0	0	0.5451	0	0	0	0	0	0.03467	0	0	0.84196	0.04472	0.96864	1.22392	0.80686	0	0.05629	0	27.87721	0	0	0	0	20.19409	0	0	0	0	0.98251	30.32452	0.15629	0	0	0	6.54271	0	0	39.31583	0	0	0	0.00619	0	0.03235	0	0.01721	0.12839	0	0	0	0	0.13968	0.00976	0	0	13.64854	0.11883	0	21.49463	0.05651	0	0.17901	1.04914	0	0	23.10005	0	0	0.04521	0	0.0182	0	0	0	0	0	0	0	0	0	0	1.06882	6.19021	0	0	0.32996	0	0	0	0.04011	0	0	0.72152	0	0	0.00086	0	9.12951	5.63357	0	0	0	0.03758	0.02688	0	0	0	0	0	0	0.08059	0.00275	0	3.77849	0	0.24904	0	0	0	0	0.00216	0	18.10538	23.29669	31.13271	0	0	0	0	0	0	0.01339	1.11866	0	0	0	26.64173	0.15233	0	0.02559	0	0	0	30.6388	0	0	0	0	0.02309	0	0	0.01741	0	0	0.01048	0.08628	0	0	0	0	0	0	0	0.61324	21.60371	0	0.03611	42.26509	0.12186	0	0	0	1.16093	4.2925
g__Alistipes	2|976|200643|171549|171550|239759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.185	0	0	0.30834	0	0	0	0	0.02188	0	0	0	0.02022	0	0	0	0	0	0	0	0	0	0.0158	0	0	0	1.95241	0	0	0	0	0	0	0	0	0.00297	0	0.00543	0.08462	0	0	0	0.02937	0	0	0	0	0.01035	0.02583	0	0	0	0	0	0	0	0	0.2144	0	0	0.00789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02911	0	0	0	0	0	0.01318	0	8.65411	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.61473	0.21016	0.0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.43935	0	0	0	0	0	0	0	0	0
g__Parabacteroides	2|976|200643|171549|2005525|375288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0.0025	0	0	0	0	0	0	0	0.09971	0	0.01396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05687	0	0	0	0	0	0	0	0	0.01167	0	0	0	0.02599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67865	0	0	0	0	0	0	0	0	0	0	0.01705	0	0	0	0	0	0	0	1.29931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83305	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0.66249	0	0	0	0	0	0	0	0	0	0	0	0	0.08586	4.13321	0	0	0	0	0	0	0	0	0
g__Tannerella	2|976|200643|171549|2005525|195950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
