BGC	cluster_0.2	cluster_0.8
2057	42	48
2058	171	4
2059	91	48
2060	29	13
2061	96	13
2062	42	48
2063	171	4
2064	29	13
2065	91	48
2066	174	13
2067	42	48
2068	242	27
2069	310	48
2070	171	4
2071	335	13
2072	42	48
2073	122	13
2074	174	13
2075	171	4
2076	174	13
2077	42	48
2078	29	13
2079	310	48
2080	171	4
2081	29	13
2082	91	48
2083	174	13
2084	347	50
2085	171	4
2086	29	13
2087	174	13
2088	42	48
2089	310	48
2090	171	4
2091	1416	13
2092	91	48
2093	174	13
2094	652	13
2095	310	48
2096	171	4
2097	146	13
2098	91	48
2099	174	13
2100	42	48
2101	310	48
2102	171	4
2103	174	13
2104	652	13
2105	1416	13
2106	91	48
2107	171	4
2108	29	13
2109	174	13
2110	42	48
2111	237	4
2112	2303	71
2113	1841	76
2114	1626	2
2115	32	13
2116	621	4
2117	748	33
2118	67	4
2119	53	13
2120	12	13
2121	190	4
2122	2421	30
2123	463	2
2124	1329	4
2125	211	13
2126	274	4
2127	633	6
2128	122	13
2129	171	4
2130	2532	33
2131	170	13
2132	1232	47
2133	2320	47
2134	2733	18
2135	53	13
2136	53	13
2137	253	4
2138	754	7
2139	610	4
2140	201	9
2141	122	13
2142	975	4
2143	124	110
2144	1628	21
2145	75	4
2146	1495	2
2147	1270	8
2148	1570	47
2149	164	4
2150	1914	47
2151	152	76
2152	1263	19
2153	618	48
2154	227	4
2155	618	48
2156	1914	47
2157	152	76
2158	227	4
2159	170	13
2160	255	2
2161	1123	4
2162	255	2
2163	141	4
2164	120	4
2165	255	2
2166	541	4
2167	2327	48
2168	829	29
2169	164	4
2170	1737	110
2171	1975	27
2172	117	4
2173	2076	33
2174	864	33
2175	146	13
2176	592	4
2177	122	13
2178	947	2
2179	179	41
2180	851	74
2181	999	4
2182	1634	13
2183	383	13
2184	193	29
2185	811	4
2186	383	13
2187	193	29
2188	811	4
2189	174	13
2190	42	48
2191	29	13
2192	91	48
2193	171	4
2194	310	48
2195	171	4
2196	335	13
2197	174	13
2198	310	48
2199	171	4
2200	29	13
2201	91	48
2202	174	13
2203	42	48
2204	242	27
2205	310	48
2206	171	4
2207	91	48
2208	29	13
2209	174	13
2210	310	48
2211	171	4
2212	335	13
2213	174	13
2214	310	48
2215	1097	13
2216	171	4
2217	42	48
2218	174	13
2219	350	110
2220	347	50
2221	310	48
2222	171	4
2223	174	13
2224	335	13
2225	171	4
2226	29	13
2227	91	48
2228	174	13
2229	42	48
2230	1200	48
2231	29	13
2232	38	50
2233	310	48
2234	171	4
2235	178	110
2236	174	13
2237	171	4
2238	91	48
2239	29	13
2240	174	13
2241	42	48
2242	347	50
2243	171	4
2244	29	13
2245	174	13
2246	42	48
2247	310	48
2248	171	4
2249	335	13
2250	174	13
2251	42	48
2252	310	48
2253	171	4
2254	174	13
2255	42	48
2256	29	13
2257	91	48
2258	38	50
2259	310	48
2260	171	4
2261	178	110
2262	174	13
2263	1200	48
2264	29	13
2265	347	50
2266	171	4
2267	29	13
2268	174	13
2269	42	48
2270	38	50
2271	310	48
2272	1200	48
2273	171	4
2274	91	48
2275	29	13
2276	174	13
2277	42	48
2278	38	50
2279	310	48
2280	171	4
2281	29	13
2282	174	13
2283	42	48
2284	347	50
2285	171	4
2286	174	13
2287	335	13
2288	310	48
2289	171	4
2290	335	13
2291	144	30
2292	174	13
2293	171	4
2294	29	13
2295	91	48
2296	174	13
2297	42	48
2298	171	4
2299	29	13
2300	91	48
2301	174	13
2302	42	48
2303	310	48
2304	171	4
2305	1097	13
2306	174	13
2307	38	50
2308	310	48
2309	1200	48
2310	171	4
2311	91	48
2312	29	13
2313	174	13
2314	42	48
2315	310	48
2316	174	13
2317	42	48
2318	335	13
2319	91	48
2320	144	30
2321	171	4
2322	310	48
2323	171	4
2324	460	13
2325	91	48
2326	174	13
2327	42	48
2328	171	4
2329	42	48
2330	29	13
2331	91	48
2332	174	13
2333	171	4
2334	29	13
2335	91	48
2336	42	48
2337	174	13
2338	171	4
2339	91	48
2340	29	13
2341	174	13
2342	42	48
2343	171	4
2344	29	13
2345	91	48
2346	42	48
2347	174	13
2348	171	4
2349	91	48
2350	29	13
2351	174	13
2352	42	48
2353	310	48
2354	171	4
2355	174	13
2356	29	13
2357	91	48
2358	310	48
2359	171	4
2360	174	13
2361	42	48
2362	242	27
2363	29	13
2364	91	48
2365	171	4
2366	310	48
2367	174	13
2368	29	13
2369	91	48
2370	310	48
2371	171	4
2372	29	13
2373	174	13
2374	42	48
2375	171	4
2376	335	13
2377	310	48
2378	347	50
2379	174	13
2380	42	48
2381	174	13
2382	171	4
2383	42	48
2384	52	13
2385	304	26
2386	458	4
2387	295	21
2388	52	13
2389	2665	110
2390	458	4
2391	616	48
2392	295	21
2393	241	11
2394	457	0
2395	1138	42
2396	365	33
2397	197	33
2398	1231	33
2399	496	89
2400	736	33
2401	1097	13
2402	42	48
2403	350	110
2404	171	4
2405	347	50
2406	310	48
2407	174	13
2408	174	13
2409	42	48
2410	1097	13
2411	350	110
2412	171	4
2413	347	50
2414	310	48
2415	174	13
2416	42	48
2417	29	13
2418	350	110
2419	171	4
2420	347	50
2421	310	48
2422	174	13
2423	171	4
2424	272	13
2425	171	4
2426	174	13
2427	171	4
2428	256	13
2429	52	13
2430	616	48
2431	458	4
2432	101	42
2433	1815	0
2434	587	4
2435	106	0
2436	193	29
2437	146	13
2438	12	13
2439	190	4
2440	436	42
2441	501	33
2442	170	13
2443	171	4
2444	166	110
2445	170	13
2446	76	13
2447	346	13
2448	122	13
2449	533	46
2450	812	50
2451	30	4
2452	310	48
2453	355	29
2454	91	48
2455	2534	13
2456	29	13
2457	171	4
2458	174	13
2459	171	4
2460	667	13
2461	272	13
2462	189	13
2463	30	4
2464	272	13
2465	170	13
2466	310	48
2467	435	82
2468	30	4
2469	123	46
2470	29	13
2471	710	50
2472	91	48
2473	346	13
2474	355	29
2475	2534	13
2476	122	13
2477	152	76
2478	175	4
2479	1332	2
2480	23	47
2481	232	0
2482	157	33
2483	190	4
2484	480	48
2485	12	13
2486	266	13
2487	171	4
2488	174	13
2489	171	4
2490	2087	15
2491	9	4
2492	83	4
2493	986	4
2494	1200	48
2495	548	13
2496	170	13
2497	149	13
2498	213	4
2499	1346	4
2500	174	13
2501	171	4
2502	988	4
2503	2114	2
2504	152	76
2505	175	4
2506	1865	13
2507	892	47
2508	587	4
2509	1688	33
2510	2060	13
2511	193	29
2512	117	4
2513	189	13
2514	997	4
2515	132	11
2516	193	29
2517	90	4
2518	577	13
2519	192	13
2520	429	29
2521	911	27
2522	117	4
2523	2494	4
2524	2477	13
2525	572	54
2526	853	15
2527	63	4
2528	276	11
2529	2662	33
2530	202	13
2531	443	110
2532	174	13
2533	42	48
2534	29	13
2535	144	30
2536	171	4
2537	347	50
2538	331	2
2539	1308	4
2540	1150	27
2541	811	4
2542	193	29
2543	383	13
2544	78	4
2545	331	2
2546	1308	4
2547	2815	87
2548	354	4
2549	2537	4
2550	174	13
2551	42	48
2552	178	110
2553	171	4
2554	38	50
2555	310	48
2556	174	13
2557	42	48
2558	242	27
2559	29	13
2560	91	48
2561	144	30
2562	171	4
2563	347	50
2564	310	48
2565	174	13
2566	42	48
2567	29	13
2568	171	4
2569	310	48
2570	174	13
2571	42	48
2572	146	13
2573	29	13
2574	91	48
2575	171	4
2576	310	48
2577	174	13
2578	42	48
2579	29	13
2580	91	48
2581	171	4
2582	310	48
2583	174	13
2584	242	27
2585	29	13
2586	91	48
2587	144	30
2588	171	4
2589	347	50
2590	310	48
2591	174	13
2592	42	48
2593	29	13
2594	171	4
2595	347	50
2596	310	48
2597	2534	13
2598	96	13
2599	42	48
2600	335	13
2601	139	50
2602	171	4
2603	347	50
2604	310	48
2605	174	13
2606	29	13
2607	171	4
2608	38	50
2609	310	48
2610	1097	13
2611	91	48
2612	174	13
2613	171	4
2614	310	48
2615	174	13
2616	42	48
2617	29	13
2618	91	48
2619	1200	48
2620	171	4
2621	38	50
2622	310	48
2623	174	13
2624	29	13
2625	91	48
2626	171	4
2627	310	48
2628	174	13
2629	1097	13
2630	171	4
2631	310	48
2632	174	13
2633	42	48
2634	1097	13
2635	171	4
2636	347	50
2637	310	48
2638	171	4
2639	174	13
2640	42	48
2641	146	13
2642	91	48
2643	171	4
2644	310	48
2645	174	13
2646	42	48
2647	1097	13
2648	144	30
2649	171	4
2650	310	48
2651	174	13
2652	42	48
2653	29	13
2654	91	48
2655	171	4
2656	174	13
2657	42	48
2658	29	13
2659	91	48
2660	171	4
2661	38	50
2662	174	13
2663	42	48
2664	29	13
2665	171	4
2666	347	50
2667	310	48
2668	174	13
2669	42	48
2670	146	13
2671	91	48
2672	171	4
2673	310	48
2674	174	13
2675	42	48
2676	242	27
2677	171	4
2678	310	48
2679	29	13
2680	91	48
2681	42	48
2682	29	13
2683	174	13
2684	91	48
2685	2132	30
2686	171	4
2687	310	48
2688	174	13
2689	42	48
2690	29	13
2691	91	48
2692	171	4
2693	310	48
2694	174	13
2695	1097	13
2696	171	4
2697	347	50
2698	174	13
2699	42	48
2700	29	13
2701	91	48
2702	171	4
2703	38	50
2704	174	13
2705	42	48
2706	335	13
2707	171	4
2708	347	50
2709	310	48
2710	174	13
2711	1097	13
2712	2132	30
2713	171	4
2714	310	48
2715	174	13
2716	42	48
2717	347	50
2718	29	13
2719	171	4
2720	310	48
2721	56	24
2722	344	2
2723	268	11
2724	36	13
2725	423	33
2726	63	4
2727	853	15
2728	572	54
2729	524	45
2730	2848	30
2731	690	30
2732	2848	30
2733	33	33
2734	1383	33
2735	2588	22
2736	560	33
2737	610	4
2738	201	9
2739	410	13
2740	3	47
2741	2741	47
2742	102	11
2743	691	4
2744	853	15
2745	202	13
2746	443	110
2747	386	4
2748	548	13
2749	2217	92
2750	691	4
2751	699	2
2752	691	4
2753	699	2
2754	691	4
2755	691	4
2756	691	4
2757	691	4
2758	699	2
2759	691	4
2760	691	4
2761	140	110
2762	529	11
2763	140	110
2764	52	13
2765	458	4
2766	295	21
2767	171	4
2768	174	13
2769	277	4
2770	2478	13
2771	210	4
2772	171	4
2773	174	13
2774	132	11
2775	997	4
2776	132	11
2777	997	4
2778	142	27
2779	166	110
2780	21	27
2781	132	11
2782	132	11
2783	997	4
2784	132	11
2785	997	4
2786	132	11
2787	997	4
2788	132	11
2789	997	4
2790	132	11
2791	997	4
2792	997	4
2793	132	11
2794	132	11
2795	997	4
2796	997	4
2797	132	11
2798	997	4
2799	132	11
2800	997	4
2801	132	11
2802	997	4
2803	132	11
2804	997	4
2805	132	11
2806	997	4
2807	132	11
2808	997	4
2809	132	11
2810	132	11
2811	997	4
2812	132	11
2813	997	4
2814	997	4
2815	132	11
2816	997	4
2817	132	11
2818	132	11
2819	997	4
2820	997	4
2821	132	11
2822	997	4
2823	132	11
2824	132	11
2825	669	27
2826	997	4
2827	132	11
2828	997	4
2829	132	11
2830	997	4
2831	997	4
2832	132	11
2833	997	4
2834	132	11
2835	997	4
2836	132	11
2837	997	4
2838	132	11
2839	132	11
2840	997	4
2841	14	4
2842	132	11
2843	997	4
2844	132	11
2845	132	11
2846	997	4
2847	669	27
2848	132	11
2849	997	4
2850	997	4
2851	132	11
2852	997	4
2853	166	110
2854	132	11
2855	997	4
2856	132	11
2857	997	4
2858	132	11
2859	997	4
2860	132	11
2861	132	11
2862	997	4
2863	997	4
2864	132	11
2865	132	11
2866	997	4
2867	997	4
2868	132	11
2869	132	11
2870	997	4
2871	997	4
2872	132	11
2873	997	4
2874	132	11
2875	132	11
2876	997	4
2877	997	4
2878	132	11
2879	132	11
2880	997	4
2881	132	11
2882	997	4
2883	132	11
2884	997	4
2885	132	11
2886	997	4
2887	132	11
2888	997	4
2889	132	11
2890	997	4
2891	1300	18
2892	132	11
2893	997	4
2894	1300	18
2895	132	11
2896	997	4
2897	132	11
2898	997	4
2899	132	11
2900	997	4
2901	132	11
2902	997	4
2903	14	4
2904	132	11
2905	997	4
2906	132	11
2907	132	11
2908	997	4
2909	132	11
2910	997	4
2911	140	110
2912	997	4
2913	132	11
2914	401	27
2915	401	27
2916	997	4
2917	140	110
2918	132	11
2919	401	27
2920	997	4
2921	140	110
2922	132	11
2923	997	4
2924	132	11
2925	997	4
2926	132	11
2927	997	4
2928	132	11
2929	132	11
2930	997	4
2931	997	4
2932	132	11
2933	132	11
2934	997	4
2935	132	11
2936	997	4
2937	132	11
2938	997	4
2939	997	4
2940	132	11
2941	997	4
2942	132	11
2943	997	4
2944	132	11
2945	997	4
2946	132	11
2947	997	4
2948	129	4
2949	132	11
2950	997	4
2951	132	11
2952	132	11
2953	997	4
2954	997	4
2955	18	33
2956	132	11
2957	997	4
2958	132	11
2959	299	68
2960	1878	0
2961	1878	0
2962	132	11
2963	997	4
2964	132	11
2965	1878	0
2966	997	4
2967	132	11
2968	18	33
2969	997	4
2970	997	4
2971	132	11
2972	997	4
2973	132	11
2974	997	4
2975	132	11
2976	166	110
2977	997	4
2978	132	11
2979	997	4
2980	132	11
2981	997	4
2982	132	11
2983	132	11
2984	997	4
2985	997	4
2986	132	11
2987	997	4
2988	132	11
2989	132	11
2990	997	4
2991	997	4
2992	132	11
2993	132	11
2994	997	4
2995	132	11
2996	997	4
2997	997	4
2998	132	11
2999	997	4
3000	132	11
3001	132	11
3002	997	4
3003	997	4
3004	132	11
3005	997	4
3006	1074	27
3007	132	11
3008	997	4
3009	132	11
3010	132	11
3011	997	4
3012	132	11
3013	997	4
3014	132	11
3015	997	4
3016	997	4
3017	132	11
3018	997	4
3019	132	11
3020	997	4
3021	132	11
3022	997	4
3023	132	11
3024	166	110
3025	132	11
3026	997	4
3027	997	4
3028	132	11
3029	997	4
3030	132	11
3031	132	11
3032	997	4
3033	997	4
3034	132	11
3035	132	11
3036	997	4
3037	997	4
3038	132	11
3039	132	11
3040	997	4
3041	997	4
3042	383	13
3043	193	29
3044	1124	4
3045	669	27
3046	1150	27
3047	383	13
3048	193	29
3049	1124	4
3050	132	11
3051	997	4
3052	124	110
3053	196	47
3054	58	24
3055	58	24
3056	1262	102
3057	58	24
3058	1262	102
3059	1262	102
3060	389	13
3061	586	24
3062	170	13
3063	58	24
3064	1262	102
3065	389	13
3066	58	24
3067	1262	102
3068	389	13
3069	1262	102
3070	586	24
3071	1337	65
3072	58	24
3073	1262	102
3074	586	24
3075	1262	102
3076	1262	102
3077	586	24
3078	1262	102
3079	586	24
3080	586	24
3081	1262	102
3082	1262	102
3083	586	24
3084	586	24
3085	1262	102
3086	1262	102
3087	389	13
3088	58	24
3089	389	13
3090	1262	102
3091	586	24
3092	1262	102
3093	586	24
3094	389	13
3095	124	110
3096	1262	102
3097	58	24
3098	1589	77
3099	175	4
3100	152	76
3101	709	37
3102	621	4
3103	748	33
3104	151	19
3105	1865	13
3106	227	4
3107	152	76
3108	151	19
3109	152	76
3110	175	4
3111	1914	47
3112	170	13
3113	151	19
3114	618	48
3115	175	4
3116	152	76
3117	151	19
3118	1914	47
3119	227	4
3120	170	13
3121	152	76
3122	227	4
3123	1914	47
3124	152	76
3125	1914	47
3126	175	4
3127	170	13
3128	151	19
3129	152	76
3130	170	13
3131	151	19
3132	1914	47
3133	175	4
3134	152	76
3135	151	19
3136	1914	47
3137	170	13
3138	238	76
3139	227	4
3140	1914	47
3141	170	13
3142	618	48
3143	151	19
3144	227	4
3145	238	76
3146	1914	47
3147	618	48
3148	151	19
3149	227	4
3150	152	76
3151	151	19
3152	170	13
3153	152	76
3154	175	4
3155	1914	47
3156	618	48
3157	1914	47
3158	151	19
3159	227	4
3160	152	76
3161	618	48
3162	151	19
3163	1914	47
3164	1237	4
3165	23	47
3166	152	76
3167	151	19
3168	1914	47
3169	170	13
3170	1237	4
3171	152	76
3172	88	4
3173	151	19
3174	1914	47
3175	152	76
3176	618	48
3177	370	76
3178	151	19
3179	1914	47
3180	175	4
3181	152	76
3182	618	48
3183	1914	47
3184	151	19
3185	175	4
3186	23	47
3187	151	19
3188	227	4
3189	152	76
3190	23	47
3191	151	19
3192	175	4
3193	152	76
3194	151	19
3195	227	4
3196	170	13
3197	1914	47
3198	152	76
3199	1914	47
3200	152	76
3201	170	13
3202	227	4
3203	1865	13
3204	152	76
3205	2676	47
3206	175	4
3207	151	19
3208	227	4
3209	1914	47
3210	152	76
3212	227	4
3213	152	76
3214	1291	1
3215	709	37
3216	1865	13
3217	151	19
3218	170	13
3219	227	4
3220	152	76
3221	1914	47
3222	618	48
3223	175	4
3224	151	19
3225	1914	47
3226	152	76
3227	170	13
3228	1914	47
3229	152	76
3230	151	19
3231	175	4
3232	151	19
3233	1914	47
3234	23	47
3235	152	76
3236	227	4
3237	618	48
3238	151	19
3239	152	76
3240	1914	47
3241	175	4
3242	151	19
3243	227	4
3244	1914	47
3245	170	13
3246	152	76
3247	618	48
3248	152	76
3249	1914	47
3250	227	4
3251	279	47
3252	151	19
3253	152	76
3254	227	4
3255	618	48
3256	151	19
3257	227	4
3258	152	76
3259	1914	47
3260	151	19
3261	152	76
3262	227	4
3263	151	19
3264	1865	13
3265	227	4
3266	152	76
3267	1263	19
3268	1865	13
3269	152	76
3270	227	4
3271	279	47
3272	151	19
3273	23	47
3274	152	76
3275	227	4
3276	407	77
3277	642	4
3278	62	33
3279	1865	13
3280	152	76
3281	175	4
3282	175	4
3283	152	76
3284	1865	13
3285	1865	13
3286	152	76
3287	175	4
3288	171	4
3289	1865	13
3290	227	4
3291	238	76
3292	62	33
3293	548	13
3294	171	4
3295	19	33
3296	548	13
3297	120	4
3298	164	4
3299	171	4
3300	272	13
3301	19	33
3302	171	4
3303	174	13
3304	170	13
3305	958	11
3306	281	4
3307	174	13
3308	42	48
3309	1097	13
3310	91	48
3311	171	4
3312	1396	4
3313	392	17
3314	1004	48
3315	79	4
3316	926	29
3317	938	65
3318	231	13
3319	122	13
3320	981	29
3321	231	13
3322	565	13
3323	938	65
3324	981	29
3325	175	4
3326	1865	13
3327	152	76
3328	328	2
3329	1694	4
3330	2215	110
3331	1816	7
3332	170	13
3333	383	13
3334	193	29
3335	90	4
3336	750	47
3337	383	13
3338	193	29
3339	811	4
3340	691	4
3341	195	32
3342	747	13
3343	122	13
3344	170	13
3345	195	32
3346	195	32
3347	195	32
3348	53	13
3349	195	32
3350	122	13
3351	122	13
3352	53	13
3353	195	32
3354	997	4
3355	132	11
3356	1394	33
3357	600	0
3358	997	4
3359	132	11
3360	132	11
3361	997	4
3362	132	11
3363	997	4
3364	997	4
3365	132	11
3366	299	68
3367	1568	110
3368	1050	27
3369	401	27
3370	997	4
3371	132	11
3372	132	11
3373	603	33
3374	997	4
3375	132	11
3376	997	4
3377	132	11
3378	997	4
3379	997	4
3380	132	11
3381	132	11
3382	997	4
3383	132	11
3384	997	4
3385	997	4
3386	132	11
3387	997	4
3388	132	11
3389	132	11
3390	997	4
3391	1568	110
3392	234	68
3393	997	4
3394	401	27
3395	1050	27
3396	132	11
3397	132	11
3398	997	4
3399	997	4
3400	132	11
3401	997	4
3402	997	4
3403	132	11
3404	132	11
3405	997	4
3406	132	11
3407	997	4
3408	132	11
3409	997	4
3410	132	11
3411	903	110
3412	997	4
3413	997	4
3414	132	11
3415	997	4
3416	132	11
3417	132	11
3418	997	4
3419	997	4
3420	132	11
3421	132	11
3422	997	4
3423	997	4
3424	132	11
3425	997	4
3426	132	11
3427	997	4
3428	132	11
3429	997	4
3430	166	110
3431	132	11
3432	997	4
3433	132	11
3434	997	4
3435	132	11
3436	132	11
3437	997	4
3438	997	4
3439	528	0
3440	132	11
3441	132	11
3442	997	4
3443	132	11
3444	997	4
3445	997	4
3446	132	11
3447	132	11
3448	997	4
3449	997	4
3450	132	11
3451	299	68
3452	1878	0
3453	997	4
3454	132	11
3455	132	11
3456	997	4
3457	132	11
3458	997	4
3459	997	4
3460	132	11
3461	997	4
3462	132	11
3463	132	11
3464	129	4
3465	132	11
3466	997	4
3467	997	4
3468	132	11
3469	997	4
3470	132	11
3471	997	4
3472	401	27
3473	140	110
3474	132	11
3475	132	11
3476	997	4
3477	997	4
3478	132	11
3479	997	4
3480	132	11
3481	997	4
3482	132	11
3483	997	4
3484	132	11
3485	997	4
3486	132	11
3487	997	4
3488	132	11
3489	997	4
3490	132	11
3491	132	11
3492	997	4
3493	997	4
3494	132	11
3495	997	4
3496	132	11
3497	132	11
3498	997	4
3499	997	4
3500	132	11
3501	997	4
3502	132	11
3503	997	4
3504	132	11
3505	132	11
3506	997	4
3507	997	4
3508	132	11
3509	997	4
3510	132	11
3511	997	4
3512	132	11
3513	53	13
3514	67	4
3515	53	13
3516	67	4
3517	1613	4
3518	1521	13
3519	2174	30
3520	2229	13
3521	1412	30
3522	625	48
3523	201	9
3524	610	4
3525	754	7
3526	173	13
3527	152	76
3528	175	4
3529	1332	2
3530	23	47
3531	152	76
3532	175	4
3533	1332	2
3534	23	47
3535	190	4
3536	43	89
3537	1486	27
3538	12	13
3539	174	13
3540	171	4
3541	91	48
3542	587	4
3543	262	4
3544	175	4
3545	1865	13
3546	1563	18
3547	152	76
3548	717	6
3549	2744	4
3550	140	110
3551	146	13
3552	193	29
3553	1260	4
3554	750	47
3555	1270	8
3556	525	65
3557	69	13
3558	75	4
3559	1570	47
3560	554	0
3561	195	32
3562	58	24
3563	58	24
3564	26	4
3565	926	29
3566	79	4
3567	1004	48
3568	1341	4
3569	339	33
3570	175	4
3571	152	76
3572	175	4
3573	152	76
3574	1865	13
3575	175	4
3576	152	76
3577	175	4
3578	152	76
3579	175	4
3580	954	19
3581	152	76
3582	1914	47
3583	175	4
3584	1914	47
3585	152	76
3586	175	4
3587	1865	13
3588	152	76
3589	175	4
3590	152	76
3591	1865	13
3592	983	50
3593	175	4
3594	709	37
3595	152	76
3596	152	76
3597	175	4
3598	1865	13
3599	23	47
3600	1914	47
3601	175	4
3602	1418	13
3603	618	48
3604	954	19
3605	152	76
3606	1563	18
3607	175	4
3608	152	76
3609	1347	47
3610	175	4
3611	152	76
3612	1865	13
3613	196	47
3614	175	4
3615	152	76
3616	954	19
3617	1914	47
3618	1418	13
3619	175	4
3620	152	76
3621	1865	13
3622	1865	13
3623	152	76
3624	175	4
3625	1374	47
3626	175	4
3627	152	76
3628	1865	13
3629	175	4
3630	152	76
3631	152	76
3632	175	4
3633	1865	13
3634	152	76
3635	175	4
3636	1865	13
3637	1347	47
3638	175	4
3639	709	37
3640	1589	77
3641	152	76
3642	1347	47
3643	983	50
3644	175	4
3645	709	37
3646	152	76
3647	23	47
3648	1347	47
3649	1266	6
3650	175	4
3651	709	37
3652	152	76
3653	1347	47
3654	152	76
3655	175	4
3656	175	4
3657	152	76
3658	1865	13
3659	152	76
3660	175	4
3661	1865	13
3662	983	50
3663	175	4
3664	152	76
3665	1914	47
3666	175	4
3667	152	76
3668	1914	47
3669	2122	94
3670	1219	47
3671	175	4
3672	152	76
3673	64	47
3674	175	4
3675	152	76
3676	151	19
3677	175	4
3678	152	76
3679	1914	47
3680	23	47
3681	196	47
3682	618	48
3683	175	4
3684	709	37
3685	152	76
3686	1347	47
3687	175	4
3688	1418	13
3689	152	76
3690	2083	64
3691	175	4
3692	152	76
3693	1347	47
3694	709	37
3695	175	4
3696	152	76
3697	780	0
3698	1347	47
3699	175	4
3700	152	76
3701	1865	13
3702	175	4
3703	152	76
3704	1347	47
3705	954	19
3706	152	76
3707	1418	13
3708	618	48
3709	175	4
3710	1914	47
3711	709	37
3712	152	76
3713	1589	77
3714	175	4
3715	152	76
3716	954	19
3717	175	4
3718	1914	47
3719	618	48
3720	175	4
3721	709	37
3722	152	76
3723	1589	77
3724	175	4
3725	2122	94
3726	152	76
3727	1347	47
3728	64	47
3729	175	4
3730	709	37
3731	1291	1
3732	152	76
3733	1589	77
3734	152	76
3735	175	4
3736	175	4
3737	1374	47
3738	1914	47
3739	152	76
3740	1374	47
3741	152	76
3742	954	19
3743	175	4
3744	1914	47
3745	1418	13
3746	618	48
3747	1418	13
3748	175	4
3749	1374	47
3750	152	76
3751	1914	47
3752	954	19
3753	175	4
3754	618	48
3755	152	76
3756	954	19
3757	1865	13
3758	1418	13
3759	175	4
3760	1418	13
3761	954	19
3762	1914	47
3763	1374	47
3764	152	76
3765	954	19
3766	175	4
3767	152	76
3768	1865	13
3769	152	76
3770	151	19
3771	175	4
3772	1865	13
3773	1418	13
3774	997	4
3775	132	11
3776	132	11
3777	997	4
3778	997	4
3779	132	11
3780	997	4
3781	132	11
3782	997	4
3783	132	11
3784	997	4
3785	132	11
3786	997	4
3787	18	33
3788	401	27
3789	132	11
3790	600	0
3791	132	11
3792	997	4
3793	997	4
3794	132	11
3795	132	11
3796	997	4
3797	997	4
3798	132	11
3799	132	11
3800	997	4
3801	997	4
3802	132	11
3803	997	4
3804	132	11
3805	401	27
3806	18	33
3807	132	11
3808	997	4
3809	600	0
3810	997	4
3811	132	11
3812	997	4
3813	603	33
3814	132	11
3815	132	11
3816	997	4
3817	132	11
3818	997	4
3819	997	4
3820	132	11
3821	997	4
3822	132	11
3823	997	4
3824	132	11
3825	997	4
3826	132	11
3827	997	4
3828	132	11
3829	997	4
3830	132	11
3831	132	11
3832	997	4
3833	132	11
3834	997	4
3835	1749	4
3836	669	27
3837	132	11
3838	997	4
3839	997	4
3840	1878	0
3841	132	11
3842	132	11
3843	997	4
3844	600	0
3845	18	33
3846	997	4
3847	132	11
3848	2021	0
3849	888	13
3850	152	76
3851	227	4
3852	170	13
3853	1914	47
3854	1263	19
3855	14	4
3856	1004	48
3857	926	29
3858	174	13
3859	144	30
3860	29	13
3861	91	48
3862	171	4
3863	38	50
3864	122	13
3865	1097	13
3866	91	48
3867	42	48
3868	45	4
3869	171	4
3870	91	48
3871	1097	13
3872	42	48
3873	174	13
3874	45	4
3875	122	13
3876	1097	13
3877	1200	48
3878	91	48
3879	1097	13
3880	91	48
3881	42	48
3882	171	4
3883	174	13
3884	174	13
3885	42	48
3886	1097	13
3887	91	48
3888	171	4
3889	310	48
3890	45	4
3891	1097	13
3892	1200	48
3893	174	13
3894	146	13
3895	91	48
3896	174	13
3897	45	4
3898	1200	48
3899	174	13
3900	42	48
3901	171	4
